run_id,model,window_end_ms,violated,n_requests,z_m,queue_len,decode_tps,prefill_tps,replicas_awake,missing_signal
t1_tre_seed3,dsllama-8b,1783833279192,False,158,0.9906744864020722,12.0,448.0,451.5,1.0,False
t1_tre_seed3,dsllama-8b,1783833284192,False,164,1.0397318143100494,9.333333333333334,456.53333333333336,460.1,1.0,False
t1_tre_seed3,dsllama-8b,1783833289192,False,154,1.1028981418144217,13.0,691.2,696.6,1.0,False
t1_tre_seed3,dsllama-8b,1783833294192,False,143,1.1028981418144217,13.0,691.2,696.6,1.0,False
t1_tre_seed3,dsllama-8b,1783833299192,False,141,1.184033421205522,10.666666666666666,622.9333333333333,627.8,1.0,False
t1_tre_seed3,dsllama-8b,1783833304192,False,141,1.3866247008220283,5.333333333333333,426.6666666666667,430.0,1.0,False
t1_tre_seed3,dsllama-8b,1783833309192,False,142,1.443665136519268,9.0,605.8666666666667,610.6,1.0,False
t1_tre_seed3,dsllama-8b,1783833314192,False,140,1.4995781500290406,5.333333333333333,371.2,374.1,1.0,False
t1_tre_seed3,dsllama-8b,1783833319192,False,149,1.4995781500290406,5.333333333333333,371.2,374.1,1.0,False
t1_tre_seed3,dsllama-8b,1783833324192,False,146,1.5930352142509983,5.333333333333333,413.8666666666667,417.1,1.0,False
t1_tre_seed3,dsllama-8b,1783833329192,False,152,1.6465793161110551,8.333333333333334,627.2,632.1,1.0,False
t1_tre_seed3,dsllama-8b,1783833334192,False,149,1.8256678802307882,4.666666666666667,448.0,451.5,1.0,False
t1_tre_seed3,dsllama-8b,1783833339192,False,156,1.8256678802307882,4.666666666666667,448.0,451.5,1.0,False
t1_tre_seed3,dsllama-8b,1783833344192,False,158,1.7563345974730482,6.333333333333333,422.4,425.7,1.0,False
t1_tre_seed3,dsllama-8b,1783833349192,False,155,1.7064820325721015,10.0,669.8666666666667,675.1,1.0,False
t1_tre_seed3,dsllama-8b,1783833354192,False,169,1.7064820325721015,10.0,669.8666666666667,675.1,1.0,False
t1_tre_seed3,dsllama-8b,1783833359192,False,179,1.4789237295319781,11.666666666666666,456.53333333333336,460.1,1.0,False
t1_tre_seed3,dsllama-8b,1783833364192,False,177,1.4548704470974665,8.333333333333334,490.6666666666667,494.5,1.0,False
t1_tre_seed3,dsllama-8b,1783833369192,False,178,1.5038919117448164,11.0,755.2,761.1,1.0,False
t1_tre_seed3,dsllama-8b,1783833374192,False,176,1.5038919117448164,11.0,755.2,761.1,1.0,False
t1_tre_seed3,dsllama-8b,1783833379192,False,177,1.4187778763559915,10.0,507.73333333333335,511.7,1.0,False
t1_tre_seed3,dsllama-8b,1783833384192,False,170,1.6600436913441952,5.333333333333333,507.73333333333335,511.7,1.0,False
t1_tre_seed3,dsllama-8b,1783833389192,False,153,1.8333539190161732,7.666666666666667,738.1333333333333,743.9,1.0,False
t1_tre_seed3,dsllama-8b,1783833394192,False,156,1.8333539190161732,7.666666666666667,738.1333333333333,743.9,1.0,False
t1_tre_seed3,dsllama-8b,1783833399192,False,148,1.873157986382931,8.0,665.6,670.8,1.0,False
t1_tre_seed3,dsllama-8b,1783833404192,False,150,1.874449604927855,5.333333333333333,422.4,425.7,1.0,False
t1_tre_seed3,dsllama-8b,1783833409192,False,144,1.8590172156966087,8.333333333333334,640.0,645.0,1.0,False
t1_tre_seed3,dsllama-8b,1783833414192,False,140,1.8590172156966087,8.333333333333334,640.0,645.0,1.0,False
t1_tre_seed3,dsllama-8b,1783833419192,False,143,1.8337250442536643,8.0,597.3333333333334,602.0,1.0,False
t1_tre_seed3,dsllama-8b,1783833424192,False,144,1.8585175488178245,5.0,405.3333333333333,408.5,1.0,False
t1_tre_seed3,dsllama-8b,1783833429192,False,143,1.9178682398064189,7.0,610.1333333333333,614.9,1.0,False
t1_tre_seed3,dsllama-8b,1783833434192,False,143,1.9178682398064189,7.0,610.1333333333333,614.9,1.0,False
t1_tre_seed3,dsllama-8b,1783833439192,False,144,2.026139784496055,6.333333333333333,614.4,619.2,1.0,False
t1_tre_seed3,dsllama-8b,1783833444192,False,153,2.115672789089302,4.333333333333333,426.6666666666667,430.0,1.0,False
t1_tre_seed3,dsllama-8b,1783833449192,False,165,1.9659963464002321,9.333333333333334,631.4666666666667,636.4,1.0,False
t1_tre_seed3,dsllama-8b,1783833454192,False,155,1.9659963464002321,9.333333333333334,631.4666666666667,636.4,1.0,False
t1_tre_seed3,dsllama-8b,1783833459192,False,161,1.9069715598588177,9.0,669.8666666666667,675.1,1.0,False
t1_tre_seed3,dsllama-8b,1783833464192,False,156,1.817439608127155,6.666666666666667,448.0,451.5,1.0,False
t1_tre_seed3,dsllama-8b,1783833469192,False,163,1.7605136564867854,9.666666666666666,661.3333333333334,666.5,1.0,False
t1_tre_seed3,dsllama-8b,1783833474192,False,164,1.7605136564867854,9.666666666666666,661.3333333333334,666.5,1.0,False
