run_id,model,window_end_ms,violated,n_requests,z_m,queue_len,decode_tps,prefill_tps,replicas_awake,missing_signal
t1_apa_seed1,dsllama-8b,1783680296873,False,162,0.8468627732764649,7.333333333333333,456.53333333333336,460.1,1.0,False
t1_apa_seed1,dsllama-8b,1783680301873,False,166,1.0894810071008438,9.666666666666666,695.4666666666667,700.9,1.0,False
t1_apa_seed1,dsllama-8b,1783680306873,False,164,1.31411267840167,9.333333333333334,725.3333333333334,731.0,1.0,False
t1_apa_seed1,dsllama-8b,1783680311873,False,169,1.31411267840167,9.333333333333334,725.3333333333334,731.0,1.0,False
t1_apa_seed1,dsllama-8b,1783680316873,False,175,1.495089278710609,6.0,490.6666666666667,494.5,1.0,False
t1_apa_seed1,dsllama-8b,1783680321873,False,169,1.5313173359201275,10.666666666666666,729.6,735.3,1.0,False
t1_apa_seed1,dsllama-8b,1783680326873,False,163,1.5382057720897457,10.666666666666666,699.7333333333333,705.2,1.0,False
t1_apa_seed1,dsllama-8b,1783680331873,False,153,1.5382057720897457,10.666666666666666,699.7333333333333,705.2,1.0,False
t1_apa_seed1,dsllama-8b,1783680336873,False,166,1.5321908294023836,7.0,448.0,451.5,1.0,False
t1_apa_seed1,dsllama-8b,1783680341873,False,165,1.4812820925569021,11.666666666666666,665.6,670.8,1.0,False
t1_apa_seed1,dsllama-8b,1783680346873,False,166,1.4942512161484038,10.666666666666666,686.9333333333333,692.3,1.0,False
t1_apa_seed1,dsllama-8b,1783680351873,False,171,1.4942512161484038,10.666666666666666,686.9333333333333,692.3,1.0,False
t1_apa_seed1,dsllama-8b,1783680356873,False,180,1.4561669687236098,8.333333333333334,477.8666666666667,481.6,1.0,False
t1_apa_seed1,dsllama-8b,1783680361873,False,174,1.437557426221053,12.666666666666666,742.4,748.2,1.0,False
t1_apa_seed1,dsllama-8b,1783680366873,False,168,1.4570814067905706,11.666666666666666,742.4,748.2,1.0,False
t1_apa_seed1,dsllama-8b,1783680371873,False,173,1.4495238735335692,8.0,482.1333333333333,485.9,1.0,False
t1_apa_seed1,dsllama-8b,1783680376873,False,165,1.4495238735335692,8.0,482.1333333333333,485.9,1.0,False
