run_id,model,signal,n_windows,n_violated,n_missing_signal,auroc,auroc_lead3
t6_apa_seed1,dsqwen-7b,z_m,167,0,0,,
t6_apa_seed1,dsqwen-7b,queue_len,167,0,0,,
t6_apa_seed1,dsqwen-7b,decode_tps,167,0,0,,
t6_apa_seed1,dsqwen-7b,prefill_tps,167,0,0,,
t6_tre_seed1,dsllama-8b,z_m,167,0,0,,
t6_tre_seed1,dsllama-8b,queue_len,167,0,0,,
t6_tre_seed1,dsllama-8b,decode_tps,167,0,0,,
t6_tre_seed1,dsllama-8b,prefill_tps,167,0,0,,
t6_tre_seed1,dsqwen-14b,z_m,168,0,0,,
t6_tre_seed1,dsqwen-14b,queue_len,168,0,0,,
t6_tre_seed1,dsqwen-14b,decode_tps,168,0,0,,
t6_tre_seed1,dsqwen-14b,prefill_tps,168,0,0,,
t6_tre_seed1,dsqwen-7b,z_m,167,6,0,0.6915113871635611,0.7824367088607594
t6_tre_seed1,dsqwen-7b,queue_len,167,6,0,0.7463768115942029,0.8314873417721519
t6_tre_seed1,dsqwen-7b,decode_tps,167,6,0,0.7582815734989649,0.8441455696202531
t6_tre_seed1,dsqwen-7b,prefill_tps,167,6,0,0.7582815734989649,0.8441455696202531
t7_apa_seed1,dsllama-8b,z_m,218,112,0,0.9739302560646901,0.951775349948788
t7_apa_seed1,dsllama-8b,queue_len,218,112,0,0.9821007412398922,0.9574940252645954
t7_apa_seed1,dsllama-8b,decode_tps,218,112,0,0.8175539083557951,0.791908501194947
t7_apa_seed1,dsllama-8b,prefill_tps,218,112,0,0.8170485175202157,0.7916524411061796
t7_apa_seed1,dsqwen-14b,z_m,219,6,0,0.6862284820031299,0.7205357142857143
t7_apa_seed1,dsqwen-14b,queue_len,219,6,0,0.5121283255086072,0.39375
t7_apa_seed1,dsqwen-14b,decode_tps,219,6,0,0.30203442879499215,0.2226190476190476
t7_apa_seed1,dsqwen-14b,prefill_tps,219,6,0,0.30203442879499215,0.2226190476190476
t7_apa_seed1,dsqwen-7b,z_m,218,110,0,0.9799663299663299,0.9383409981263839
t7_apa_seed1,dsqwen-7b,queue_len,218,110,0,0.9893097643097644,0.9563106796116505
t7_apa_seed1,dsqwen-7b,decode_tps,218,110,0,0.8815656565656566,0.8359734287174246
t7_apa_seed1,dsqwen-7b,prefill_tps,218,110,0,0.8811447811447811,0.8355476068812808
t7_tre_seed1,dsllama-8b,z_m,218,129,0,0.9502221060883198,0.9210027100271003
t7_tre_seed1,dsllama-8b,queue_len,218,129,0,0.9480445954185176,0.9190605239385727
t7_tre_seed1,dsllama-8b,decode_tps,218,129,0,0.8018465290479924,0.7742095754290876
t7_tre_seed1,dsllama-8b,prefill_tps,218,129,0,0.8013239264872398,0.7738482384823848
t7_tre_seed1,dsqwen-14b,z_m,219,12,0,0.7310789049919485,0.5798267326732673
t7_tre_seed1,dsqwen-14b,queue_len,219,12,0,0.7900563607085346,0.5911200495049505
t7_tre_seed1,dsqwen-14b,decode_tps,219,12,0,0.5617954911433173,0.4614789603960396
t7_tre_seed1,dsqwen-14b,prefill_tps,219,12,0,0.5617954911433173,0.4614789603960396
t7_tre_seed1,dsqwen-7b,z_m,218,114,0,0.8990806342780027,0.8586712683347714
t7_tre_seed1,dsqwen-7b,queue_len,218,114,0,0.9505313765182186,0.910655737704918
t7_tre_seed1,dsqwen-7b,decode_tps,218,114,0,0.8831815114709851,0.8498274374460743
t7_tre_seed1,dsqwen-7b,prefill_tps,218,114,0,0.8830128205128205,0.8496980155306298
t8_apa_seed1,dsllama-8b,z_m,219,209,0,0.9562200956937799,0.8877314814814815
t8_apa_seed1,dsllama-8b,queue_len,219,209,0,0.9729665071770335,0.9432870370370371
t8_apa_seed1,dsllama-8b,decode_tps,219,209,0,0.511244019138756,0.7604166666666666
t8_apa_seed1,dsllama-8b,prefill_tps,219,209,0,0.6576555023923445,0.8668981481481481
t8_apa_seed1,dsqwen-14b,z_m,218,0,0,,
t8_apa_seed1,dsqwen-14b,queue_len,218,0,0,,
t8_apa_seed1,dsqwen-14b,decode_tps,218,0,0,,
t8_apa_seed1,dsqwen-14b,prefill_tps,218,0,0,,
t8_apa_seed1,dsqwen-7b,z_m,218,191,0,0.9997091332169866,0.9935233160621761
t8_apa_seed1,dsqwen-7b,queue_len,218,191,0,0.99253441923599,0.9964378238341969
t8_apa_seed1,dsqwen-7b,decode_tps,218,191,0,0.8866589102191197,0.8816925734024179
t8_apa_seed1,dsqwen-7b,prefill_tps,218,191,0,0.9233081248788055,0.9140759930915371
t8_tre_seed1,dsllama-8b,z_m,219,6,0,0.7687793427230047,0.7482142857142857
t8_tre_seed1,dsllama-8b,queue_len,219,6,0,0.5367762128325508,0.3148809523809524
t8_tre_seed1,dsllama-8b,decode_tps,219,6,0,0.8454616588419406,0.875
t8_tre_seed1,dsllama-8b,prefill_tps,219,6,0,0.7961658841940532,0.8208333333333333
t8_tre_seed1,dsqwen-14b,z_m,218,0,0,,
t8_tre_seed1,dsqwen-14b,queue_len,218,0,0,,
t8_tre_seed1,dsqwen-14b,decode_tps,218,0,0,,
t8_tre_seed1,dsqwen-14b,prefill_tps,218,0,0,,
t8_tre_seed1,dsqwen-7b,z_m,218,16,0,0.7266398514851485,0.6791878172588832
t8_tre_seed1,dsqwen-7b,queue_len,218,16,0,0.8220915841584159,0.6937817258883249
t8_tre_seed1,dsqwen-7b,decode_tps,218,16,0,0.7297339108910891,0.7170050761421319
t8_tre_seed1,dsqwen-7b,prefill_tps,218,16,0,0.7380878712871287,0.7104060913705583
t9_apa_seed1,dsllama-8b,z_m,218,40,0,0.8550561797752809,0.8310387984981227
t9_apa_seed1,dsllama-8b,queue_len,218,40,0,0.9169241573033707,0.8933041301627034
t9_apa_seed1,dsllama-8b,decode_tps,218,40,0,0.8258426966292135,0.8160200250312891
t9_apa_seed1,dsllama-8b,prefill_tps,218,40,0,0.823876404494382,0.8098873591989988
t9_apa_seed1,dsqwen-14b,z_m,218,0,0,,
t9_apa_seed1,dsqwen-14b,queue_len,218,0,0,,
t9_apa_seed1,dsqwen-14b,decode_tps,218,0,0,,
t9_apa_seed1,dsqwen-14b,prefill_tps,218,0,0,,
t9_apa_seed1,dsqwen-7b,z_m,218,0,0,,
t9_apa_seed1,dsqwen-7b,queue_len,218,0,0,,
t9_apa_seed1,dsqwen-7b,decode_tps,218,0,0,,
t9_apa_seed1,dsqwen-7b,prefill_tps,218,0,0,,
t9_tre_seed1,dsllama-8b,z_m,218,0,0,,
t9_tre_seed1,dsllama-8b,queue_len,218,0,0,,
t9_tre_seed1,dsllama-8b,decode_tps,218,0,0,,
t9_tre_seed1,dsllama-8b,prefill_tps,218,0,0,,
t9_tre_seed1,dsqwen-14b,z_m,218,0,0,,
t9_tre_seed1,dsqwen-14b,queue_len,218,0,0,,
t9_tre_seed1,dsqwen-14b,decode_tps,218,0,0,,
t9_tre_seed1,dsqwen-14b,prefill_tps,218,0,0,,
t9_tre_seed1,dsqwen-7b,z_m,218,0,0,,
t9_tre_seed1,dsqwen-7b,queue_len,218,0,0,,
t9_tre_seed1,dsqwen-7b,decode_tps,218,0,0,,
t9_tre_seed1,dsqwen-7b,prefill_tps,218,0,0,,
__macro__,__all__,z_m,34,,,0.81368754785661,0.7947656090600307
__macro__,__all__,queue_len,34,,,0.817372325551093,0.7783035172764483
__macro__,__all__,decode_tps,34,,,0.7208181437919168,0.7105362290360269
__macro__,__all__,prefill_tps,34,,,0.717724218948182,0.703571102574965
