model,serve_id,node,gpu_ids,cycle_idx,direction,cold,t_api_start,t_api_return,t_log_marker,t_ready,dur_api_s,dur_engine_s,dur_e2e_s,mem_before_mb,mem_after_mb,inflight_load,inflight_total,inflight_errors,inflight_p99_ms
dsqwen-7b,dsqwen-7b-nscc-ds-4a100-node9-gpu-0-546d5d9f88-f94nf,nscc-ds-4a100-node9,0,14,sleep,False,2026-07-10T09:16:44.060139Z,2026-07-10T09:16:45.151726Z,2026-07-10T09:16:45.011589Z,2026-07-10T09:16:45.155736Z,1.091586,1.025284,1.095597,37892,4070,False,0,0,
dsqwen-7b,dsqwen-7b-nscc-ds-4a100-node9-gpu-0-546d5d9f88-f94nf,nscc-ds-4a100-node9,0,14,wake,False,2026-07-10T09:16:46.485868Z,2026-07-10T09:16:47.156893Z,2026-07-10T09:16:47.014087Z,2026-07-10T09:16:47.186351Z,0.671025,0.59607,0.700483,5234,37892,False,0,0,
dsqwen-7b,dsqwen-7b-nscc-ds-4a100-node9-gpu-0-546d5d9f88-f94nf,nscc-ds-4a100-node9,0,15,sleep,False,2026-07-10T09:16:48.506655Z,2026-07-10T09:16:49.614109Z,2026-07-10T09:16:49.477221Z,2026-07-10T09:16:49.619218Z,1.107453,1.031257,1.112562,37892,4070,False,0,0,
dsqwen-7b,dsqwen-7b-nscc-ds-4a100-node9-gpu-0-546d5d9f88-f94nf,nscc-ds-4a100-node9,0,15,wake,False,2026-07-10T09:16:50.933890Z,2026-07-10T09:16:51.576454Z,2026-07-10T09:16:51.440814Z,2026-07-10T09:16:51.598472Z,0.642564,0.59595,0.664582,4070,37892,False,0,0,
dsqwen-7b,dsqwen-7b-nscc-ds-4a100-node9-gpu-0-546d5d9f88-f94nf,nscc-ds-4a100-node9,0,16,sleep,False,2026-07-10T09:16:52.920287Z,2026-07-10T09:16:53.986450Z,2026-07-10T09:16:53.846783Z,2026-07-10T09:16:53.990179Z,1.066163,1.014342,1.069892,37892,4070,False,0,0,
dsqwen-7b,dsqwen-7b-nscc-ds-4a100-node9-gpu-0-546d5d9f88-f94nf,nscc-ds-4a100-node9,0,16,wake,False,2026-07-10T09:16:55.306144Z,2026-07-10T09:16:55.974977Z,2026-07-10T09:16:55.833228Z,2026-07-10T09:16:55.998645Z,0.668833,0.595362,0.692502,4070,37892,False,0,0,
dsqwen-7b,dsqwen-7b-nscc-ds-4a100-node9-gpu-0-546d5d9f88-f94nf,nscc-ds-4a100-node9,0,17,sleep,False,2026-07-10T09:16:57.314138Z,2026-07-10T09:16:58.394545Z,2026-07-10T09:16:58.253289Z,2026-07-10T09:16:58.406285Z,1.080407,1.031559,1.092146,37892,4070,False,0,0,
dsqwen-7b,dsqwen-7b-nscc-ds-4a100-node9-gpu-0-546d5d9f88-f94nf,nscc-ds-4a100-node9,0,17,wake,False,2026-07-10T09:16:59.715776Z,2026-07-10T09:17:00.403646Z,2026-07-10T09:17:00.262449Z,2026-07-10T09:17:00.432144Z,0.68787,0.618218,0.716368,4070,37892,False,0,0,
dsqwen-7b,dsqwen-7b-nscc-ds-4a100-node9-gpu-0-546d5d9f88-f94nf,nscc-ds-4a100-node9,0,18,sleep,False,2026-07-10T09:17:01.741921Z,2026-07-10T09:17:02.805847Z,2026-07-10T09:17:02.662248Z,2026-07-10T09:17:02.813620Z,1.063926,0.996977,1.071699,37892,4070,False,0,0,
dsqwen-7b,dsqwen-7b-nscc-ds-4a100-node9-gpu-0-546d5d9f88-f94nf,nscc-ds-4a100-node9,0,18,wake,False,2026-07-10T09:17:04.117882Z,2026-07-10T09:17:04.783775Z,2026-07-10T09:17:04.639070Z,2026-07-10T09:17:04.811510Z,0.665893,0.59513,0.693628,4070,37892,False,0,0,
dsqwen-7b,dsqwen-7b-nscc-ds-4a100-node9-gpu-0-546d5d9f88-f94nf,nscc-ds-4a100-node9,0,19,sleep,False,2026-07-10T09:17:06.121892Z,2026-07-10T09:17:07.194951Z,2026-07-10T09:17:07.058084Z,2026-07-10T09:17:07.201141Z,1.073059,1.011435,1.079249,37892,4070,False,0,0,
dsqwen-7b,dsqwen-7b-nscc-ds-4a100-node9-gpu-0-546d5d9f88-f94nf,nscc-ds-4a100-node9,0,19,wake,False,2026-07-10T09:17:08.511851Z,2026-07-10T09:17:09.201413Z,2026-07-10T09:17:09.047541Z,2026-07-10T09:17:09.231082Z,0.689562,0.594938,0.719232,5110,37892,False,0,0,
dsqwen-7b,dsqwen-7b-nscc-ds-4a100-node9-gpu-0-546d5d9f88-f94nf,nscc-ds-4a100-node9,0,20,sleep,False,2026-07-10T09:17:10.556544Z,2026-07-10T09:17:11.670940Z,2026-07-10T09:17:11.525246Z,2026-07-10T09:17:11.675668Z,1.114396,1.029256,1.119124,37892,4070,False,0,0,
dsqwen-7b,dsqwen-7b-nscc-ds-4a100-node9-gpu-0-546d5d9f88-f94nf,nscc-ds-4a100-node9,0,20,wake,False,2026-07-10T09:17:12.981883Z,2026-07-10T09:17:13.658614Z,2026-07-10T09:17:13.515789Z,2026-07-10T09:17:13.689029Z,0.676731,0.601719,0.707146,4070,37892,False,0,0,
dsqwen-7b,dsqwen-7b-nscc-ds-4a100-node9-gpu-0-546d5d9f88-f94nf,nscc-ds-4a100-node9,0,21,sleep,False,2026-07-10T09:17:45.091616Z,2026-07-10T09:17:46.206838Z,2026-07-10T09:17:46.063190Z,2026-07-10T09:17:46.211450Z,1.115222,1.057052,1.119834,37892,4070,True,130,4,2169.973
dsqwen-7b,dsqwen-7b-nscc-ds-4a100-node9-gpu-0-546d5d9f88-f94nf,nscc-ds-4a100-node9,0,21,wake,False,2026-07-10T09:17:47.524523Z,2026-07-10T09:17:48.182632Z,2026-07-10T09:17:48.040077Z,2026-07-10T09:17:48.204502Z,0.65811,0.595756,0.67998,5110,37892,True,130,4,2169.973
dsqwen-7b,dsqwen-7b-nscc-ds-4a100-node9-gpu-0-546d5d9f88-f94nf,nscc-ds-4a100-node9,0,22,sleep,False,2026-07-10T09:18:49.725454Z,2026-07-10T09:18:50.870238Z,2026-07-10T09:18:50.728227Z,2026-07-10T09:18:50.874266Z,1.144784,1.076538,1.148812,37892,4070,True,130,4,2230.84
dsqwen-7b,dsqwen-7b-nscc-ds-4a100-node9-gpu-0-546d5d9f88-f94nf,nscc-ds-4a100-node9,0,22,wake,False,2026-07-10T09:18:52.181878Z,2026-07-10T09:18:52.852724Z,2026-07-10T09:18:52.709895Z,2026-07-10T09:18:52.874162Z,0.670846,0.595002,0.692284,4070,37892,True,130,4,2230.84
dsqwen-7b,dsqwen-7b-nscc-ds-4a100-node9-gpu-0-546d5d9f88-f94nf,nscc-ds-4a100-node9,0,23,sleep,False,2026-07-10T09:19:54.300849Z,2026-07-10T09:19:55.436851Z,2026-07-10T09:19:55.295063Z,2026-07-10T09:19:55.440089Z,1.136002,1.064518,1.13924,37892,4070,True,130,4,2122.399
dsqwen-7b,dsqwen-7b-nscc-ds-4a100-node9-gpu-0-546d5d9f88-f94nf,nscc-ds-4a100-node9,0,23,wake,False,2026-07-10T09:19:56.749869Z,2026-07-10T09:19:57.406950Z,2026-07-10T09:19:57.264184Z,2026-07-10T09:19:57.426702Z,0.657082,0.602305,0.676833,4070,37892,True,130,4,2122.399
dsqwen-7b,dsqwen-7b-nscc-ds-4a100-node9-gpu-0-546d5d9f88-f94nf,nscc-ds-4a100-node9,0,24,sleep,False,2026-07-10T09:20:58.938910Z,2026-07-10T09:21:00.122775Z,2026-07-10T09:20:59.968724Z,2026-07-10T09:21:00.127822Z,1.183865,1.082341,1.188911,37892,4070,True,130,4,2276.491
dsqwen-7b,dsqwen-7b-nscc-ds-4a100-node9-gpu-0-546d5d9f88-f94nf,nscc-ds-4a100-node9,0,24,wake,False,2026-07-10T09:21:01.437749Z,2026-07-10T09:21:02.120152Z,2026-07-10T09:21:01.972928Z,2026-07-10T09:21:02.148233Z,0.682402,0.601282,0.710484,4070,37892,True,130,4,2276.491
dsqwen-7b,dsqwen-7b-nscc-ds-4a100-node9-gpu-0-546d5d9f88-f94nf,nscc-ds-4a100-node9,0,25,sleep,False,2026-07-10T09:22:03.651384Z,2026-07-10T09:22:04.809968Z,2026-07-10T09:22:04.667353Z,2026-07-10T09:22:04.818196Z,1.158584,1.073077,1.166812,37892,4070,True,130,4,2269.708
dsqwen-7b,dsqwen-7b-nscc-ds-4a100-node9-gpu-0-546d5d9f88-f94nf,nscc-ds-4a100-node9,0,25,wake,False,2026-07-10T09:22:06.147414Z,2026-07-10T09:22:06.823053Z,2026-07-10T09:22:06.679200Z,2026-07-10T09:22:06.848498Z,0.675639,0.595658,0.701085,4070,37892,True,130,4,2269.708
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,1,sleep,True,2026-07-10T09:22:38.258528Z,2026-07-10T09:22:40.592194Z,2026-07-10T09:22:40.445319Z,2026-07-10T09:22:40.598912Z,2.333665,2.2617,2.340384,74764,8140,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,1,wake,True,2026-07-10T09:22:41.887747Z,2026-07-10T09:22:42.598496Z,2026-07-10T09:22:42.456266Z,2026-07-10T09:22:42.633215Z,0.710749,0.665305,0.745468,8140,74764,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,2,sleep,False,2026-07-10T09:22:43.910860Z,2026-07-10T09:22:46.206256Z,2026-07-10T09:22:46.061044Z,2026-07-10T09:22:46.210334Z,2.295396,2.24574,2.299474,74764,8140,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,2,wake,False,2026-07-10T09:22:47.493876Z,2026-07-10T09:22:48.222376Z,2026-07-10T09:22:48.071302Z,2026-07-10T09:22:48.247726Z,0.7285,0.663926,0.753851,8140,74764,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,3,sleep,False,2026-07-10T09:22:49.534458Z,2026-07-10T09:22:51.765625Z,2026-07-10T09:22:51.620358Z,2026-07-10T09:22:51.769986Z,2.231167,2.16641,2.235528,74764,8140,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,3,wake,False,2026-07-10T09:22:53.066576Z,2026-07-10T09:22:53.780721Z,2026-07-10T09:22:53.638561Z,2026-07-10T09:22:53.810885Z,0.714144,0.666195,0.744308,8140,74764,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,4,sleep,False,2026-07-10T09:22:55.097861Z,2026-07-10T09:22:57.133605Z,2026-07-10T09:22:56.981889Z,2026-07-10T09:22:57.137270Z,2.035745,1.961945,2.039409,74764,8140,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,4,wake,False,2026-07-10T09:22:58.429931Z,2026-07-10T09:22:59.158785Z,2026-07-10T09:22:59.015735Z,2026-07-10T09:22:59.190495Z,0.728854,0.662653,0.760564,8140,74764,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,5,sleep,False,2026-07-10T09:23:00.477160Z,2026-07-10T09:23:03.033390Z,2026-07-10T09:23:02.882519Z,2026-07-10T09:23:03.038402Z,2.55623,2.486166,2.561242,74764,8140,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,5,wake,False,2026-07-10T09:23:04.329861Z,2026-07-10T09:23:05.046499Z,2026-07-10T09:23:04.902255Z,2026-07-10T09:23:05.073414Z,0.716638,0.666194,0.743552,8140,74764,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,6,sleep,False,2026-07-10T09:23:06.354915Z,2026-07-10T09:23:08.269699Z,2026-07-10T09:23:08.121831Z,2026-07-10T09:23:08.273672Z,1.914783,1.849051,1.918756,74764,8140,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,6,wake,False,2026-07-10T09:23:09.560735Z,2026-07-10T09:23:10.296498Z,2026-07-10T09:23:10.144973Z,2026-07-10T09:23:10.336221Z,0.735764,0.664331,0.775487,11444,74764,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,7,sleep,False,2026-07-10T09:23:11.629901Z,2026-07-10T09:23:13.401614Z,2026-07-10T09:23:13.257257Z,2026-07-10T09:23:13.406473Z,1.771713,1.700834,1.776572,74764,8140,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,7,wake,False,2026-07-10T09:23:14.695200Z,2026-07-10T09:23:15.448311Z,2026-07-10T09:23:15.303192Z,2026-07-10T09:23:15.476132Z,0.75311,0.696996,0.780932,8140,74764,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,8,sleep,False,2026-07-10T09:23:16.764468Z,2026-07-10T09:23:18.601269Z,2026-07-10T09:23:18.415751Z,2026-07-10T09:23:18.608596Z,1.836801,1.727785,1.844127,74764,8140,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,8,wake,False,2026-07-10T09:23:19.893885Z,2026-07-10T09:23:20.605840Z,2026-07-10T09:23:20.462396Z,2026-07-10T09:23:20.637392Z,0.711955,0.665469,0.743507,8140,74764,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,9,sleep,False,2026-07-10T09:23:21.929880Z,2026-07-10T09:23:23.731553Z,2026-07-10T09:23:23.584352Z,2026-07-10T09:23:23.735754Z,1.801672,1.739984,1.805874,74764,8140,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,9,wake,False,2026-07-10T09:23:25.018986Z,2026-07-10T09:23:25.734456Z,2026-07-10T09:23:25.593926Z,2026-07-10T09:23:25.759622Z,0.71547,0.666221,0.740636,8140,74764,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,10,sleep,False,2026-07-10T09:23:27.046021Z,2026-07-10T09:23:28.654869Z,2026-07-10T09:23:28.512261Z,2026-07-10T09:23:28.663094Z,1.608849,1.552646,1.617074,74764,8140,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,10,wake,False,2026-07-10T09:23:29.944110Z,2026-07-10T09:23:30.655651Z,2026-07-10T09:23:30.513074Z,2026-07-10T09:23:30.688036Z,0.711541,0.665383,0.743926,8140,74764,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,11,sleep,False,2026-07-10T09:23:31.976136Z,2026-07-10T09:23:33.767378Z,2026-07-10T09:23:33.625437Z,2026-07-10T09:23:33.770702Z,1.791242,1.734087,1.794565,74764,8140,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,11,wake,False,2026-07-10T09:23:35.073803Z,2026-07-10T09:23:35.791425Z,2026-07-10T09:23:35.648782Z,2026-07-10T09:23:35.826581Z,0.717622,0.664925,0.752778,8140,74764,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,12,sleep,False,2026-07-10T09:23:37.117157Z,2026-07-10T09:23:38.762285Z,2026-07-10T09:23:38.611958Z,2026-07-10T09:23:38.766329Z,1.645128,1.588662,1.649171,74764,8140,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,12,wake,False,2026-07-10T09:23:40.052266Z,2026-07-10T09:23:40.779666Z,2026-07-10T09:23:40.634770Z,2026-07-10T09:23:40.808643Z,0.7274,0.665258,0.756378,8140,74764,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,13,sleep,False,2026-07-10T09:23:42.097891Z,2026-07-10T09:23:43.864156Z,2026-07-10T09:23:43.719010Z,2026-07-10T09:23:43.869188Z,1.766265,1.702224,1.771297,74764,8140,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,13,wake,False,2026-07-10T09:23:45.157891Z,2026-07-10T09:23:45.881039Z,2026-07-10T09:23:45.738062Z,2026-07-10T09:23:45.910302Z,0.723148,0.666955,0.752411,8140,74764,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,14,sleep,False,2026-07-10T09:23:47.197918Z,2026-07-10T09:23:48.935367Z,2026-07-10T09:23:48.792610Z,2026-07-10T09:23:48.939288Z,1.737448,1.6794,1.741369,74764,8140,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,14,wake,False,2026-07-10T09:23:50.229131Z,2026-07-10T09:23:50.960371Z,2026-07-10T09:23:50.812893Z,2026-07-10T09:23:50.986392Z,0.731239,0.66995,0.75726,8140,74764,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,15,sleep,False,2026-07-10T09:23:52.278254Z,2026-07-10T09:23:54.127655Z,2026-07-10T09:23:53.982357Z,2026-07-10T09:23:54.132671Z,1.849401,1.788143,1.854417,74764,8140,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,15,wake,False,2026-07-10T09:23:55.425872Z,2026-07-10T09:23:56.140855Z,2026-07-10T09:23:56.004323Z,2026-07-10T09:23:56.171292Z,0.714983,0.672854,0.74542,8140,74764,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,16,sleep,False,2026-07-10T09:23:57.461118Z,2026-07-10T09:23:59.153057Z,2026-07-10T09:23:59.011286Z,2026-07-10T09:23:59.158956Z,1.691939,1.647775,1.697838,74764,8140,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,16,wake,False,2026-07-10T09:24:00.443296Z,2026-07-10T09:24:01.161885Z,2026-07-10T09:24:01.023074Z,2026-07-10T09:24:01.188743Z,0.71859,0.666474,0.745447,8140,74764,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,17,sleep,False,2026-07-10T09:24:02.485899Z,2026-07-10T09:24:04.283209Z,2026-07-10T09:24:04.141098Z,2026-07-10T09:24:04.287423Z,1.79731,1.749726,1.801523,74764,8140,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,17,wake,False,2026-07-10T09:24:05.577880Z,2026-07-10T09:24:06.288374Z,2026-07-10T09:24:06.147711Z,2026-07-10T09:24:06.320721Z,0.710495,0.665544,0.742841,11372,74764,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,18,sleep,False,2026-07-10T09:24:07.618068Z,2026-07-10T09:24:09.443724Z,2026-07-10T09:24:09.302052Z,2026-07-10T09:24:09.447105Z,1.825656,1.768197,1.829037,73084,8140,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,18,wake,False,2026-07-10T09:24:10.734845Z,2026-07-10T09:24:11.444053Z,2026-07-10T09:24:11.304275Z,2026-07-10T09:24:11.467334Z,0.709208,0.666537,0.732488,8140,74764,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,19,sleep,False,2026-07-10T09:24:12.753150Z,2026-07-10T09:24:14.527270Z,2026-07-10T09:24:14.383312Z,2026-07-10T09:24:14.534194Z,1.77412,1.725437,1.781044,74764,8140,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,19,wake,False,2026-07-10T09:24:15.843767Z,2026-07-10T09:24:16.567917Z,2026-07-10T09:24:16.423373Z,2026-07-10T09:24:16.597234Z,0.72415,0.666405,0.753466,8140,74764,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,20,sleep,False,2026-07-10T09:24:17.894007Z,2026-07-10T09:24:19.765123Z,2026-07-10T09:24:19.620015Z,2026-07-10T09:24:19.769382Z,1.871116,1.810687,1.875375,74764,8140,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,20,wake,False,2026-07-10T09:24:21.064345Z,2026-07-10T09:24:21.791378Z,2026-07-10T09:24:21.648540Z,2026-07-10T09:24:21.817937Z,0.727034,0.667172,0.753593,8140,74764,False,0,0,
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,21,sleep,False,2026-07-10T09:24:53.209950Z,2026-07-10T09:24:55.011169Z,2026-07-10T09:24:54.867539Z,2026-07-10T09:24:55.016157Z,1.801219,1.736111,1.806207,74764,8140,True,131,4,2927.065
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,21,wake,False,2026-07-10T09:24:56.315807Z,2026-07-10T09:24:57.035861Z,2026-07-10T09:24:56.894593Z,2026-07-10T09:24:57.061693Z,0.720055,0.666742,0.745886,8140,74768,True,131,4,2927.065
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,22,sleep,False,2026-07-10T09:25:58.463851Z,2026-07-10T09:26:00.162111Z,2026-07-10T09:26:00.016943Z,2026-07-10T09:26:00.172505Z,1.698259,1.637383,1.708654,74768,8140,True,131,4,2819.786
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,22,wake,False,2026-07-10T09:26:01.469925Z,2026-07-10T09:26:02.187705Z,2026-07-10T09:26:02.041641Z,2026-07-10T09:26:02.222481Z,0.71778,0.660927,0.752556,8140,74768,True,131,4,2819.786
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,23,sleep,False,2026-07-10T09:27:03.712635Z,2026-07-10T09:27:05.464464Z,2026-07-10T09:27:05.321177Z,2026-07-10T09:27:05.468186Z,1.75183,1.690149,1.755551,74768,8140,True,131,4,2864.259
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,23,wake,False,2026-07-10T09:27:06.760100Z,2026-07-10T09:27:07.471452Z,2026-07-10T09:27:07.332644Z,2026-07-10T09:27:07.498015Z,0.711352,0.658074,0.737915,8140,74768,True,131,4,2864.259
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,24,sleep,False,2026-07-10T09:28:08.984290Z,2026-07-10T09:28:10.721583Z,2026-07-10T09:28:10.585639Z,2026-07-10T09:28:10.725614Z,1.737293,1.694354,1.741323,74768,8140,True,131,4,2850.443
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,24,wake,False,2026-07-10T09:28:12.018527Z,2026-07-10T09:28:12.741389Z,2026-07-10T09:28:12.598695Z,2026-07-10T09:28:12.768402Z,0.722862,0.660509,0.749875,8140,74768,True,131,4,2850.443
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,25,sleep,False,2026-07-10T09:29:14.265859Z,2026-07-10T09:29:15.996917Z,2026-07-10T09:29:15.859324Z,2026-07-10T09:29:16.006030Z,1.731058,1.668594,1.740171,74768,8140,True,131,4,2853.411
dsqwen-14b,dsqwen-14b-nscc-ds-4a100-node9-gpu-2-3-69c86d8db7-vnxtl,nscc-ds-4a100-node9,2;3,25,wake,False,2026-07-10T09:29:17.301862Z,2026-07-10T09:29:18.013414Z,2026-07-10T09:29:17.873457Z,2026-07-10T09:29:18.042545Z,0.711552,0.658308,0.740683,8140,74768,True,131,4,2853.411
