model,cycle_idx,request_idx,t_start,t_end,latency_ms,ok,status,error
dsqwen-14b,23,79,2026-07-10T09:27:13.115015Z,2026-07-10T09:27:13.150252Z,35.237,True,200,
dsqwen-14b,23,80,2026-07-10T09:27:13.614961Z,2026-07-10T09:27:13.647611Z,32.65,True,200,
dsqwen-14b,23,81,2026-07-10T09:27:14.114953Z,2026-07-10T09:27:14.141463Z,26.509,True,200,
dsqwen-14b,23,82,2026-07-10T09:27:14.614923Z,2026-07-10T09:27:14.641275Z,26.352,True,200,
dsqwen-14b,23,83,2026-07-10T09:27:15.114943Z,2026-07-10T09:27:15.143176Z,28.233,True,200,
dsqwen-14b,23,84,2026-07-10T09:27:15.615021Z,2026-07-10T09:27:15.641419Z,26.398,True,200,
dsqwen-14b,23,85,2026-07-10T09:27:16.114977Z,2026-07-10T09:27:16.144005Z,29.028,True,200,
dsqwen-14b,23,86,2026-07-10T09:27:16.614934Z,2026-07-10T09:27:16.641105Z,26.171,True,200,
dsqwen-14b,23,87,2026-07-10T09:27:17.114983Z,2026-07-10T09:27:17.142064Z,27.081,True,200,
dsqwen-14b,23,88,2026-07-10T09:27:17.615066Z,2026-07-10T09:27:17.641658Z,26.592,True,200,
dsqwen-14b,23,89,2026-07-10T09:27:18.115062Z,2026-07-10T09:27:18.141029Z,25.968,True,200,
dsqwen-14b,23,90,2026-07-10T09:27:18.615140Z,2026-07-10T09:27:18.642951Z,27.811,True,200,
dsqwen-14b,23,91,2026-07-10T09:27:19.115135Z,2026-07-10T09:27:19.143366Z,28.231,True,200,
dsqwen-14b,23,92,2026-07-10T09:27:19.615079Z,2026-07-10T09:27:19.647911Z,32.832,True,200,
dsqwen-14b,23,93,2026-07-10T09:27:20.115052Z,2026-07-10T09:27:20.148097Z,33.045,True,200,
dsqwen-14b,23,94,2026-07-10T09:27:20.615000Z,2026-07-10T09:27:20.646604Z,31.604,True,200,
dsqwen-14b,23,95,2026-07-10T09:27:21.115006Z,2026-07-10T09:27:21.141155Z,26.149,True,200,
dsqwen-14b,23,96,2026-07-10T09:27:21.615090Z,2026-07-10T09:27:21.641929Z,26.839,True,200,
dsqwen-14b,23,97,2026-07-10T09:27:22.115031Z,2026-07-10T09:27:22.143644Z,28.613,True,200,
dsqwen-14b,23,98,2026-07-10T09:27:22.615034Z,2026-07-10T09:27:22.640648Z,25.614,True,200,
dsqwen-14b,23,99,2026-07-10T09:27:23.115078Z,2026-07-10T09:27:23.147698Z,32.62,True,200,
dsqwen-14b,23,100,2026-07-10T09:27:23.615009Z,2026-07-10T09:27:23.647570Z,32.561,True,200,
dsqwen-14b,23,101,2026-07-10T09:27:24.115119Z,2026-07-10T09:27:24.148027Z,32.908,True,200,
dsqwen-14b,23,102,2026-07-10T09:27:24.615145Z,2026-07-10T09:27:24.647609Z,32.464,True,200,
dsqwen-14b,23,103,2026-07-10T09:27:25.115097Z,2026-07-10T09:27:25.142013Z,26.916,True,200,
dsqwen-14b,23,104,2026-07-10T09:27:25.615138Z,2026-07-10T09:27:25.641847Z,26.709,True,200,
dsqwen-14b,23,105,2026-07-10T09:27:26.115092Z,2026-07-10T09:27:26.143751Z,28.659,True,200,
dsqwen-14b,23,106,2026-07-10T09:27:26.615065Z,2026-07-10T09:27:26.643563Z,28.498,True,200,
dsqwen-14b,23,107,2026-07-10T09:27:27.115037Z,2026-07-10T09:27:27.141417Z,26.38,True,200,
dsqwen-14b,23,108,2026-07-10T09:27:27.615061Z,2026-07-10T09:27:27.648097Z,33.036,True,200,
dsqwen-14b,23,109,2026-07-10T09:27:28.115019Z,2026-07-10T09:27:28.141616Z,26.597,True,200,
dsqwen-14b,23,110,2026-07-10T09:27:28.615101Z,2026-07-10T09:27:28.641228Z,26.127,True,200,
dsqwen-14b,23,111,2026-07-10T09:27:29.115037Z,2026-07-10T09:27:29.140918Z,25.881,True,200,
dsqwen-14b,23,112,2026-07-10T09:27:29.615091Z,2026-07-10T09:27:29.647698Z,32.607,True,200,
dsqwen-14b,23,113,2026-07-10T09:27:30.115078Z,2026-07-10T09:27:30.148088Z,33.01,True,200,
dsqwen-14b,23,114,2026-07-10T09:27:30.615116Z,2026-07-10T09:27:30.642096Z,26.98,True,200,
dsqwen-14b,23,115,2026-07-10T09:27:31.115058Z,2026-07-10T09:27:31.141116Z,26.058,True,200,
dsqwen-14b,23,116,2026-07-10T09:27:31.615116Z,2026-07-10T09:27:31.641422Z,26.306,True,200,
dsqwen-14b,23,117,2026-07-10T09:27:32.115125Z,2026-07-10T09:27:32.141390Z,26.264,True,200,
dsqwen-14b,23,118,2026-07-10T09:27:32.615230Z,2026-07-10T09:27:32.640959Z,25.729,True,200,
dsqwen-14b,23,119,2026-07-10T09:27:33.115062Z,2026-07-10T09:27:33.146821Z,31.759,True,200,
dsqwen-14b,23,120,2026-07-10T09:27:33.615088Z,2026-07-10T09:27:33.648526Z,33.438,True,200,
dsqwen-14b,23,121,2026-07-10T09:27:34.114980Z,2026-07-10T09:27:34.141567Z,26.587,True,200,
dsqwen-14b,23,122,2026-07-10T09:27:34.615096Z,2026-07-10T09:27:34.642404Z,27.308,True,200,
dsqwen-14b,23,123,2026-07-10T09:27:35.114926Z,2026-07-10T09:27:35.141249Z,26.323,True,200,
dsqwen-14b,23,124,2026-07-10T09:27:35.615033Z,2026-07-10T09:27:35.651015Z,35.982,True,200,
dsqwen-14b,23,125,2026-07-10T09:27:36.115021Z,2026-07-10T09:27:36.148085Z,33.064,True,200,
dsqwen-14b,23,126,2026-07-10T09:27:36.615053Z,2026-07-10T09:27:36.641423Z,26.37,True,200,
dsqwen-14b,23,127,2026-07-10T09:27:37.115156Z,2026-07-10T09:27:37.141147Z,25.991,True,200,
dsqwen-14b,23,128,2026-07-10T09:27:37.615013Z,2026-07-10T09:27:37.641673Z,26.66,True,200,
dsqwen-14b,23,129,2026-07-10T09:27:38.115207Z,2026-07-10T09:27:38.147150Z,31.943,True,200,
dsqwen-14b,23,130,2026-07-10T09:27:38.615169Z,2026-07-10T09:27:38.648124Z,32.955,True,200,
dsqwen-14b,24,0,2026-07-10T09:27:38.893254Z,2026-07-10T09:27:38.923837Z,30.583,True,200,
dsqwen-14b,24,1,2026-07-10T09:27:39.393486Z,2026-07-10T09:27:39.419789Z,26.303,True,200,
dsqwen-14b,24,2,2026-07-10T09:27:39.893500Z,2026-07-10T09:27:39.924920Z,31.42,True,200,
dsqwen-14b,24,3,2026-07-10T09:27:40.393468Z,2026-07-10T09:27:40.423459Z,29.991,True,200,
dsqwen-14b,24,4,2026-07-10T09:27:40.893482Z,2026-07-10T09:27:40.926280Z,32.798,True,200,
dsqwen-14b,24,5,2026-07-10T09:27:41.393413Z,2026-07-10T09:27:41.426418Z,33.005,True,200,
dsqwen-14b,24,6,2026-07-10T09:27:41.893403Z,2026-07-10T09:27:41.919362Z,25.959,True,200,
dsqwen-14b,24,7,2026-07-10T09:27:42.393547Z,2026-07-10T09:27:42.431911Z,38.363,True,200,
dsqwen-14b,24,8,2026-07-10T09:27:42.893486Z,2026-07-10T09:27:42.934409Z,40.922,True,200,
dsqwen-14b,24,9,2026-07-10T09:27:43.393393Z,2026-07-10T09:27:43.425585Z,32.192,True,200,
dsqwen-14b,24,10,2026-07-10T09:27:43.893526Z,2026-07-10T09:27:43.922110Z,28.583,True,200,
dsqwen-14b,24,11,2026-07-10T09:27:44.393437Z,2026-07-10T09:27:44.424981Z,31.544,True,200,
dsqwen-14b,24,12,2026-07-10T09:27:44.893510Z,2026-07-10T09:27:44.926534Z,33.024,True,200,
dsqwen-14b,24,13,2026-07-10T09:27:45.393485Z,2026-07-10T09:27:45.426539Z,33.054,True,200,
dsqwen-14b,24,14,2026-07-10T09:27:45.893341Z,2026-07-10T09:27:45.933710Z,40.369,True,200,
dsqwen-14b,24,15,2026-07-10T09:27:46.393472Z,2026-07-10T09:27:46.430776Z,37.304,True,200,
dsqwen-14b,24,16,2026-07-10T09:27:46.893547Z,2026-07-10T09:27:46.920786Z,27.24,True,200,
dsqwen-14b,24,17,2026-07-10T09:27:47.393427Z,2026-07-10T09:27:47.420646Z,27.219,True,200,
dsqwen-14b,24,18,2026-07-10T09:27:47.893533Z,2026-07-10T09:27:47.930580Z,37.047,True,200,
dsqwen-14b,24,19,2026-07-10T09:27:48.393483Z,2026-07-10T09:27:48.421098Z,27.615,True,200,
dsqwen-14b,24,20,2026-07-10T09:27:48.893480Z,2026-07-10T09:27:48.923176Z,29.697,True,200,
dsqwen-14b,24,21,2026-07-10T09:27:49.393445Z,2026-07-10T09:27:49.430234Z,36.788,True,200,
dsqwen-14b,24,22,2026-07-10T09:27:49.893576Z,2026-07-10T09:27:49.919846Z,26.27,True,200,
dsqwen-14b,24,23,2026-07-10T09:27:50.393507Z,2026-07-10T09:27:50.422729Z,29.222,True,200,
dsqwen-14b,24,24,2026-07-10T09:27:50.893512Z,2026-07-10T09:27:50.923888Z,30.377,True,200,
dsqwen-14b,24,25,2026-07-10T09:27:51.393522Z,2026-07-10T09:27:51.420093Z,26.571,True,200,
dsqwen-14b,24,26,2026-07-10T09:27:51.893518Z,2026-07-10T09:27:51.924965Z,31.447,True,200,
dsqwen-14b,24,27,2026-07-10T09:27:52.393402Z,2026-07-10T09:27:52.421445Z,28.043,True,200,
dsqwen-14b,24,28,2026-07-10T09:27:52.893548Z,2026-07-10T09:27:52.922537Z,28.989,True,200,
dsqwen-14b,24,29,2026-07-10T09:27:53.393503Z,2026-07-10T09:27:53.420703Z,27.2,True,200,
dsqwen-14b,24,30,2026-07-10T09:27:53.893420Z,2026-07-10T09:27:53.925050Z,31.629,True,200,
dsqwen-14b,24,31,2026-07-10T09:27:54.393500Z,2026-07-10T09:27:54.422858Z,29.358,True,200,
dsqwen-14b,24,32,2026-07-10T09:27:54.893468Z,2026-07-10T09:27:54.921250Z,27.782,True,200,
dsqwen-14b,24,33,2026-07-10T09:27:55.393375Z,2026-07-10T09:27:55.426246Z,32.871,True,200,
dsqwen-14b,24,34,2026-07-10T09:27:55.893432Z,2026-07-10T09:27:55.926195Z,32.763,True,200,
dsqwen-14b,24,35,2026-07-10T09:27:56.393500Z,2026-07-10T09:27:56.422929Z,29.429,True,200,
dsqwen-14b,24,36,2026-07-10T09:27:56.893526Z,2026-07-10T09:27:56.932752Z,39.226,True,200,
dsqwen-14b,24,37,2026-07-10T09:27:57.393417Z,2026-07-10T09:27:57.426209Z,32.791,True,200,
dsqwen-14b,24,38,2026-07-10T09:27:57.893459Z,2026-07-10T09:27:57.921209Z,27.75,True,200,
dsqwen-14b,24,39,2026-07-10T09:27:58.393395Z,2026-07-10T09:27:58.426640Z,33.245,True,200,
dsqwen-14b,24,40,2026-07-10T09:27:58.893383Z,2026-07-10T09:27:58.920073Z,26.691,True,200,
dsqwen-14b,24,41,2026-07-10T09:27:59.393504Z,2026-07-10T09:27:59.422237Z,28.733,True,200,
dsqwen-14b,24,42,2026-07-10T09:27:59.893421Z,2026-07-10T09:27:59.920491Z,27.069,True,200,
dsqwen-14b,24,43,2026-07-10T09:28:00.393354Z,2026-07-10T09:28:00.419434Z,26.08,True,200,
dsqwen-14b,24,44,2026-07-10T09:28:00.893361Z,2026-07-10T09:28:00.938777Z,45.416,True,200,
dsqwen-14b,24,45,2026-07-10T09:28:01.393368Z,2026-07-10T09:28:01.423163Z,29.795,True,200,
dsqwen-14b,24,46,2026-07-10T09:28:01.893402Z,2026-07-10T09:28:01.919488Z,26.086,True,200,
dsqwen-14b,24,47,2026-07-10T09:28:02.393425Z,2026-07-10T09:28:02.425711Z,32.286,True,200,
dsqwen-14b,24,48,2026-07-10T09:28:02.893397Z,2026-07-10T09:28:02.932804Z,39.407,True,200,
dsqwen-14b,24,49,2026-07-10T09:28:03.393513Z,2026-07-10T09:28:03.422596Z,29.083,True,200,
dsqwen-14b,24,50,2026-07-10T09:28:03.893550Z,2026-07-10T09:28:03.927005Z,33.455,True,200,
dsqwen-14b,24,51,2026-07-10T09:28:04.393568Z,2026-07-10T09:28:04.430881Z,37.313,True,200,
dsqwen-14b,24,52,2026-07-10T09:28:04.893500Z,2026-07-10T09:28:04.919858Z,26.359,True,200,
dsqwen-14b,24,53,2026-07-10T09:28:05.393572Z,2026-07-10T09:28:05.431313Z,37.741,True,200,
dsqwen-14b,24,54,2026-07-10T09:28:05.893471Z,2026-07-10T09:28:05.933115Z,39.644,True,200,
dsqwen-14b,24,55,2026-07-10T09:28:06.393489Z,2026-07-10T09:28:06.425133Z,31.644,True,200,
dsqwen-14b,24,56,2026-07-10T09:28:06.893406Z,2026-07-10T09:28:06.920445Z,27.039,True,200,
dsqwen-14b,24,57,2026-07-10T09:28:07.393362Z,2026-07-10T09:28:07.426137Z,32.775,True,200,
dsqwen-14b,24,58,2026-07-10T09:28:07.893455Z,2026-07-10T09:28:07.921431Z,27.977,True,200,
dsqwen-14b,24,59,2026-07-10T09:28:08.393484Z,2026-07-10T09:28:08.426285Z,32.802,True,200,
dsqwen-14b,24,60,2026-07-10T09:28:08.893500Z,2026-07-10T09:28:08.925920Z,32.42,True,200,
dsqwen-14b,24,61,2026-07-10T09:28:09.393359Z,2026-07-10T09:28:12.743051Z,3349.692,True,200,
dsqwen-14b,24,62,2026-07-10T09:28:09.893368Z,2026-07-10T09:28:12.743810Z,2850.443,True,200,
dsqwen-14b,24,63,2026-07-10T09:28:10.393346Z,2026-07-10T09:28:12.743440Z,2350.094,True,200,
dsqwen-14b,24,64,2026-07-10T09:28:10.893544Z,2026-07-10T09:28:10.897209Z,3.665,False,500,
dsqwen-14b,24,65,2026-07-10T09:28:11.393528Z,2026-07-10T09:28:11.396923Z,3.395,False,500,
dsqwen-14b,24,66,2026-07-10T09:28:11.893512Z,2026-07-10T09:28:11.896453Z,2.94,False,500,
dsqwen-14b,24,67,2026-07-10T09:28:12.393497Z,2026-07-10T09:28:12.397311Z,3.815,False,500,
dsqwen-14b,24,68,2026-07-10T09:28:12.893354Z,2026-07-10T09:28:12.919702Z,26.347,True,200,
dsqwen-14b,24,69,2026-07-10T09:28:13.393315Z,2026-07-10T09:28:13.423108Z,29.793,True,200,
dsqwen-14b,24,70,2026-07-10T09:28:13.893378Z,2026-07-10T09:28:13.924541Z,31.164,True,200,
dsqwen-14b,24,71,2026-07-10T09:28:14.393361Z,2026-07-10T09:28:14.430070Z,36.709,True,200,
dsqwen-14b,24,72,2026-07-10T09:28:14.893377Z,2026-07-10T09:28:14.925808Z,32.431,True,200,
dsqwen-14b,24,73,2026-07-10T09:28:15.393370Z,2026-07-10T09:28:15.421232Z,27.862,True,200,
dsqwen-14b,24,74,2026-07-10T09:28:15.893366Z,2026-07-10T09:28:15.922371Z,29.005,True,200,
dsqwen-14b,24,75,2026-07-10T09:28:16.393342Z,2026-07-10T09:28:16.420854Z,27.512,True,200,
dsqwen-14b,24,76,2026-07-10T09:28:16.893288Z,2026-07-10T09:28:16.929647Z,36.359,True,200,
dsqwen-14b,24,77,2026-07-10T09:28:17.393364Z,2026-07-10T09:28:17.419832Z,26.468,True,200,
dsqwen-14b,24,78,2026-07-10T09:28:17.893297Z,2026-07-10T09:28:17.919684Z,26.387,True,200,
dsqwen-14b,24,79,2026-07-10T09:28:18.393311Z,2026-07-10T09:28:18.419867Z,26.556,True,200,
dsqwen-14b,24,80,2026-07-10T09:28:18.893335Z,2026-07-10T09:28:18.932567Z,39.231,True,200,
dsqwen-14b,24,81,2026-07-10T09:28:19.393309Z,2026-07-10T09:28:19.420424Z,27.115,True,200,
dsqwen-14b,24,82,2026-07-10T09:28:19.893281Z,2026-07-10T09:28:19.924963Z,31.682,True,200,
dsqwen-14b,24,83,2026-07-10T09:28:20.393515Z,2026-07-10T09:28:20.426810Z,33.295,True,200,
dsqwen-14b,24,84,2026-07-10T09:28:20.893396Z,2026-07-10T09:28:20.923212Z,29.815,True,200,
dsqwen-14b,24,85,2026-07-10T09:28:21.393388Z,2026-07-10T09:28:21.429430Z,36.042,True,200,
dsqwen-14b,24,86,2026-07-10T09:28:21.893388Z,2026-07-10T09:28:21.920121Z,26.733,True,200,
dsqwen-14b,24,87,2026-07-10T09:28:22.393450Z,2026-07-10T09:28:22.429848Z,36.398,True,200,
dsqwen-14b,24,88,2026-07-10T09:28:22.893402Z,2026-07-10T09:28:22.931270Z,37.868,True,200,
dsqwen-14b,24,89,2026-07-10T09:28:23.393391Z,2026-07-10T09:28:23.419913Z,26.522,True,200,
dsqwen-14b,24,90,2026-07-10T09:28:23.893379Z,2026-07-10T09:28:23.924226Z,30.847,True,200,
dsqwen-14b,24,91,2026-07-10T09:28:24.393469Z,2026-07-10T09:28:24.425402Z,31.934,True,200,
dsqwen-14b,24,92,2026-07-10T09:28:24.893463Z,2026-07-10T09:28:24.924747Z,31.284,True,200,
dsqwen-14b,24,93,2026-07-10T09:28:25.393343Z,2026-07-10T09:28:25.425139Z,31.797,True,200,
dsqwen-14b,24,94,2026-07-10T09:28:25.893377Z,2026-07-10T09:28:25.925411Z,32.034,True,200,
dsqwen-14b,24,95,2026-07-10T09:28:26.393311Z,2026-07-10T09:28:26.420000Z,26.689,True,200,
dsqwen-14b,24,96,2026-07-10T09:28:26.893430Z,2026-07-10T09:28:26.925098Z,31.668,True,200,
dsqwen-14b,24,97,2026-07-10T09:28:27.393388Z,2026-07-10T09:28:27.423532Z,30.144,True,200,
dsqwen-14b,24,98,2026-07-10T09:28:27.893474Z,2026-07-10T09:28:27.925816Z,32.343,True,200,
dsqwen-14b,24,99,2026-07-10T09:28:28.393371Z,2026-07-10T09:28:28.436447Z,43.077,True,200,
dsqwen-14b,24,100,2026-07-10T09:28:28.893525Z,2026-07-10T09:28:28.926726Z,33.202,True,200,
dsqwen-14b,24,101,2026-07-10T09:28:29.393387Z,2026-07-10T09:28:29.425318Z,31.931,True,200,
dsqwen-14b,24,102,2026-07-10T09:28:29.893302Z,2026-07-10T09:28:29.921403Z,28.101,True,200,
dsqwen-14b,24,103,2026-07-10T09:28:30.393269Z,2026-07-10T09:28:30.419641Z,26.372,True,200,
dsqwen-14b,24,104,2026-07-10T09:28:30.893465Z,2026-07-10T09:28:30.922031Z,28.565,True,200,
dsqwen-14b,24,105,2026-07-10T09:28:31.393470Z,2026-07-10T09:28:31.427089Z,33.619,True,200,
dsqwen-14b,24,106,2026-07-10T09:28:31.893464Z,2026-07-10T09:28:31.919969Z,26.505,True,200,
dsqwen-14b,24,107,2026-07-10T09:28:32.393452Z,2026-07-10T09:28:32.420961Z,27.509,True,200,
dsqwen-14b,24,108,2026-07-10T09:28:32.893463Z,2026-07-10T09:28:32.929672Z,36.208,True,200,
dsqwen-14b,24,109,2026-07-10T09:28:33.393401Z,2026-07-10T09:28:33.431047Z,37.646,True,200,
dsqwen-14b,24,110,2026-07-10T09:28:33.893328Z,2026-07-10T09:28:33.929364Z,36.036,True,200,
dsqwen-14b,24,111,2026-07-10T09:28:34.393418Z,2026-07-10T09:28:34.430744Z,37.326,True,200,
dsqwen-14b,24,112,2026-07-10T09:28:34.893515Z,2026-07-10T09:28:34.923266Z,29.751,True,200,
dsqwen-14b,24,113,2026-07-10T09:28:35.393496Z,2026-07-10T09:28:35.420265Z,26.769,True,200,
dsqwen-14b,24,114,2026-07-10T09:28:35.893434Z,2026-07-10T09:28:35.938040Z,44.606,True,200,
dsqwen-14b,24,115,2026-07-10T09:28:36.393384Z,2026-07-10T09:28:36.419697Z,26.312,True,200,
dsqwen-14b,24,116,2026-07-10T09:28:36.893488Z,2026-07-10T09:28:36.926227Z,32.739,True,200,
dsqwen-14b,24,117,2026-07-10T09:28:37.393477Z,2026-07-10T09:28:37.430484Z,37.007,True,200,
dsqwen-14b,24,118,2026-07-10T09:28:37.893508Z,2026-07-10T09:28:37.926046Z,32.537,True,200,
dsqwen-14b,24,119,2026-07-10T09:28:38.393402Z,2026-07-10T09:28:38.419362Z,25.96,True,200,
dsqwen-14b,24,120,2026-07-10T09:28:38.893415Z,2026-07-10T09:28:38.922961Z,29.546,True,200,
dsqwen-14b,24,121,2026-07-10T09:28:39.393499Z,2026-07-10T09:28:39.430071Z,36.572,True,200,
dsqwen-14b,24,122,2026-07-10T09:28:39.893383Z,2026-07-10T09:28:39.924664Z,31.281,True,200,
dsqwen-14b,24,123,2026-07-10T09:28:40.393399Z,2026-07-10T09:28:40.423587Z,30.188,True,200,
dsqwen-14b,24,124,2026-07-10T09:28:40.893443Z,2026-07-10T09:28:40.922679Z,29.235,True,200,
dsqwen-14b,24,125,2026-07-10T09:28:41.393377Z,2026-07-10T09:28:41.422206Z,28.829,True,200,
dsqwen-14b,24,126,2026-07-10T09:28:41.893479Z,2026-07-10T09:28:41.920135Z,26.656,True,200,
dsqwen-14b,24,127,2026-07-10T09:28:42.393454Z,2026-07-10T09:28:42.420876Z,27.422,True,200,
dsqwen-14b,24,128,2026-07-10T09:28:42.893442Z,2026-07-10T09:28:42.920786Z,27.345,True,200,
dsqwen-14b,24,129,2026-07-10T09:28:43.393375Z,2026-07-10T09:28:43.423423Z,30.048,True,200,
dsqwen-14b,24,130,2026-07-10T09:28:43.893331Z,2026-07-10T09:28:43.920045Z,26.714,True,200,
dsqwen-14b,25,0,2026-07-10T09:28:44.166867Z,2026-07-10T09:28:44.192241Z,25.374,True,200,
dsqwen-14b,25,1,2026-07-10T09:28:44.667176Z,2026-07-10T09:28:44.694262Z,27.086,True,200,
dsqwen-14b,25,2,2026-07-10T09:28:45.167148Z,2026-07-10T09:28:45.194060Z,26.912,True,200,
dsqwen-14b,25,3,2026-07-10T09:28:45.667104Z,2026-07-10T09:28:45.698580Z,31.476,True,200,
dsqwen-14b,25,4,2026-07-10T09:28:46.167212Z,2026-07-10T09:28:46.192525Z,25.313,True,200,
dsqwen-14b,25,5,2026-07-10T09:28:46.667216Z,2026-07-10T09:28:46.694293Z,27.077,True,200,
dsqwen-14b,25,6,2026-07-10T09:28:47.167066Z,2026-07-10T09:28:47.197512Z,30.446,True,200,
dsqwen-14b,25,7,2026-07-10T09:28:47.667207Z,2026-07-10T09:28:47.693758Z,26.551,True,200,
dsqwen-14b,25,8,2026-07-10T09:28:48.167089Z,2026-07-10T09:28:48.194366Z,27.277,True,200,
dsqwen-14b,25,9,2026-07-10T09:28:48.667178Z,2026-07-10T09:28:48.693816Z,26.638,True,200,
dsqwen-14b,25,10,2026-07-10T09:28:49.167112Z,2026-07-10T09:28:49.197968Z,30.855,True,200,
dsqwen-14b,25,11,2026-07-10T09:28:49.667185Z,2026-07-10T09:28:49.693957Z,26.772,True,200,
dsqwen-14b,25,12,2026-07-10T09:28:50.167166Z,2026-07-10T09:28:50.199908Z,32.741,True,200,
dsqwen-14b,25,13,2026-07-10T09:28:50.667162Z,2026-07-10T09:28:50.694309Z,27.147,True,200,
dsqwen-14b,25,14,2026-07-10T09:28:51.167190Z,2026-07-10T09:28:51.196685Z,29.494,True,200,
dsqwen-14b,25,15,2026-07-10T09:28:51.667157Z,2026-07-10T09:28:51.698739Z,31.581,True,200,
dsqwen-14b,25,16,2026-07-10T09:28:52.167118Z,2026-07-10T09:28:52.197062Z,29.945,True,200,
dsqwen-14b,25,17,2026-07-10T09:28:52.667185Z,2026-07-10T09:28:52.698750Z,31.565,True,200,
dsqwen-14b,25,18,2026-07-10T09:28:53.167111Z,2026-07-10T09:28:53.195178Z,28.067,True,200,
dsqwen-14b,25,19,2026-07-10T09:28:53.667117Z,2026-07-10T09:28:53.694921Z,27.804,True,200,
dsqwen-14b,25,20,2026-07-10T09:28:54.167106Z,2026-07-10T09:28:54.199937Z,32.831,True,200,
dsqwen-14b,25,21,2026-07-10T09:28:54.667184Z,2026-07-10T09:28:54.696051Z,28.867,True,200,
dsqwen-14b,25,22,2026-07-10T09:28:55.169873Z,2026-07-10T09:28:55.198841Z,28.968,True,200,
dsqwen-14b,25,23,2026-07-10T09:28:55.667095Z,2026-07-10T09:28:55.697517Z,30.422,True,200,
dsqwen-14b,25,24,2026-07-10T09:28:56.167217Z,2026-07-10T09:28:56.194255Z,27.038,True,200,
dsqwen-14b,25,25,2026-07-10T09:28:56.667234Z,2026-07-10T09:28:56.694324Z,27.09,True,200,
dsqwen-14b,25,26,2026-07-10T09:28:57.167228Z,2026-07-10T09:28:57.194942Z,27.714,True,200,
dsqwen-14b,25,27,2026-07-10T09:28:57.667116Z,2026-07-10T09:28:57.695239Z,28.123,True,200,
dsqwen-14b,25,28,2026-07-10T09:28:58.167194Z,2026-07-10T09:28:58.198909Z,31.715,True,200,
dsqwen-14b,25,29,2026-07-10T09:28:58.667170Z,2026-07-10T09:28:58.693073Z,25.903,True,200,
dsqwen-14b,25,30,2026-07-10T09:28:59.167092Z,2026-07-10T09:28:59.198574Z,31.483,True,200,
dsqwen-14b,25,31,2026-07-10T09:28:59.667176Z,2026-07-10T09:28:59.698394Z,31.218,True,200,
dsqwen-14b,25,32,2026-07-10T09:29:00.167116Z,2026-07-10T09:29:00.203749Z,36.633,True,200,
dsqwen-14b,25,33,2026-07-10T09:29:00.667095Z,2026-07-10T09:29:00.698811Z,31.716,True,200,
dsqwen-14b,25,34,2026-07-10T09:29:01.167037Z,2026-07-10T09:29:01.199781Z,32.744,True,200,
dsqwen-14b,25,35,2026-07-10T09:29:01.667118Z,2026-07-10T09:29:01.694099Z,26.981,True,200,
dsqwen-14b,25,36,2026-07-10T09:29:02.167269Z,2026-07-10T09:29:02.198078Z,30.809,True,200,
dsqwen-14b,25,37,2026-07-10T09:29:02.667175Z,2026-07-10T09:29:02.698534Z,31.359,True,200,
dsqwen-14b,25,38,2026-07-10T09:29:03.167199Z,2026-07-10T09:29:03.198712Z,31.513,True,200,
dsqwen-14b,25,39,2026-07-10T09:29:03.667138Z,2026-07-10T09:29:03.698545Z,31.406,True,200,
dsqwen-14b,25,40,2026-07-10T09:29:04.167119Z,2026-07-10T09:29:04.200181Z,33.062,True,200,
dsqwen-14b,25,41,2026-07-10T09:29:04.667166Z,2026-07-10T09:29:04.699351Z,32.185,True,200,
dsqwen-14b,25,42,2026-07-10T09:29:05.167058Z,2026-07-10T09:29:05.198148Z,31.09,True,200,
dsqwen-14b,25,43,2026-07-10T09:29:05.667125Z,2026-07-10T09:29:05.694146Z,27.022,True,200,
dsqwen-14b,25,44,2026-07-10T09:29:06.167184Z,2026-07-10T09:29:06.198264Z,31.08,True,200,
dsqwen-14b,25,45,2026-07-10T09:29:06.667138Z,2026-07-10T09:29:06.698473Z,31.334,True,200,
dsqwen-14b,25,46,2026-07-10T09:29:07.167079Z,2026-07-10T09:29:07.195351Z,28.272,True,200,
dsqwen-14b,25,47,2026-07-10T09:29:07.667107Z,2026-07-10T09:29:07.694234Z,27.127,True,200,
dsqwen-14b,25,48,2026-07-10T09:29:08.167143Z,2026-07-10T09:29:08.194286Z,27.143,True,200,
dsqwen-14b,25,49,2026-07-10T09:29:08.667253Z,2026-07-10T09:29:08.695466Z,28.214,True,200,
dsqwen-14b,25,50,2026-07-10T09:29:09.167167Z,2026-07-10T09:29:09.195378Z,28.21,True,200,
dsqwen-14b,25,51,2026-07-10T09:29:09.667121Z,2026-07-10T09:29:09.694884Z,27.763,True,200,
dsqwen-14b,25,52,2026-07-10T09:29:10.167153Z,2026-07-10T09:29:10.195658Z,28.505,True,200,
dsqwen-14b,25,53,2026-07-10T09:29:10.667242Z,2026-07-10T09:29:10.695928Z,28.686,True,200,
dsqwen-14b,25,54,2026-07-10T09:29:11.167178Z,2026-07-10T09:29:11.195273Z,28.095,True,200,
dsqwen-14b,25,55,2026-07-10T09:29:11.667189Z,2026-07-10T09:29:11.695063Z,27.874,True,200,
dsqwen-14b,25,56,2026-07-10T09:29:12.167154Z,2026-07-10T09:29:12.198702Z,31.549,True,200,
