model,cycle_idx,request_idx,t_start,t_end,latency_ms,ok,status,error
dsqwen-14b,21,101,2026-07-10T09:25:13.612050Z,2026-07-10T09:25:13.638942Z,26.893,True,200,
dsqwen-14b,21,102,2026-07-10T09:25:14.112042Z,2026-07-10T09:25:14.138348Z,26.306,True,200,
dsqwen-14b,21,103,2026-07-10T09:25:14.611945Z,2026-07-10T09:25:14.639368Z,27.424,True,200,
dsqwen-14b,21,104,2026-07-10T09:25:15.111988Z,2026-07-10T09:25:15.138372Z,26.384,True,200,
dsqwen-14b,21,105,2026-07-10T09:25:15.612092Z,2026-07-10T09:25:15.637524Z,25.431,True,200,
dsqwen-14b,21,106,2026-07-10T09:25:16.112128Z,2026-07-10T09:25:16.136902Z,24.774,True,200,
dsqwen-14b,21,107,2026-07-10T09:25:16.612094Z,2026-07-10T09:25:16.637846Z,25.751,True,200,
dsqwen-14b,21,108,2026-07-10T09:25:17.112079Z,2026-07-10T09:25:17.137103Z,25.023,True,200,
dsqwen-14b,21,109,2026-07-10T09:25:17.612048Z,2026-07-10T09:25:17.640543Z,28.495,True,200,
dsqwen-14b,21,110,2026-07-10T09:25:18.112032Z,2026-07-10T09:25:18.138736Z,26.704,True,200,
dsqwen-14b,21,111,2026-07-10T09:25:18.612133Z,2026-07-10T09:25:18.638533Z,26.4,True,200,
dsqwen-14b,21,112,2026-07-10T09:25:19.111957Z,2026-07-10T09:25:19.138517Z,26.56,True,200,
dsqwen-14b,21,113,2026-07-10T09:25:19.611913Z,2026-07-10T09:25:19.636830Z,24.917,True,200,
dsqwen-14b,21,114,2026-07-10T09:25:20.111965Z,2026-07-10T09:25:20.140425Z,28.46,True,200,
dsqwen-14b,21,115,2026-07-10T09:25:20.611994Z,2026-07-10T09:25:20.641702Z,29.708,True,200,
dsqwen-14b,21,116,2026-07-10T09:25:21.111917Z,2026-07-10T09:25:21.136612Z,24.694,True,200,
dsqwen-14b,21,117,2026-07-10T09:25:21.612010Z,2026-07-10T09:25:21.638218Z,26.207,True,200,
dsqwen-14b,21,118,2026-07-10T09:25:22.111972Z,2026-07-10T09:25:22.138374Z,26.403,True,200,
dsqwen-14b,21,119,2026-07-10T09:25:22.611942Z,2026-07-10T09:25:22.638359Z,26.417,True,200,
dsqwen-14b,21,120,2026-07-10T09:25:23.111982Z,2026-07-10T09:25:23.139184Z,27.202,True,200,
dsqwen-14b,21,121,2026-07-10T09:25:23.612019Z,2026-07-10T09:25:23.638249Z,26.231,True,200,
dsqwen-14b,21,122,2026-07-10T09:25:24.111923Z,2026-07-10T09:25:24.145206Z,33.283,True,200,
dsqwen-14b,21,123,2026-07-10T09:25:24.611941Z,2026-07-10T09:25:24.648178Z,36.237,True,200,
dsqwen-14b,21,124,2026-07-10T09:25:25.111928Z,2026-07-10T09:25:25.137572Z,25.644,True,200,
dsqwen-14b,21,125,2026-07-10T09:25:25.611933Z,2026-07-10T09:25:25.637769Z,25.837,True,200,
dsqwen-14b,21,126,2026-07-10T09:25:26.111899Z,2026-07-10T09:25:26.138196Z,26.297,True,200,
dsqwen-14b,21,127,2026-07-10T09:25:26.611983Z,2026-07-10T09:25:26.637403Z,25.419,True,200,
dsqwen-14b,21,128,2026-07-10T09:25:27.111862Z,2026-07-10T09:25:27.137991Z,26.129,True,200,
dsqwen-14b,21,129,2026-07-10T09:25:27.611837Z,2026-07-10T09:25:27.636324Z,24.487,True,200,
dsqwen-14b,21,130,2026-07-10T09:25:28.111938Z,2026-07-10T09:25:28.138225Z,26.287,True,200,
dsqwen-14b,22,0,2026-07-10T09:25:28.366482Z,2026-07-10T09:25:28.398051Z,31.569,True,200,
dsqwen-14b,22,1,2026-07-10T09:25:28.866632Z,2026-07-10T09:25:28.897950Z,31.319,True,200,
dsqwen-14b,22,2,2026-07-10T09:25:29.366712Z,2026-07-10T09:25:29.398314Z,31.602,True,200,
dsqwen-14b,22,3,2026-07-10T09:25:29.866598Z,2026-07-10T09:25:29.900009Z,33.412,True,200,
dsqwen-14b,22,4,2026-07-10T09:25:30.366613Z,2026-07-10T09:25:30.397876Z,31.263,True,200,
dsqwen-14b,22,5,2026-07-10T09:25:30.866567Z,2026-07-10T09:25:30.893121Z,26.553,True,200,
dsqwen-14b,22,6,2026-07-10T09:25:31.366559Z,2026-07-10T09:25:31.392121Z,25.561,True,200,
dsqwen-14b,22,7,2026-07-10T09:25:31.866601Z,2026-07-10T09:25:31.892577Z,25.976,True,200,
dsqwen-14b,22,8,2026-07-10T09:25:32.366639Z,2026-07-10T09:25:32.393535Z,26.896,True,200,
dsqwen-14b,22,9,2026-07-10T09:25:32.866615Z,2026-07-10T09:25:32.892732Z,26.117,True,200,
dsqwen-14b,22,10,2026-07-10T09:25:33.366543Z,2026-07-10T09:25:33.393408Z,26.865,True,200,
dsqwen-14b,22,11,2026-07-10T09:25:33.866581Z,2026-07-10T09:25:33.897362Z,30.782,True,200,
dsqwen-14b,22,12,2026-07-10T09:25:34.366494Z,2026-07-10T09:25:34.392701Z,26.206,True,200,
dsqwen-14b,22,13,2026-07-10T09:25:34.866581Z,2026-07-10T09:25:34.891809Z,25.228,True,200,
dsqwen-14b,22,14,2026-07-10T09:25:35.366599Z,2026-07-10T09:25:35.392622Z,26.023,True,200,
dsqwen-14b,22,15,2026-07-10T09:25:35.866569Z,2026-07-10T09:25:35.894168Z,27.599,True,200,
dsqwen-14b,22,16,2026-07-10T09:25:36.366616Z,2026-07-10T09:25:36.393691Z,27.076,True,200,
dsqwen-14b,22,17,2026-07-10T09:25:36.866610Z,2026-07-10T09:25:36.898748Z,32.139,True,200,
dsqwen-14b,22,18,2026-07-10T09:25:37.366568Z,2026-07-10T09:25:37.392397Z,25.829,True,200,
dsqwen-14b,22,19,2026-07-10T09:25:37.866545Z,2026-07-10T09:25:37.892767Z,26.222,True,200,
dsqwen-14b,22,20,2026-07-10T09:25:38.366481Z,2026-07-10T09:25:38.397866Z,31.385,True,200,
dsqwen-14b,22,21,2026-07-10T09:25:38.866497Z,2026-07-10T09:25:38.892845Z,26.349,True,200,
dsqwen-14b,22,22,2026-07-10T09:25:39.366524Z,2026-07-10T09:25:39.397891Z,31.366,True,200,
dsqwen-14b,22,23,2026-07-10T09:25:39.866550Z,2026-07-10T09:25:39.891594Z,25.044,True,200,
dsqwen-14b,22,24,2026-07-10T09:25:40.366580Z,2026-07-10T09:25:40.398110Z,31.53,True,200,
dsqwen-14b,22,25,2026-07-10T09:25:40.866444Z,2026-07-10T09:25:40.898747Z,32.303,True,200,
dsqwen-14b,22,26,2026-07-10T09:25:41.366549Z,2026-07-10T09:25:41.392884Z,26.335,True,200,
dsqwen-14b,22,27,2026-07-10T09:25:41.866569Z,2026-07-10T09:25:41.898299Z,31.731,True,200,
dsqwen-14b,22,28,2026-07-10T09:25:42.366613Z,2026-07-10T09:25:42.392301Z,25.688,True,200,
dsqwen-14b,22,29,2026-07-10T09:25:42.866525Z,2026-07-10T09:25:42.898031Z,31.506,True,200,
dsqwen-14b,22,30,2026-07-10T09:25:43.366524Z,2026-07-10T09:25:43.396065Z,29.541,True,200,
dsqwen-14b,22,31,2026-07-10T09:25:43.866529Z,2026-07-10T09:25:43.898625Z,32.096,True,200,
dsqwen-14b,22,32,2026-07-10T09:25:44.366467Z,2026-07-10T09:25:44.396307Z,29.841,True,200,
dsqwen-14b,22,33,2026-07-10T09:25:44.866520Z,2026-07-10T09:25:44.892936Z,26.416,True,200,
dsqwen-14b,22,34,2026-07-10T09:25:45.366536Z,2026-07-10T09:25:45.393736Z,27.2,True,200,
dsqwen-14b,22,35,2026-07-10T09:25:45.866461Z,2026-07-10T09:25:45.892569Z,26.108,True,200,
dsqwen-14b,22,36,2026-07-10T09:25:46.366523Z,2026-07-10T09:25:46.397743Z,31.22,True,200,
dsqwen-14b,22,37,2026-07-10T09:25:46.866529Z,2026-07-10T09:25:46.898580Z,32.052,True,200,
dsqwen-14b,22,38,2026-07-10T09:25:47.366518Z,2026-07-10T09:25:47.397651Z,31.133,True,200,
dsqwen-14b,22,39,2026-07-10T09:25:47.866644Z,2026-07-10T09:25:47.898483Z,31.84,True,200,
dsqwen-14b,22,40,2026-07-10T09:25:48.366539Z,2026-07-10T09:25:48.392125Z,25.586,True,200,
dsqwen-14b,22,41,2026-07-10T09:25:48.866595Z,2026-07-10T09:25:48.892998Z,26.404,True,200,
dsqwen-14b,22,42,2026-07-10T09:25:49.366539Z,2026-07-10T09:25:49.399119Z,32.58,True,200,
dsqwen-14b,22,43,2026-07-10T09:25:49.866573Z,2026-07-10T09:25:49.893554Z,26.982,True,200,
dsqwen-14b,22,44,2026-07-10T09:25:50.366648Z,2026-07-10T09:25:50.398432Z,31.784,True,200,
dsqwen-14b,22,45,2026-07-10T09:25:50.866650Z,2026-07-10T09:25:50.893209Z,26.559,True,200,
dsqwen-14b,22,46,2026-07-10T09:25:51.366522Z,2026-07-10T09:25:51.392365Z,25.844,True,200,
dsqwen-14b,22,47,2026-07-10T09:25:51.866654Z,2026-07-10T09:25:51.899013Z,32.36,True,200,
dsqwen-14b,22,48,2026-07-10T09:25:52.366649Z,2026-07-10T09:25:52.398348Z,31.699,True,200,
dsqwen-14b,22,49,2026-07-10T09:25:52.866545Z,2026-07-10T09:25:52.898163Z,31.618,True,200,
dsqwen-14b,22,50,2026-07-10T09:25:53.366669Z,2026-07-10T09:25:53.398204Z,31.534,True,200,
dsqwen-14b,22,51,2026-07-10T09:25:53.866623Z,2026-07-10T09:25:53.899800Z,33.177,True,200,
dsqwen-14b,22,52,2026-07-10T09:25:54.366649Z,2026-07-10T09:25:54.394557Z,27.908,True,200,
dsqwen-14b,22,53,2026-07-10T09:25:54.866748Z,2026-07-10T09:25:54.893769Z,27.021,True,200,
dsqwen-14b,22,54,2026-07-10T09:25:55.366624Z,2026-07-10T09:25:55.392239Z,25.615,True,200,
dsqwen-14b,22,55,2026-07-10T09:25:55.866623Z,2026-07-10T09:25:55.892788Z,26.165,True,200,
dsqwen-14b,22,56,2026-07-10T09:25:56.366740Z,2026-07-10T09:25:56.393502Z,26.762,True,200,
dsqwen-14b,22,57,2026-07-10T09:25:56.866735Z,2026-07-10T09:25:56.892992Z,26.256,True,200,
dsqwen-14b,22,58,2026-07-10T09:25:57.366619Z,2026-07-10T09:25:57.396502Z,29.882,True,200,
dsqwen-14b,22,59,2026-07-10T09:25:57.866675Z,2026-07-10T09:25:57.895231Z,28.556,True,200,
dsqwen-14b,22,60,2026-07-10T09:25:58.366709Z,2026-07-10T09:25:58.400177Z,33.468,True,200,
dsqwen-14b,22,61,2026-07-10T09:25:58.866752Z,2026-07-10T09:26:02.187457Z,3320.705,True,200,
dsqwen-14b,22,62,2026-07-10T09:25:59.366685Z,2026-07-10T09:26:02.186471Z,2819.786,True,200,
dsqwen-14b,22,63,2026-07-10T09:25:59.866627Z,2026-07-10T09:26:02.187017Z,2320.39,True,200,
dsqwen-14b,22,64,2026-07-10T09:26:00.366733Z,2026-07-10T09:26:00.370858Z,4.125,False,500,
dsqwen-14b,22,65,2026-07-10T09:26:00.866672Z,2026-07-10T09:26:00.870803Z,4.131,False,500,
dsqwen-14b,22,66,2026-07-10T09:26:01.366651Z,2026-07-10T09:26:01.370553Z,3.903,False,500,
dsqwen-14b,22,67,2026-07-10T09:26:01.866662Z,2026-07-10T09:26:01.870742Z,4.08,False,500,
dsqwen-14b,22,68,2026-07-10T09:26:02.366459Z,2026-07-10T09:26:02.391706Z,25.247,True,200,
dsqwen-14b,22,69,2026-07-10T09:26:02.866703Z,2026-07-10T09:26:02.892524Z,25.821,True,200,
dsqwen-14b,22,70,2026-07-10T09:26:03.366613Z,2026-07-10T09:26:03.391549Z,24.936,True,200,
dsqwen-14b,22,71,2026-07-10T09:26:03.866661Z,2026-07-10T09:26:03.891828Z,25.167,True,200,
dsqwen-14b,22,72,2026-07-10T09:26:04.366621Z,2026-07-10T09:26:04.404799Z,38.178,True,200,
dsqwen-14b,22,73,2026-07-10T09:26:04.866687Z,2026-07-10T09:26:04.893405Z,26.718,True,200,
dsqwen-14b,22,74,2026-07-10T09:26:05.366608Z,2026-07-10T09:26:05.394921Z,28.313,True,200,
dsqwen-14b,22,75,2026-07-10T09:26:05.866590Z,2026-07-10T09:26:05.895493Z,28.903,True,200,
dsqwen-14b,22,76,2026-07-10T09:26:06.366661Z,2026-07-10T09:26:06.394784Z,28.124,True,200,
dsqwen-14b,22,77,2026-07-10T09:26:06.866700Z,2026-07-10T09:26:06.893904Z,27.204,True,200,
dsqwen-14b,22,78,2026-07-10T09:26:07.366561Z,2026-07-10T09:26:07.393141Z,26.581,True,200,
dsqwen-14b,22,79,2026-07-10T09:26:07.866552Z,2026-07-10T09:26:07.905441Z,38.888,True,200,
dsqwen-14b,22,80,2026-07-10T09:26:08.366538Z,2026-07-10T09:26:08.394007Z,27.469,True,200,
dsqwen-14b,22,81,2026-07-10T09:26:08.866532Z,2026-07-10T09:26:08.893257Z,26.725,True,200,
dsqwen-14b,22,82,2026-07-10T09:26:09.366587Z,2026-07-10T09:26:09.393782Z,27.194,True,200,
dsqwen-14b,22,83,2026-07-10T09:26:09.866528Z,2026-07-10T09:26:09.899492Z,32.964,True,200,
dsqwen-14b,22,84,2026-07-10T09:26:10.366525Z,2026-07-10T09:26:10.394769Z,28.244,True,200,
dsqwen-14b,22,85,2026-07-10T09:26:10.866500Z,2026-07-10T09:26:10.894574Z,28.074,True,200,
dsqwen-14b,22,86,2026-07-10T09:26:11.366601Z,2026-07-10T09:26:11.393893Z,27.292,True,200,
dsqwen-14b,22,87,2026-07-10T09:26:11.866554Z,2026-07-10T09:26:11.894588Z,28.034,True,200,
dsqwen-14b,22,88,2026-07-10T09:26:12.366559Z,2026-07-10T09:26:12.393766Z,27.207,True,200,
dsqwen-14b,22,89,2026-07-10T09:26:12.866608Z,2026-07-10T09:26:12.895564Z,28.955,True,200,
dsqwen-14b,22,90,2026-07-10T09:26:13.366603Z,2026-07-10T09:26:13.394845Z,28.242,True,200,
dsqwen-14b,22,91,2026-07-10T09:26:13.866573Z,2026-07-10T09:26:13.898602Z,32.03,True,200,
dsqwen-14b,22,92,2026-07-10T09:26:14.366521Z,2026-07-10T09:26:14.399256Z,32.735,True,200,
dsqwen-14b,22,93,2026-07-10T09:26:14.866615Z,2026-07-10T09:26:14.893335Z,26.72,True,200,
dsqwen-14b,22,94,2026-07-10T09:26:15.366545Z,2026-07-10T09:26:15.397707Z,31.162,True,200,
dsqwen-14b,22,95,2026-07-10T09:26:15.866670Z,2026-07-10T09:26:15.893276Z,26.606,True,200,
dsqwen-14b,22,96,2026-07-10T09:26:16.366528Z,2026-07-10T09:26:16.394341Z,27.812,True,200,
dsqwen-14b,22,97,2026-07-10T09:26:16.866517Z,2026-07-10T09:26:16.898059Z,31.542,True,200,
dsqwen-14b,22,98,2026-07-10T09:26:17.366517Z,2026-07-10T09:26:17.393999Z,27.482,True,200,
dsqwen-14b,22,99,2026-07-10T09:26:17.866542Z,2026-07-10T09:26:17.898914Z,32.373,True,200,
dsqwen-14b,22,100,2026-07-10T09:26:18.366560Z,2026-07-10T09:26:18.398723Z,32.163,True,200,
dsqwen-14b,22,101,2026-07-10T09:26:18.866545Z,2026-07-10T09:26:18.893517Z,26.972,True,200,
dsqwen-14b,22,102,2026-07-10T09:26:19.366631Z,2026-07-10T09:26:19.398863Z,32.231,True,200,
dsqwen-14b,22,103,2026-07-10T09:26:19.866656Z,2026-07-10T09:26:19.899227Z,32.571,True,200,
dsqwen-14b,22,104,2026-07-10T09:26:20.366611Z,2026-07-10T09:26:20.393291Z,26.68,True,200,
dsqwen-14b,22,105,2026-07-10T09:26:20.866572Z,2026-07-10T09:26:20.894404Z,27.832,True,200,
dsqwen-14b,22,106,2026-07-10T09:26:21.366618Z,2026-07-10T09:26:21.394317Z,27.7,True,200,
dsqwen-14b,22,107,2026-07-10T09:26:21.866545Z,2026-07-10T09:26:21.898039Z,31.494,True,200,
dsqwen-14b,22,108,2026-07-10T09:26:22.366629Z,2026-07-10T09:26:22.398968Z,32.339,True,200,
dsqwen-14b,22,109,2026-07-10T09:26:22.866544Z,2026-07-10T09:26:22.893336Z,26.791,True,200,
dsqwen-14b,22,110,2026-07-10T09:26:23.366573Z,2026-07-10T09:26:23.397807Z,31.234,True,200,
dsqwen-14b,22,111,2026-07-10T09:26:23.866505Z,2026-07-10T09:26:23.893191Z,26.686,True,200,
dsqwen-14b,22,112,2026-07-10T09:26:24.366603Z,2026-07-10T09:26:24.393320Z,26.717,True,200,
dsqwen-14b,22,113,2026-07-10T09:26:24.866592Z,2026-07-10T09:26:24.898583Z,31.991,True,200,
dsqwen-14b,22,114,2026-07-10T09:26:25.366510Z,2026-07-10T09:26:25.392793Z,26.283,True,200,
dsqwen-14b,22,115,2026-07-10T09:26:25.866526Z,2026-07-10T09:26:25.892934Z,26.408,True,200,
dsqwen-14b,22,116,2026-07-10T09:26:26.366575Z,2026-07-10T09:26:26.397669Z,31.094,True,200,
dsqwen-14b,22,117,2026-07-10T09:26:26.866565Z,2026-07-10T09:26:26.893391Z,26.826,True,200,
dsqwen-14b,22,118,2026-07-10T09:26:27.366545Z,2026-07-10T09:26:27.398939Z,32.395,True,200,
dsqwen-14b,22,119,2026-07-10T09:26:27.866618Z,2026-07-10T09:26:27.897876Z,31.258,True,200,
dsqwen-14b,22,120,2026-07-10T09:26:28.366545Z,2026-07-10T09:26:28.392399Z,25.854,True,200,
dsqwen-14b,22,121,2026-07-10T09:26:28.866514Z,2026-07-10T09:26:28.892590Z,26.075,True,200,
dsqwen-14b,22,122,2026-07-10T09:26:29.366629Z,2026-07-10T09:26:29.397864Z,31.235,True,200,
dsqwen-14b,22,123,2026-07-10T09:26:29.866537Z,2026-07-10T09:26:29.892951Z,26.415,True,200,
dsqwen-14b,22,124,2026-07-10T09:26:30.366523Z,2026-07-10T09:26:30.397664Z,31.142,True,200,
dsqwen-14b,22,125,2026-07-10T09:26:30.866462Z,2026-07-10T09:26:30.892183Z,25.721,True,200,
dsqwen-14b,22,126,2026-07-10T09:26:31.366538Z,2026-07-10T09:26:31.398909Z,32.371,True,200,
dsqwen-14b,22,127,2026-07-10T09:26:31.866513Z,2026-07-10T09:26:31.892998Z,26.485,True,200,
dsqwen-14b,22,128,2026-07-10T09:26:32.366558Z,2026-07-10T09:26:32.392986Z,26.428,True,200,
dsqwen-14b,22,129,2026-07-10T09:26:32.866614Z,2026-07-10T09:26:32.893778Z,27.164,True,200,
dsqwen-14b,22,130,2026-07-10T09:26:33.366533Z,2026-07-10T09:26:33.398852Z,32.32,True,200,
dsqwen-14b,23,0,2026-07-10T09:26:33.614937Z,2026-07-10T09:26:33.641372Z,26.435,True,200,
dsqwen-14b,23,1,2026-07-10T09:26:34.114990Z,2026-07-10T09:26:34.141689Z,26.699,True,200,
dsqwen-14b,23,2,2026-07-10T09:26:34.615063Z,2026-07-10T09:26:34.647219Z,32.156,True,200,
dsqwen-14b,23,3,2026-07-10T09:26:35.114990Z,2026-07-10T09:26:35.146939Z,31.95,True,200,
dsqwen-14b,23,4,2026-07-10T09:26:35.615172Z,2026-07-10T09:26:35.648806Z,33.634,True,200,
dsqwen-14b,23,5,2026-07-10T09:26:36.115177Z,2026-07-10T09:26:36.143362Z,28.186,True,200,
dsqwen-14b,23,6,2026-07-10T09:26:36.615087Z,2026-07-10T09:26:36.648573Z,33.486,True,200,
dsqwen-14b,23,7,2026-07-10T09:26:37.115102Z,2026-07-10T09:26:37.148125Z,33.023,True,200,
dsqwen-14b,23,8,2026-07-10T09:26:37.615012Z,2026-07-10T09:26:37.641701Z,26.689,True,200,
dsqwen-14b,23,9,2026-07-10T09:26:38.115118Z,2026-07-10T09:26:38.145522Z,30.404,True,200,
dsqwen-14b,23,10,2026-07-10T09:26:38.615006Z,2026-07-10T09:26:38.641096Z,26.089,True,200,
dsqwen-14b,23,11,2026-07-10T09:26:39.114984Z,2026-07-10T09:26:39.143187Z,28.203,True,200,
dsqwen-14b,23,12,2026-07-10T09:26:39.614976Z,2026-07-10T09:26:39.641945Z,26.969,True,200,
dsqwen-14b,23,13,2026-07-10T09:26:40.115082Z,2026-07-10T09:26:40.142722Z,27.64,True,200,
dsqwen-14b,23,14,2026-07-10T09:26:40.614985Z,2026-07-10T09:26:40.644663Z,29.679,True,200,
dsqwen-14b,23,15,2026-07-10T09:26:41.115067Z,2026-07-10T09:26:41.143324Z,28.257,True,200,
dsqwen-14b,23,16,2026-07-10T09:26:41.615026Z,2026-07-10T09:26:41.648693Z,33.667,True,200,
dsqwen-14b,23,17,2026-07-10T09:26:42.114981Z,2026-07-10T09:26:42.142612Z,27.631,True,200,
dsqwen-14b,23,18,2026-07-10T09:26:42.615205Z,2026-07-10T09:26:42.642667Z,27.462,True,200,
dsqwen-14b,23,19,2026-07-10T09:26:43.115064Z,2026-07-10T09:26:43.141741Z,26.677,True,200,
dsqwen-14b,23,20,2026-07-10T09:26:43.615079Z,2026-07-10T09:26:43.642339Z,27.26,True,200,
dsqwen-14b,23,21,2026-07-10T09:26:44.114995Z,2026-07-10T09:26:44.142480Z,27.485,True,200,
dsqwen-14b,23,22,2026-07-10T09:26:44.615072Z,2026-07-10T09:26:44.647681Z,32.609,True,200,
dsqwen-14b,23,23,2026-07-10T09:26:45.115097Z,2026-07-10T09:26:45.142658Z,27.561,True,200,
dsqwen-14b,23,24,2026-07-10T09:26:45.615089Z,2026-07-10T09:26:45.641839Z,26.751,True,200,
dsqwen-14b,23,25,2026-07-10T09:26:46.115059Z,2026-07-10T09:26:46.147834Z,32.775,True,200,
dsqwen-14b,23,26,2026-07-10T09:26:46.615055Z,2026-07-10T09:26:46.647743Z,32.688,True,200,
dsqwen-14b,23,27,2026-07-10T09:26:47.115032Z,2026-07-10T09:26:47.145571Z,30.539,True,200,
dsqwen-14b,23,28,2026-07-10T09:26:47.615068Z,2026-07-10T09:26:47.645182Z,30.114,True,200,
dsqwen-14b,23,29,2026-07-10T09:26:48.115014Z,2026-07-10T09:26:48.142049Z,27.035,True,200,
dsqwen-14b,23,30,2026-07-10T09:26:48.615067Z,2026-07-10T09:26:48.642797Z,27.73,True,200,
dsqwen-14b,23,31,2026-07-10T09:26:49.114970Z,2026-07-10T09:26:49.144694Z,29.724,True,200,
dsqwen-14b,23,32,2026-07-10T09:26:49.615012Z,2026-07-10T09:26:49.643103Z,28.091,True,200,
dsqwen-14b,23,33,2026-07-10T09:26:50.115014Z,2026-07-10T09:26:50.145250Z,30.235,True,200,
dsqwen-14b,23,34,2026-07-10T09:26:50.614987Z,2026-07-10T09:26:50.641557Z,26.57,True,200,
dsqwen-14b,23,35,2026-07-10T09:26:51.115022Z,2026-07-10T09:26:51.141906Z,26.884,True,200,
dsqwen-14b,23,36,2026-07-10T09:26:51.615060Z,2026-07-10T09:26:51.641746Z,26.686,True,200,
dsqwen-14b,23,37,2026-07-10T09:26:52.115096Z,2026-07-10T09:26:52.142331Z,27.235,True,200,
dsqwen-14b,23,38,2026-07-10T09:26:52.615005Z,2026-07-10T09:26:52.641515Z,26.51,True,200,
dsqwen-14b,23,39,2026-07-10T09:26:53.115072Z,2026-07-10T09:26:53.141726Z,26.654,True,200,
dsqwen-14b,23,40,2026-07-10T09:26:53.615062Z,2026-07-10T09:26:53.644215Z,29.153,True,200,
dsqwen-14b,23,41,2026-07-10T09:26:54.115074Z,2026-07-10T09:26:54.146925Z,31.852,True,200,
dsqwen-14b,23,42,2026-07-10T09:26:54.615046Z,2026-07-10T09:26:54.647008Z,31.962,True,200,
dsqwen-14b,23,43,2026-07-10T09:26:55.115005Z,2026-07-10T09:26:55.143377Z,28.372,True,200,
dsqwen-14b,23,44,2026-07-10T09:26:55.615054Z,2026-07-10T09:26:55.648269Z,33.215,True,200,
dsqwen-14b,23,45,2026-07-10T09:26:56.114967Z,2026-07-10T09:26:56.144841Z,29.874,True,200,
dsqwen-14b,23,46,2026-07-10T09:26:56.615058Z,2026-07-10T09:26:56.643875Z,28.817,True,200,
dsqwen-14b,23,47,2026-07-10T09:26:57.115100Z,2026-07-10T09:26:57.142516Z,27.416,True,200,
dsqwen-14b,23,48,2026-07-10T09:26:57.615048Z,2026-07-10T09:26:57.641343Z,26.295,True,200,
dsqwen-14b,23,49,2026-07-10T09:26:58.115076Z,2026-07-10T09:26:58.144132Z,29.056,True,200,
dsqwen-14b,23,50,2026-07-10T09:26:58.615051Z,2026-07-10T09:26:58.640284Z,25.233,True,200,
dsqwen-14b,23,51,2026-07-10T09:26:59.115071Z,2026-07-10T09:26:59.140658Z,25.587,True,200,
dsqwen-14b,23,52,2026-07-10T09:26:59.615101Z,2026-07-10T09:26:59.641992Z,26.891,True,200,
dsqwen-14b,23,53,2026-07-10T09:27:00.115067Z,2026-07-10T09:27:00.142667Z,27.6,True,200,
dsqwen-14b,23,54,2026-07-10T09:27:00.615010Z,2026-07-10T09:27:00.648065Z,33.055,True,200,
dsqwen-14b,23,55,2026-07-10T09:27:01.115096Z,2026-07-10T09:27:01.148484Z,33.388,True,200,
dsqwen-14b,23,56,2026-07-10T09:27:01.615119Z,2026-07-10T09:27:01.647938Z,32.82,True,200,
dsqwen-14b,23,57,2026-07-10T09:27:02.115072Z,2026-07-10T09:27:02.144140Z,29.068,True,200,
dsqwen-14b,23,58,2026-07-10T09:27:02.615110Z,2026-07-10T09:27:02.640780Z,25.67,True,200,
dsqwen-14b,23,59,2026-07-10T09:27:03.115176Z,2026-07-10T09:27:03.140872Z,25.696,True,200,
dsqwen-14b,23,60,2026-07-10T09:27:03.615140Z,2026-07-10T09:27:03.640012Z,24.871,True,200,
dsqwen-14b,23,61,2026-07-10T09:27:04.115062Z,2026-07-10T09:27:07.480624Z,3365.561,True,200,
dsqwen-14b,23,62,2026-07-10T09:27:04.615147Z,2026-07-10T09:27:07.479405Z,2864.259,True,200,
dsqwen-14b,23,63,2026-07-10T09:27:05.115116Z,2026-07-10T09:27:07.480198Z,2365.081,True,200,
dsqwen-14b,23,64,2026-07-10T09:27:05.615137Z,2026-07-10T09:27:05.618530Z,3.393,False,500,
dsqwen-14b,23,65,2026-07-10T09:27:06.115128Z,2026-07-10T09:27:06.118575Z,3.447,False,500,
dsqwen-14b,23,66,2026-07-10T09:27:06.615052Z,2026-07-10T09:27:06.618346Z,3.294,False,500,
dsqwen-14b,23,67,2026-07-10T09:27:07.115050Z,2026-07-10T09:27:07.118762Z,3.713,False,500,
dsqwen-14b,23,68,2026-07-10T09:27:07.614938Z,2026-07-10T09:27:07.640290Z,25.352,True,200,
dsqwen-14b,23,69,2026-07-10T09:27:08.115044Z,2026-07-10T09:27:08.142017Z,26.974,True,200,
dsqwen-14b,23,70,2026-07-10T09:27:08.615028Z,2026-07-10T09:27:08.640671Z,25.643,True,200,
dsqwen-14b,23,71,2026-07-10T09:27:09.115007Z,2026-07-10T09:27:09.147885Z,32.878,True,200,
dsqwen-14b,23,72,2026-07-10T09:27:09.615031Z,2026-07-10T09:27:09.642855Z,27.825,True,200,
dsqwen-14b,23,73,2026-07-10T09:27:10.114943Z,2026-07-10T09:27:10.141636Z,26.693,True,200,
dsqwen-14b,23,74,2026-07-10T09:27:10.615031Z,2026-07-10T09:27:10.641068Z,26.037,True,200,
dsqwen-14b,23,75,2026-07-10T09:27:11.115007Z,2026-07-10T09:27:11.141597Z,26.59,True,200,
dsqwen-14b,23,76,2026-07-10T09:27:11.614915Z,2026-07-10T09:27:11.641616Z,26.701,True,200,
dsqwen-14b,23,77,2026-07-10T09:27:12.115060Z,2026-07-10T09:27:12.141794Z,26.734,True,200,
dsqwen-14b,23,78,2026-07-10T09:27:12.615012Z,2026-07-10T09:27:12.649392Z,34.38,True,200,
