ts,model,action,serve_id
2026-07-11T17:36:37.589526Z,dsqwen-7b,wake,dsqwen-7b-nscc-ds-4a100-node10-gpu-0-78588bb7d8-b4p5p
2026-07-11T17:36:40.590057Z,dsqwen-7b,wake,dsqwen-7b-nscc-ds-4a100-node10-gpu-1-56fdbbc6ff-xhgdd
2026-07-11T17:36:47.091244Z,dsqwen-7b,wake,dsqwen-7b-nscc-ds-4a100-node10-gpu-2-656bc4f9db-7shnz
2026-07-11T17:36:53.592268Z,dsqwen-7b,wake,dsqwen-7b-nscc-ds-4a100-node10-gpu-3-5bdcc7896f-7sn2s
2026-07-11T17:53:15.303244Z,dsqwen-7b,sleep,dsqwen-7b-nscc-ds-4a100-node10-gpu-3-5bdcc7896f-7sn2s
