theta,support,attainment,healthy,violations,scenario_families,max_family_ratio
51.6,13,1.0,13,0,1,1.0
64.5,28,1.0,28,0,2,0.5357142857142857
68.8,108,1.0,108,0,2,0.5
103.2,125,1.0,125,0,2,0.568
111.8,126,1.0,126,0,2,0.5714285714285714
120.4,128,1.0,128,0,2,0.578125
129.0,174,1.0,174,0,2,0.5689655172413793
137.6,216,1.0,216,0,2,0.5
205.2,231,1.0,231,0,3,0.4675324675324675
206.4,259,1.0,259,0,3,0.525096525096525
222.3,260,1.0,260,0,3,0.5230769230769231
245.1,262,1.0,262,0,3,0.5190839694656488
249.4,263,1.0,263,0,3,0.5171102661596958
253.7,267,1.0,267,0,3,0.5093632958801498
256.5,288,1.0,288,0,4,0.4722222222222222
258.0,335,1.0,335,0,4,0.4835820895522388
273.6,407,1.0,407,0,4,0.39803439803439805
275.2,433,1.0,433,0,4,0.3741339491916859
410.0,450,1.0,450,0,5,0.36
410.4,471,1.0,471,0,5,0.34394904458598724
412.8,512,1.0,512,0,5,0.396484375
442.9,513,1.0,513,0,5,0.39766081871345027
444.1666666666667,514,1.0,514,0,5,0.3968871595330739
444.6,515,1.0,515,0,5,0.39611650485436894
468.7,516,1.0,516,0,5,0.39728682170542634
478.8,518,1.0,518,0,5,0.39575289575289574
481.6,532,1.0,532,0,5,0.38533834586466165
485.9,535,1.0,535,0,5,0.38317757009345793
494.5,539,1.0,539,0,5,0.3803339517625232
503.1,542,1.0,542,0,5,0.37822878228782286
511.7,544,1.0,544,0,5,0.37683823529411764
512.5,571,1.0,571,0,6,0.35901926444833626
513.0,618,1.0,618,0,6,0.33171521035598706
516.0,646,1.0,646,0,6,0.33436532507739936
520.3,647,1.0,647,0,6,0.33384853168469864
530.1,651,1.0,651,0,6,0.3317972350230415
546.6666666666666,714,1.0,714,0,6,0.3025210084033613
547.2,747,1.0,747,0,6,0.2891566265060241
550.4,758,1.0,758,0,6,0.2862796833773087
820.0,781,1.0,781,0,6,0.27784891165172854
820.8,810,1.0,810,0,6,0.2679012345679012
825.6,835,0.9976047904191617,833,2,6,0.2898203592814371
842.8,836,0.9964114832535885,833,3,6,0.29066985645933013
847.1,837,0.995221027479092,833,4,6,0.2915173237753883
854.1666666666666,838,0.9952267303102625,834,4,6,0.2911694510739857
860.0,839,0.9940405244338498,834,5,6,0.29201430274135876
889.2,840,0.9940476190476191,835,5,6,0.2916666666666667
898.7,841,0.9940546967895363,836,5,6,0.2925089179548157
907.3,842,0.994061757719715,837,5,6,0.29334916864608074
928.8,843,0.9928825622775801,837,6,6,0.2941874258600237
933.1,845,0.9928994082840237,839,6,6,0.293491124260355
940.5,847,0.9929161747343566,841,6,6,0.29279811097992914
946.0,849,0.9929328621908127,843,6,6,0.2921083627797409
957.6,854,0.9929742388758782,848,6,6,0.2903981264637002
963.2,903,0.9933554817275747,897,6,6,0.2967884828349945
967.5,905,0.9933701657458563,899,6,6,0.2983425414364641
974.7,908,0.9933920704845814,902,6,6,0.2973568281938326
997.6,909,0.9933993399339934,903,6,6,0.297029702970297
1008.9,910,0.9934065934065934,904,6,6,0.2967032967032967
1025.0,964,0.9937759336099585,958,6,6,0.2800829875518672
1026.0,1011,0.9940652818991098,1005,6,6,0.26706231454005935
1059.1666666666667,1012,0.9940711462450593,1006,6,6,0.26679841897233203
1066.4,1013,0.9940769990128332,1007,6,6,0.2665350444225074
1093.3333333333333,1042,0.9942418426103646,1036,6,6,0.2591170825335892
1094.4,1062,0.9943502824858758,1056,6,6,0.2542372881355932
1100.8,1103,0.9945602901178604,1097,6,6,0.26473254759746145
1105.1,1104,0.9945652173913043,1098,6,6,0.2653985507246377
1139.5,1105,0.9945701357466064,1099,6,6,0.2660633484162896
1165.3,1106,0.9945750452079566,1100,6,6,0.2667269439421338
1191.1,1107,0.994579945799458,1101,6,6,0.26738934056007224
1238.4,1129,0.9937998228520815,1122,7,6,0.2816651904340124
1320.1,1130,0.9929203539823008,1122,8,6,0.28230088495575223
1376.0,1132,0.9929328621908127,1124,8,6,0.2835689045936396
1410.4,1133,0.9920564872021183,1124,9,6,0.28420123565754635
1560.9,1134,0.9920634920634921,1125,9,6,0.2848324514991182
1573.8,1135,0.9920704845814978,1126,9,6,0.2854625550660793
1616.8,1136,0.9911971830985915,1126,10,6,0.2860915492957746
1629.7,1137,0.990325417766051,1126,11,6,0.28671943711521547
1634.0,1138,0.9894551845342706,1126,12,6,0.28734622144112476
1640.0,1171,0.9897523484201537,1159,12,6,0.27924850555081127
1641.6,1221,0.9901719901719902,1209,12,6,0.2678132678132678
1646.9,1222,0.9901800327332242,1210,12,6,0.2684124386252046
1651.2,1275,0.956078431372549,1219,56,6,0.2988235294117647
1761.3,1276,0.9561128526645768,1220,56,6,0.29858934169278994
1788.8,1292,0.9566563467492261,1236,56,6,0.2948916408668731
1810.3,1297,0.9568234387047032,1241,56,6,0.2937548188126446
1810.8333333333333,1298,0.9568567026194145,1242,56,6,0.2935285053929122
1814.6,1300,0.9569230769230769,1244,56,6,0.29307692307692307
1818.9,1302,0.956989247311828,1246,56,6,0.2926267281105991
1827.5,1306,0.9571209800918836,1250,56,6,0.29173047473200614
1844.7,1307,0.9571537872991583,1251,56,6,0.2915072685539403
1870.5,1308,0.9571865443425076,1252,56,6,0.29128440366972475
1883.4,1309,0.9572192513368984,1253,56,6,0.2910618792971734
1887.7,1313,0.9573495811119573,1257,56,6,0.2901751713632902
1896.3,1315,0.9574144486692016,1259,56,6,0.28973384030418253
1900.6,1316,0.9574468085106383,1260,56,6,0.28951367781155013
1904.9,1321,0.9576078728236185,1265,56,6,0.28841786525359575
1913.3333333333333,1333,0.9579894973743436,1277,56,6,0.28582145536384096
1915.2,1353,0.9586104951958611,1297,56,6,0.28159645232815966
1926.4,1363,0.9589141599413059,1307,56,6,0.27953044754218637
1932.3,1364,0.9589442815249267,1308,56,6,0.2793255131964809
1947.5,1371,0.9591539022611233,1315,56,6,0.2778993435448578
1949.4,1374,0.9592430858806404,1318,56,6,0.27729257641921395
1966.5,1378,0.9593613933236574,1322,56,6,0.2764876632801161
1983.6,1384,0.9595375722543352,1328,56,6,0.27528901734104044
2000.7,1389,0.9596832253419726,1333,56,6,0.27429805615550756
2015.8333333333333,1396,0.9598853868194842,1340,56,6,0.27292263610315187
2017.8,1398,0.9599427753934192,1342,56,6,0.27253218884120173
2034.9,1399,0.9599714081486777,1343,56,6,0.272337383845604
2050.0,1428,0.9607843137254902,1372,56,6,0.2668067226890756
2052.0,1440,0.9611111111111111,1384,56,6,0.26458333333333334
2069.1,1441,0.9611380985426787,1385,56,6,0.2643997224149896
2186.6666666666665,1461,0.9616700889801506,1405,56,6,0.26078028747433263
2188.8,1465,0.9617747440273038,1409,56,6,0.2600682593856655
2220.8333333333335,1466,0.9618008185538881,1410,56,6,0.2598908594815825
2223.0,1467,0.961826857532379,1411,56,6,0.25971370143149286
2445.3,1468,0.9618528610354223,1412,56,6,0.2595367847411444
2462.4,1521,0.9631821170282708,1465,56,6,0.2504930966469428
2496.6,1522,0.9632063074901446,1466,56,6,0.2503285151116951
2513.7,1523,0.9632304661851608,1467,56,6,0.25016414970453055
2547.9,1524,0.963254593175853,1468,56,6,0.25
2667.6,1525,0.9632786885245902,1469,56,6,0.2498360655737705
2804.4,1526,0.963302752293578,1470,56,6,0.24967234600262123
2924.1,1527,0.9633267845448592,1471,56,6,0.24950884086444008
3026.7,1528,0.9633507853403142,1472,56,6,0.2493455497382199
3043.8,1529,0.9627207325049052,1472,57,6,0.24918247220405493
3245.8333333333335,1531,0.9627694317439582,1474,57,6,0.2488569562377531
3249.0,1532,0.9627937336814621,1475,57,6,0.24869451697127937
3280.0,1583,0.9639924194567278,1526,57,6,0.2406822488945041
3283.2,1665,0.9633633633633634,1604,61,6,0.22882882882882882
3317.4,1666,0.9627851140456183,1604,62,6,0.22869147659063627
3437.1,1667,0.9622075584883023,1604,63,6,0.22855428914217157
3556.8,1671,0.9622980251346499,1608,63,6,0.22800718132854578
3573.9,1672,0.9623205741626795,1609,63,6,0.2278708133971292
3608.1,1675,0.9623880597014925,1612,63,6,0.22746268656716417
3642.3,1677,0.962432915921288,1614,63,6,0.22719141323792486
3676.5,1678,0.9624553039332538,1615,63,6,0.2270560190703218
3693.6,1680,0.9625,1617,63,6,0.22678571428571428
3710.7,1682,0.9625445897740785,1619,63,6,0.22651605231866825
3744.9,1684,0.9625890736342043,1621,63,6,0.22624703087885986
3779.1,1687,0.9626556016597511,1624,63,6,0.22584469472436278
3813.3,1688,0.9626777251184834,1625,63,6,0.22571090047393366
3826.6666666666665,1726,0.9634994206257242,1663,63,6,0.22074159907300117
3830.4,1800,0.9627777777777777,1733,67,6,0.22722222222222221
3860.8333333333335,1801,0.9627984453081622,1734,67,6,0.22709605774569683
3895.0,1802,0.962819089900111,1735,67,6,0.22697003329633741
3929.1666666666665,1804,0.9628603104212861,1737,67,6,0.22671840354767184
3963.3333333333335,1807,0.9629219701162147,1740,67,6,0.2263420033204206
3997.5,1809,0.9629629629629629,1742,67,6,0.22609176340519624
4031.6666666666665,1810,0.9629834254143647,1743,67,6,0.22596685082872928
4065.8333333333335,1811,0.9630038652678078,1744,67,6,0.22584207620099392
4100.0,1816,0.9631057268722467,1749,67,6,0.22522026431718062
4360.5,1817,0.9625756741882223,1749,68,6,0.22564667033571822
4373.333333333333,1825,0.9627397260273972,1757,68,6,0.22465753424657534
4377.6,1866,0.962486602357985,1796,70,6,0.2416934619506967
4428.9,1867,0.9625066952329941,1797,70,6,0.24209962506695232
4497.3,1869,0.962011771000535,1798,71,6,0.24291064740502943
4510.0,1870,0.9620320855614973,1799,71,6,0.2427807486631016
4544.166666666667,1871,0.9620523784072689,1800,71,6,0.2426509887760556
4719.6,1872,0.9620726495726496,1801,71,6,0.24305555555555555
4749.166666666667,1873,0.9620928990923652,1802,71,6,0.2429257875066738
4753.8,1874,0.9615795090715048,1802,72,6,0.24332977588046958
4822.2,1875,0.9616,1803,72,6,0.24373333333333333
4920.0,1928,0.9626556016597511,1856,72,6,0.23703319502074688
4924.8,1999,0.9639819909954978,1927,72,6,0.26413206603301653
4976.1,2000,0.964,1928,72,6,0.2645
5095.8,2001,0.9635182408795602,1928,73,6,0.26486756621689156
5125.0,2002,0.9635364635364635,1929,73,6,0.2647352647352647
5164.2,2003,0.963055416874688,1929,74,6,0.2651023464802796
5227.5,2004,0.9630738522954092,1930,74,6,0.26497005988023953
5352.3,2005,0.9625935162094763,1930,75,6,0.26533665835411474
5386.5,2006,0.9626121635094715,1931,75,6,0.26570289132602193
5403.6,2007,0.9626307922272048,1932,75,6,0.26606875934230195
5454.9,2008,0.9621513944223108,1932,76,6,0.26643426294820716
5472.0,2058,0.9387755102040817,1932,126,6,0.28425655976676384
5745.6,2072,0.9382239382239382,1944,128,6,0.2890926640926641
5808.333333333333,2073,0.9382537385431742,1945,128,6,0.28895320791123974
5814.0,2074,0.9382835101253616,1946,128,6,0.2892960462873674
5865.3,2075,0.9383132530120482,1947,128,6,0.28963855421686746
5876.666666666667,2076,0.9378612716763006,1947,129,6,0.2894990366088632
5882.4,2077,0.9378911892152143,1948,129,6,0.28984111699566684
5967.9,2078,0.9379210779595765,1949,129,6,0.29018286814244465
6036.3,2079,0.937950937950938,1950,129,6,0.2905242905242905
6121.8,2080,0.9379807692307692,1951,129,6,0.29086538461538464
6184.166666666667,2081,0.9380105718404613,1952,129,6,0.29072561268620856
6224.4,2082,0.9380403458213257,1953,129,6,0.2910662824207493
6389.166666666667,2083,0.9380700912145943,1954,129,6,0.29092654824771963
6423.333333333333,2084,0.9376199616122841,1954,130,6,0.2907869481765835
6446.7,2086,0.9376797698945349,1956,130,6,0.2914669223394056
6515.1,2087,0.9377096310493531,1957,130,6,0.29180642069956875
6532.2,2088,0.9372605363984674,1957,131,6,0.2921455938697318
6560.0,2166,0.9362880886426593,2028,138,6,0.28162511542012925
6566.4,2215,0.9178329571106095,2033,182,6,0.2966139954853273
6600.6,2217,0.9179070816418584,2035,182,6,0.2963464140730717
6617.7,2218,0.9179440937781785,2036,182,6,0.2962128043282236
6628.333333333333,2219,0.917981072555205,2037,182,6,0.2960793150067598
6634.8,2220,0.918018018018018,2038,182,6,0.2959459459459459
6686.1,2221,0.9180549302116164,2039,182,6,0.29581269698334084
6720.3,2222,0.918091809180918,2040,182,6,0.2956795679567957
6737.4,2224,0.9181654676258992,2042,182,6,0.2954136690647482
6771.6,2225,0.9182022471910113,2043,182,6,0.2952808988764045
6788.7,2228,0.9183123877917415,2046,182,6,0.29488330341113106
6822.9,2231,0.9184222321828777,2049,182,6,0.2944867772299417
6857.1,2234,0.918531781557744,2052,182,6,0.29409131602506716
6891.3,2235,0.9185682326621923,2053,182,6,0.29395973154362415
6908.4,2237,0.9186410371032633,2055,182,6,0.29369691551184623
6942.6,2238,0.9186773905272565,2056,182,6,0.2935656836461126
6959.7,2241,0.9187862561356537,2059,182,6,0.2931726907630522
6993.9,2242,0.9188224799286352,2060,182,6,0.29304192685102587
7004.166666666667,2243,0.9184128399465002,2060,183,6,0.2929112795363353
7045.2,2245,0.9184855233853007,2062,183,6,0.29265033407572383
7062.3,2246,0.9185218165627783,2063,183,6,0.292520035618878
7079.4,2248,0.9185943060498221,2065,183,6,0.29225978647686834
7106.666666666667,2264,0.9191696113074205,2081,183,6,0.29019434628975266
7113.6,2285,0.9199124726477024,2102,183,6,0.287527352297593
7175.0,2288,0.9200174825174825,2105,183,6,0.28715034965034963
7209.166666666667,2289,0.9200524246395806,2106,183,6,0.2870249017038008
7243.333333333333,2291,0.9201222173723265,2108,183,6,0.28677433435181143
7345.833333333333,2294,0.9202266782911944,2111,183,6,0.2863993025283348
7380.0,2298,0.9203655352480418,2115,183,6,0.2859007832898172
7414.166666666667,2301,0.9204693611473272,2118,183,6,0.28552803129074317
7482.5,2303,0.9205384281372123,2120,183,6,0.28528006947459833
7516.666666666667,2305,0.9206073752711497,2122,183,6,0.28503253796095446
7550.833333333333,2306,0.9206418039895924,2123,183,6,0.28490893321769295
7585.0,2310,0.9207792207792208,2127,183,6,0.2844155844155844
7653.333333333333,2362,0.9216765453005927,2177,185,6,0.2781541066892464
7755.833333333333,2364,0.9217428087986463,2179,185,6,0.2779187817258883
7824.166666666667,2365,0.921353065539112,2179,186,6,0.27780126849894293
7995.0,2366,0.9209636517328825,2179,187,6,0.2776838546069315
8029.166666666667,2368,0.9210304054054054,2181,187,6,0.27744932432432434
8063.333333333333,2369,0.9210637399746728,2182,187,6,0.2773322076825665
8165.833333333333,2370,0.920675105485232,2182,188,6,0.2772151898734177
8234.166666666666,2372,0.9198988195615514,2182,190,6,0.2769814502529511
8405.0,2373,0.9195111672987779,2182,191,6,0.27686472819216185
8746.666666666666,2439,0.9102091020910209,2220,219,6,0.2693726937269373
8917.5,2441,0.9102826710364604,2222,219,6,0.2691519868906186
9156.666666666666,2442,0.9103194103194103,2223,219,6,0.269041769041769
9225.0,2443,0.9103561195251739,2224,219,6,0.2689316414244781
9327.5,2444,0.9099836333878887,2224,220,6,0.26882160392798693
9430.0,2445,0.9100204498977505,2225,220,6,0.2687116564417178
9566.666666666666,2446,0.9100572363041701,2226,220,6,0.2686017988552739
9737.5,2447,0.910093992644054,2227,220,6,0.2684920310584389
9771.666666666666,2448,0.9101307189542484,2228,220,6,0.26838235294117646
9840.0,2519,0.9023421992854307,2273,246,6,0.2608177848352521
9849.6,2522,0.9024583663758922,2276,246,6,0.26050753370341
9883.8,2524,0.9025356576862124,2278,246,6,0.2603011093502377
9900.9,2525,0.9025742574257426,2279,246,6,0.2601980198019802
9908.333333333334,2527,0.9022556390977443,2280,247,6,0.25999208547685004
9935.1,2528,0.9022943037974683,2281,247,6,0.2598892405063291
9952.2,2529,0.9023329379201266,2282,247,6,0.2597864768683274
9969.3,2530,0.9023715415019763,2283,247,6,0.25968379446640316
9976.666666666666,2531,0.9024101145792177,2284,247,6,0.2595811932042671
9986.4,2533,0.90248716936439,2286,247,6,0.2593762337149625
10003.5,2537,0.9026409144659047,2290,247,6,0.25896728419392984
10037.7,2539,0.9027176053564395,2292,247,6,0.2587632926348956
10054.8,2540,0.9027559055118111,2293,247,6,0.25866141732283465
10071.9,2541,0.9027941755214482,2294,247,6,0.2585596221959858
10089.0,2542,0.9028324154209284,2295,247,6,0.2584579071597168
10106.1,2544,0.9029088050314465,2297,247,6,0.25825471698113206
10157.4,2545,0.9029469548133595,2298,247,6,0.2581532416502947
10191.6,2548,0.9030612244897959,2301,247,6,0.2578492935635793
10208.7,2550,0.9031372549019608,2303,247,6,0.2576470588235294
10215.833333333334,2551,0.9027832222657781,2303,248,6,0.25754606036848293
10225.8,2552,0.9028213166144201,2304,248,6,0.2574451410658307
10250.0,2553,0.9024676850763808,2304,249,6,0.2573443008225617
10260.0,2555,0.9025440313111546,2306,249,6,0.2571428571428571
10311.3,2557,0.9026202581149785,2308,249,6,0.2569417285881893
10328.4,2559,0.902696365767878,2310,249,6,0.2567409144196952
10352.5,2560,0.90234375,2310,250,6,0.256640625
10362.6,2561,0.9023818820773135,2311,250,6,0.25654041390082
10431.0,2563,0.9024580569644948,2313,250,6,0.25634022629730785
10448.1,2565,0.9025341130604289,2315,250,6,0.256140350877193
10465.2,2566,0.9025720966484801,2316,250,6,0.25604053000779425
10482.3,2567,0.9026100506427737,2317,250,6,0.2559407869107908
10516.5,2570,0.9027237354085603,2320,250,6,0.2556420233463035
10523.333333333334,2571,0.9023726176584986,2320,251,6,0.2555425904317386
10533.6,2573,0.9024485036921881,2322,251,6,0.25534395647104546
10550.7,2574,0.9024864024864024,2323,251,6,0.25524475524475526
10619.1,2575,0.9025242718446602,2324,251,6,0.2551456310679612
10636.2,2577,0.9025999223903765,2326,251,6,0.2549476135040745
10670.4,2580,0.9027131782945736,2329,251,6,0.25465116279069766
10933.333333333334,2628,0.8862252663622526,2329,299,6,0.25
11070.0,2629,0.8862685431723089,2330,299,6,0.2499049068086725
11104.166666666666,2631,0.886354998099582,2332,299,6,0.24971493728620298
11377.5,2632,0.8863981762917933,2333,299,6,0.24962006079027355
11445.833333333334,2633,0.8860615267755412,2333,300,6,0.24952525636156475
11480.0,2637,0.8862343572241184,2337,300,6,0.24914675767918087
11548.333333333334,2638,0.8858984078847612,2337,301,6,0.24905231235784686
11855.833333333334,2639,0.8855627131489201,2337,302,6,0.24895793861311102
12026.666666666666,2640,0.8856060606060606,2338,302,6,0.24886363636363637
12038.4,2641,0.8856493752366528,2339,302,6,0.248769405528209
12129.166666666666,2642,0.8856926570779712,2340,302,6,0.24867524602573807
12300.0,2643,0.8857359061672342,2341,302,6,0.24858115777525538
12436.666666666666,2644,0.8857791225416036,2342,302,6,0.2484871406959153
12675.833333333334,2645,0.8854442344045369,2342,303,6,0.24839319470699434
12739.5,2646,0.8854875283446711,2343,303,6,0.24829931972789115
12756.6,2648,0.8855740181268882,2345,303,6,0.2481117824773414
12773.7,2649,0.8856172140430351,2346,303,6,0.2480181200453001
12825.0,2650,0.8856603773584906,2347,303,6,0.2479245283018868
12842.1,2653,0.8857896720693554,2350,303,6,0.24764417640407085
12859.2,2655,0.8858757062146893,2352,303,6,0.24745762711864408
12876.3,2658,0.8860045146726863,2355,303,6,0.24717832957110608
12910.5,2659,0.8860473862354269,2356,303,6,0.24708537044001505
12915.0,2660,0.8857142857142857,2356,304,6,0.2469924812030075
12927.6,2662,0.8858001502629602,2358,304,6,0.24680691209616828
12944.7,2663,0.8858430341719865,2359,304,6,0.246714232069095
12961.8,2664,0.8858858858858859,2360,304,6,0.24662162162162163
13030.2,2667,0.8860142482189727,2363,304,6,0.24634420697412823
