theta,support,attainment,healthy,violations,scenario_families,max_family_ratio
72.53333333333333,50,1.0,50,0,2,0.7
76.8,162,1.0,162,0,3,0.3333333333333333
128.0,167,1.0,167,0,4,0.32335329341317365
136.53333333333333,184,1.0,184,0,5,0.3641304347826087
140.8,186,1.0,186,0,5,0.3602150537634409
145.06666666666666,254,1.0,254,0,5,0.4251968503937008
153.6,432,1.0,432,0,5,0.25
170.66666666666666,508,1.0,508,0,8,0.2125984251968504
256.0,536,1.0,536,0,8,0.23880597014925373
268.8,537,1.0,537,0,8,0.2383612662942272
273.06666666666666,693,1.0,693,0,8,0.23376623376623376
290.1333333333333,742,1.0,742,0,8,0.2183288409703504
294.4,754,1.0,754,0,8,0.21485411140583555
298.6666666666667,755,1.0,755,0,8,0.21456953642384105
302.93333333333334,767,1.0,767,0,8,0.21121251629726207
307.2,875,1.0,875,0,8,0.18514285714285714
341.3333333333333,942,1.0,942,0,8,0.17197452229299362
443.73333333333335,956,1.0,956,0,8,0.18410041841004185
452.26666666666665,959,1.0,959,0,8,0.18665276329509906
456.53333333333336,960,1.0,960,0,8,0.1875
460.8,965,1.0,965,0,8,0.19170984455958548
465.06666666666666,966,1.0,966,0,8,0.19254658385093168
469.3333333333333,969,1.0,969,0,8,0.19504643962848298
477.8666666666667,996,1.0,996,0,8,0.21686746987951808
512.0,1050,1.0,1050,0,8,0.2057142857142857
516.2666666666667,1052,1.0,1052,0,8,0.20532319391634982
520.5333333333333,1054,1.0,1054,0,8,0.2049335863377609
524.8,1055,1.0,1055,0,8,0.204739336492891
533.3333333333334,1056,1.0,1056,0,8,0.20454545454545456
537.6,1057,1.0,1057,0,8,0.2043519394512772
541.8666666666667,1059,1.0,1059,0,8,0.20396600566572237
546.1333333333333,1247,0.9991980753809142,1246,1,8,0.17321571772253408
554.6666666666666,1248,0.999198717948718,1247,1,8,0.17307692307692307
563.2,1251,0.9992006394884093,1250,1,8,0.17266187050359713
571.7333333333333,1253,0.9992019154030327,1252,1,8,0.17238627294493217
580.2666666666667,1303,0.9992325402916347,1302,1,8,0.16577129700690713
584.5333333333333,1304,0.9992331288343558,1303,1,8,0.1656441717791411
588.8,1308,0.9992354740061162,1307,1,8,0.1651376146788991
605.8666666666667,1311,0.9992372234935164,1310,1,8,0.16475972540045766
610.1333333333333,1312,0.9992378048780488,1311,1,8,0.16463414634146342
614.4,1347,0.9992576095025983,1346,1,8,0.1603563474387528
648.5333333333333,1348,0.9992581602373887,1347,1,8,0.16023738872403562
665.6,1349,0.9992587101556709,1348,1,8,0.16011860637509265
682.6666666666666,1375,0.9992727272727273,1374,1,8,0.1570909090909091
750.9333333333333,1409,0.9964513839602555,1404,5,8,0.177430801987225
755.2,1414,0.9964639321074965,1409,5,8,0.18033946251768035
759.4666666666667,1419,0.9964763918252291,1414,5,8,0.1832276250880902
768.0,1423,0.9950808151791989,1416,7,8,0.18552354181307099
772.2666666666667,1427,0.9950946040644709,1420,7,8,0.18780658724597057
780.8,1428,0.9950980392156863,1421,7,8,0.18837535014005602
785.0666666666667,1429,0.9951014695591323,1422,7,8,0.18894331700489853
819.2,1447,0.995162404975812,1440,7,8,0.18659295093296477
853.3333333333334,1449,0.9951690821256038,1442,7,8,0.18633540372670807
870.4,1451,0.9951757408683667,1444,7,8,0.18607856650585802
887.4666666666667,1474,0.9952510176390773,1467,7,8,0.18317503392130258
891.7333333333333,1476,0.9952574525745257,1469,7,8,0.18292682926829268
896.0,1477,0.995260663507109,1470,7,8,0.18280297901150983
908.8,1478,0.9952638700947226,1471,7,8,0.18267929634641408
913.0666666666667,1481,0.9952734638757597,1474,7,8,0.18230925050641458
921.6,1483,0.99527983816588,1476,7,8,0.1820633850303439
930.1333333333333,1486,0.9952893674293405,1479,7,8,0.1816958277254374
934.4,1487,0.9952925353059852,1480,7,8,0.18157363819771352
947.2,1488,0.9952956989247311,1481,7,8,0.1814516129032258
951.4666666666667,1490,0.9953020134228188,1483,7,8,0.18120805369127516
955.7333333333333,1535,0.9954397394136808,1528,7,8,0.1758957654723127
989.8666666666667,1538,0.9954486345903771,1531,7,8,0.1755526657997399
998.4,1539,0.99545159194282,1532,7,8,0.17543859649122806
1006.9333333333333,1540,0.9954545454545455,1533,7,8,0.17532467532467533
1015.4666666666667,1541,0.9948085658663206,1533,8,8,0.17585983127839067
1024.0,1583,0.9949463044851548,1575,8,8,0.17119393556538218
1041.0666666666666,1586,0.9949558638083228,1578,8,8,0.1708701134930643
1049.6,1588,0.9949622166246851,1580,8,8,0.17065491183879095
1053.8666666666666,1590,0.9943396226415094,1581,9,8,0.17169811320754716
1058.1333333333334,1598,0.9931163954943679,1587,11,8,0.17334167709637047
1062.4,1599,0.9931207004377736,1588,11,8,0.17385866166353972
1066.6666666666667,1613,0.9925604463732176,1601,12,8,0.18102913825170489
1070.9333333333334,1616,0.9925742574257426,1604,12,8,0.18254950495049505
1075.2,1618,0.992583436341162,1606,12,8,0.18355995055624227
1079.4666666666667,1619,0.9925880172946263,1607,12,8,0.18406423718344658
1083.7333333333333,1620,0.9925925925925926,1608,12,8,0.1845679012345679
1092.2666666666667,1826,0.9906900328587076,1809,17,8,0.17798466593647316
1096.5333333333333,1827,0.9906951286261632,1810,17,8,0.17788724685276408
1100.8,1832,0.9907205240174672,1815,17,8,0.17740174672489084
1105.0666666666666,1833,0.9907255864702673,1816,17,8,0.1773049645390071
1109.3333333333333,1834,0.9907306434023991,1817,17,8,0.1772082878953108
1113.6,1841,0.9907658881042911,1824,17,8,0.17653449212384573
1117.8666666666666,1843,0.9907759088442757,1826,17,8,0.176342919153554
1122.1333333333334,1845,0.9907859078590786,1828,17,8,0.17615176151761516
1126.4,1846,0.9907908992416035,1829,17,8,0.176056338028169
1139.2,1848,0.9908008658008658,1831,17,8,0.17586580086580086
1152.0,1852,0.990280777537797,1834,18,8,0.17602591792656588
1203.2,1853,0.9902860226659471,1835,18,8,0.17593092282784673
1228.8,1863,0.989801395598497,1844,19,8,0.17928073000536768
1233.0666666666666,1865,0.9898123324396783,1846,19,8,0.18016085790884717
1241.6,1866,0.9898177920685959,1847,19,8,0.18060021436227225
1245.8666666666666,1872,0.9887820512820513,1851,21,8,0.18322649572649571
1250.1333333333334,1877,0.9872136387852957,1853,24,8,0.18540223761321256
1254.4,1890,0.982010582010582,1856,34,8,0.191005291005291
1258.6666666666667,1897,0.9794412229836584,1858,39,8,0.19399051133368478
1262.9333333333334,1906,0.9758656873032528,1860,46,8,0.19779643231899266
1267.2,1911,0.9748822605965463,1863,48,8,0.1998953427524856
1271.4666666666667,1913,0.9738630423418714,1863,50,8,0.2007318348144276
1284.2666666666667,1917,0.9728742827334377,1865,52,8,0.2023995826812728
1288.5333333333333,1923,0.9713988559542381,1868,55,8,0.20488819552782112
1292.8,1936,0.9669421487603306,1872,64,8,0.21022727272727273
1297.0666666666666,1951,0.9620707329574577,1877,74,8,0.21629933367503845
1301.3333333333333,1967,0.9572953736654805,1883,84,8,0.22267412302999492
1305.6,1983,0.951084215834594,1886,97,8,0.22894604135148763
1309.8666666666666,2000,0.943,1886,114,8,0.2355
1314.1333333333334,2011,0.939830929885629,1890,121,8,0.23968175037294878
1318.4,2021,0.9366650173181593,1893,128,8,0.2434438396833251
1322.6666666666667,2027,0.9348791317217563,1895,132,8,0.24568327577701035
1326.9333333333334,2030,0.9339901477832512,1896,134,8,0.24679802955665026
1331.2,2035,0.9336609336609336,1900,135,8,0.24864864864864866
1335.4666666666667,2041,0.9318961293483586,1902,139,8,0.2508574228319451
1339.7333333333333,2046,0.9310850439882697,1905,141,8,0.25268817204301075
1344.0,2054,0.9294060370009737,1909,145,8,0.2555988315481986
1348.2666666666667,2066,0.9283639883833494,1918,148,8,0.2599225556631171
1352.5333333333333,2076,0.9267822736030829,1924,152,8,0.2634874759152216
1356.8,2089,0.9243657252273815,1931,158,8,0.26807084729535663
1361.0666666666666,2092,0.9239961759082218,1933,159,8,0.2691204588910134
1365.3333333333333,2128,0.9205827067669173,1959,169,8,0.27631578947368424
1369.6,2132,0.9202626641651032,1962,170,8,0.2772045028142589
1373.8666666666666,2134,0.9198687910028116,1963,171,8,0.2774133083411434
1378.1333333333334,2139,0.9191210846189808,1966,173,8,0.27816736792893876
1382.4,2151,0.9167828916782892,1972,179,8,0.28172942817294283
1386.6666666666667,2159,0.9143121815655396,1974,185,8,0.28392774432607687
1390.9333333333334,2168,0.9119003690036901,1977,191,8,0.28690036900369004
1395.2,2177,0.9104271933853928,1982,195,8,0.2898484152503445
1399.4666666666667,2185,0.9098398169336385,1988,197,8,0.29244851258581234
1403.7333333333333,2194,0.9079307201458523,1992,202,8,0.2944393801276208
1408.0,2197,0.9071461083295402,1993,204,8,0.2949476558944015
1416.5333333333333,2198,0.9071883530482256,1994,204,8,0.2948134667879891
1420.8,2200,0.9072727272727272,1996,204,8,0.29454545454545455
1425.0666666666666,2201,0.9073148568832349,1997,204,8,0.29441163107678325
1429.3333333333333,2203,0.9073990013617794,1999,204,8,0.2941443486155243
1437.8666666666666,2205,0.9074829931972789,2001,204,8,0.2938775510204082
1442.1333333333334,2206,0.9075249320036265,2002,204,8,0.2937443336355394
1446.4,2208,0.907608695652174,2004,204,8,0.29347826086956524
1459.2,2210,0.9076923076923077,2006,204,8,0.29321266968325793
1463.4666666666667,2212,0.9077757685352622,2008,204,8,0.29294755877034356
1480.5333333333333,2214,0.907859078590786,2010,204,8,0.2926829268292683
1484.8,2215,0.907900677200903,2011,204,8,0.2925507900677201
1489.0666666666666,2216,0.907942238267148,2012,204,8,0.2924187725631769
1493.3333333333333,2217,0.9079837618403248,2013,204,8,0.2922868741542625
1497.6,2218,0.9080252479711451,2014,204,8,0.2921550946798918
1501.8666666666666,2241,0.9089692101740294,2037,204,8,0.2891566265060241
1553.0666666666666,2242,0.9090098126672613,2038,204,8,0.28902765388046386
1570.1333333333334,2243,0.9090503789567543,2039,204,8,0.2888987962550156
1587.2,2244,0.9090909090909091,2040,204,8,0.2887700534759358
1604.2666666666667,2248,0.9083629893238434,2042,206,8,0.28825622775800713
1621.3333333333333,2251,0.9080408707241227,2044,207,8,0.28787205686361617
1638.4,2395,0.9106471816283925,2181,214,8,0.27056367432150313
1655.4666666666667,2398,0.9099249374478732,2182,216,8,0.2702251876563803
1664.0,2400,0.91,2184,216,8,0.27
1672.5333333333333,2401,0.9100374843815077,2185,216,8,0.2698875468554769
1681.0666666666666,2402,0.9096586178184846,2185,217,8,0.2697751873438801
1689.6,2403,0.9096962130669995,2186,217,8,0.2696629213483146
1706.6666666666667,2405,0.9097713097713098,2188,217,8,0.26943866943866945
1723.7333333333333,2406,0.9098088113050706,2189,217,8,0.26932668329177056
1732.2666666666667,2407,0.9098462816784378,2190,217,8,0.2692147901952638
1740.8,2412,0.9096185737976783,2194,218,8,0.26865671641791045
1757.8666666666666,2415,0.9097308488612836,2197,218,8,0.2683229813664596
1774.9333333333334,2417,0.9098055440628878,2199,218,8,0.2681009515928837
1792.0,2418,0.9098428453267163,2200,218,8,0.2679900744416873
1809.0666666666666,2421,0.909541511771995,2202,219,8,0.26765799256505574
1817.6,2422,0.9095788604459125,2203,219,8,0.2675474814203138
1826.1333333333334,2423,0.9096161782913743,2204,219,8,0.2674370614940157
1830.4,2424,0.9096534653465347,2205,219,8,0.26732673267326734
1843.2,2425,0.9096907216494845,2206,219,8,0.2672164948453608
1856.0,2426,0.9097279472382522,2207,219,8,0.2671063478977741
1877.3333333333333,2428,0.9098023064250412,2209,219,8,0.26688632619439867
1885.8666666666666,2430,0.9098765432098765,2211,219,8,0.26666666666666666
1911.4666666666667,2450,0.9102040816326531,2230,220,8,0.26448979591836735
1915.7333333333333,2453,0.9103139013452914,2233,220,8,0.26416632694659603
1928.5333333333333,2455,0.9103869653767821,2235,220,8,0.2639511201629328
1932.8,2456,0.9104234527687296,2236,220,8,0.26384364820846906
1937.0666666666666,2457,0.9104599104599105,2237,220,8,0.26373626373626374
1945.6,2461,0.9106054449410809,2241,220,8,0.26330759853718
1958.4,2462,0.9106417546709992,2242,220,8,0.26320064987814784
1962.6666666666667,2465,0.9107505070993914,2245,220,8,0.26288032454361054
1966.9333333333334,2466,0.910786699107867,2246,220,8,0.26277372262773724
1971.2,2467,0.9108228617754357,2247,220,8,0.2626672071341711
1979.7333333333333,2470,0.9105263157894737,2249,221,8,0.2623481781376518
1988.2666666666667,2471,0.9105625252934035,2250,221,8,0.2622420072845002
1992.5333333333333,2472,0.9105987055016181,2251,221,8,0.2621359223300971
1996.8,2476,0.9103392568659128,2254,222,8,0.2617124394184168
2001.0666666666666,2477,0.9103754541784417,2255,222,8,0.2616067823980622
2013.8666666666666,2478,0.910411622276029,2256,222,8,0.26150121065375304
2022.4,2479,0.9104477611940298,2257,222,8,0.2613957240822912
2030.9333333333334,2480,0.910483870967742,2258,222,8,0.26129032258064516
2043.7333333333333,2482,0.9105560032232071,2260,222,8,0.2610797743755036
2048.0,2545,0.9123772102161101,2322,223,8,0.2546168958742633
2056.5333333333333,2546,0.9124116260801257,2323,223,8,0.2545168892380204
2065.0666666666666,2550,0.9125490196078432,2327,223,8,0.2541176470588235
2073.6,2551,0.9125833006664054,2328,223,8,0.25401803214425717
2082.133333333333,2553,0.9126517822169996,2330,223,8,0.25381903642773207
2099.2,2554,0.9126859827721222,2331,223,8,0.25371965544244324
2107.733333333333,2555,0.912720156555773,2332,223,8,0.25362035225048923
2116.266666666667,2559,0.9120750293083235,2334,225,8,0.2532239155920281
2124.8,2561,0.9121436938695822,2336,225,8,0.25302616165560327
2133.3333333333335,2562,0.9117876658860266,2336,226,8,0.2529274004683841
2141.866666666667,2563,0.9118220834959032,2337,226,8,0.25282871634802967
2150.4,2564,0.9114664586583463,2337,227,8,0.25273010920436817
2158.9333333333334,2565,0.9115009746588694,2338,227,8,0.25263157894736843
2163.2,2567,0.9115699259836385,2340,227,8,0.2524347487339307
2167.4666666666667,2571,0.9101516919486581,2340,231,8,0.25204200700116686
2184.5333333333333,2667,0.901387326584177,2404,263,8,0.24296962879640044
2201.6,2669,0.9014612214312476,2406,263,8,0.2427875608842263
2218.6666666666665,2671,0.9011606140022463,2407,264,8,0.24260576563084987
2235.733333333333,2675,0.8998130841121496,2407,268,8,0.2422429906542056
2244.266666666667,2676,0.8998505231689088,2408,268,8,0.242152466367713
2252.8,2682,0.8993288590604027,2412,270,8,0.24161073825503357
2261.3333333333335,2683,0.899366380916884,2413,270,8,0.2415206857994782
2265.6,2685,0.8994413407821229,2415,270,8,0.24134078212290502
2269.866666666667,2689,0.898475269616958,2416,273,8,0.24098177761249534
2286.9333333333334,2691,0.89817911557042,2417,274,8,0.2408026755852843
2295.4666666666667,2692,0.8978454680534919,2417,275,8,0.24071322436849926
2304.0,2697,0.8976640711902113,2421,276,8,0.24026696329254726
2321.0666666666666,2698,0.8973313565604151,2421,277,8,0.24017790956263899
2329.6,2700,0.8970370370370371,2422,278,8,0.24
2338.133333333333,2701,0.8970751573491299,2423,278,8,0.23991114402073307
2342.4,2702,0.8971132494448557,2424,278,8,0.23982235381199113
2346.6666666666665,2703,0.8971513133555309,2425,278,8,0.2397336293007769
2355.2,2713,0.8949502395871729,2428,285,8,0.23884998157021747
2363.733333333333,2715,0.8950276243093923,2430,285,8,0.23867403314917127
2368.0,2716,0.8950662739322534,2431,285,8,0.23858615611192932
2372.266666666667,2723,0.8931325743665075,2432,291,8,0.237972824091076
2380.8,2724,0.8931718061674009,2433,291,8,0.23788546255506607
2389.3333333333335,2728,0.8918621700879765,2433,295,8,0.2375366568914956
2397.866666666667,2731,0.8916147931160747,2435,296,8,0.23727572317832296
2406.4,2742,0.8894967177242888,2439,303,8,0.2363238512035011
2414.9333333333334,2744,0.8895772594752187,2441,303,8,0.23615160349854228
2423.4666666666667,2747,0.8889697852202403,2442,305,8,0.2358937022206043
2432.0,2750,0.8887272727272727,2444,306,8,0.23563636363636364
2440.5333333333333,2754,0.888162672476398,2446,308,8,0.23529411764705882
2449.0666666666666,2756,0.888243831640058,2448,308,8,0.2351233671988389
