theta,support,attainment,healthy,violations,scenario_families,max_family_ratio
68.26666666666667,34,1.0,34,0,2,0.7647058823529411
72.53333333333333,150,1.0,150,0,3,0.36
76.8,162,1.0,162,0,3,0.3333333333333333
128.0,193,1.0,193,0,3,0.44041450777202074
136.53333333333333,284,1.0,284,0,3,0.38028169014084506
145.06666666666666,324,1.0,324,0,3,0.3333333333333333
170.66666666666666,337,1.0,337,0,6,0.32047477744807124
204.8,341,1.0,341,0,6,0.31671554252199413
238.93333333333334,375,1.0,375,0,6,0.37866666666666665
243.2,377,1.0,377,0,6,0.3819628647214854
247.46666666666667,381,1.0,381,0,6,0.3884514435695538
251.73333333333332,383,1.0,383,0,6,0.391644908616188
256.0,428,1.0,428,0,6,0.37616822429906543
273.06666666666666,630,1.0,630,0,6,0.2571428571428571
277.3333333333333,638,1.0,638,0,6,0.25391849529780564
285.8666666666667,644,1.0,644,0,6,0.2515527950310559
290.1333333333333,656,1.0,656,0,6,0.24695121951219512
341.3333333333333,662,1.0,662,0,6,0.24471299093655588
409.6,703,1.0,703,0,6,0.2532005689900427
413.8666666666667,704,1.0,704,0,6,0.25426136363636365
418.1333333333333,706,1.0,706,0,6,0.2563739376770538
422.4,711,1.0,711,0,6,0.2616033755274262
426.6666666666667,712,1.0,712,0,6,0.2612359550561798
430.93333333333334,717,1.0,717,0,6,0.26638772663877264
435.2,719,1.0,719,0,6,0.26842837273991654
439.46666666666664,720,1.0,720,0,6,0.26944444444444443
443.73333333333335,741,1.0,741,0,6,0.2901484480431849
460.8,742,1.0,742,0,6,0.28975741239892183
477.8666666666667,788,1.0,788,0,6,0.27284263959390864
490.6666666666667,789,1.0,789,0,6,0.27249683143219267
494.93333333333334,790,1.0,790,0,6,0.2721518987341772
499.2,791,1.0,791,0,6,0.2718078381795196
512.0,806,1.0,806,0,6,0.2679900744416873
516.2666666666667,807,1.0,807,0,6,0.26765799256505574
520.5333333333333,810,1.0,810,0,6,0.26666666666666666
529.0666666666667,813,1.0,813,0,6,0.2656826568265683
537.6,815,1.0,815,0,6,0.2650306748466258
541.8666666666667,816,1.0,816,0,6,0.2647058823529412
546.1333333333333,987,0.9989868287740629,986,1,6,0.2188449848024316
665.6,989,0.9989888776541962,988,1,6,0.21941354903943378
669.8666666666667,990,0.998989898989899,989,1,6,0.2202020202020202
674.1333333333333,995,0.9989949748743718,994,1,6,0.2241206030150754
678.4,1000,0.999,999,1,6,0.228
682.6666666666666,1040,0.9990384615384615,1039,1,6,0.25769230769230766
686.9333333333333,1041,0.9990393852065321,1040,1,6,0.2584053794428434
819.2,1146,0.9904013961605584,1135,11,6,0.23472949389179756
827.7333333333333,1148,0.990418118466899,1137,11,6,0.2343205574912892
840.5333333333333,1151,0.9904430929626412,1140,11,6,0.23370981754995657
844.8,1153,0.9904596704249783,1142,11,6,0.23330442324371206
861.8666666666667,1155,0.9904761904761905,1144,11,6,0.2329004329004329
866.1333333333333,1157,0.9904926534140017,1146,11,6,0.23249783923941228
870.4,1159,0.9905090595340811,1148,11,6,0.23209663503019845
874.6666666666666,1160,0.9905172413793103,1149,11,6,0.23189655172413792
878.9333333333333,1162,0.9905335628227194,1151,11,6,0.2314974182444062
887.4666666666667,1173,0.9906223358908781,1162,11,6,0.23017902813299232
891.7333333333333,1175,0.9906382978723405,1164,11,6,0.23148936170212767
896.0,1176,0.9906462585034014,1165,11,6,0.23214285714285715
900.2666666666667,1185,0.9898734177215189,1173,12,6,0.2379746835443038
904.5333333333333,1190,0.9899159663865547,1178,12,6,0.2411764705882353
