theta,support,attainment,healthy,violations,scenario_families,max_family_ratio
64.0,61,1.0,61,0,3,0.4262295081967213
68.26666666666667,162,1.0,162,0,3,0.3333333333333333
128.0,307,1.0,307,0,3,0.3517915309446254
132.26666666666668,311,1.0,311,0,3,0.34726688102893893
136.53333333333333,324,1.0,324,0,3,0.3333333333333333
204.8,369,1.0,369,0,6,0.2926829268292683
221.86666666666667,371,1.0,371,0,6,0.29110512129380056
238.93333333333334,388,1.0,388,0,6,0.30927835051546393
243.2,398,1.0,398,0,6,0.31909547738693467
247.46666666666667,399,1.0,399,0,6,0.3182957393483709
251.73333333333332,410,1.0,410,0,6,0.32439024390243903
256.0,534,1.0,534,0,6,0.30337078651685395
273.06666666666666,648,1.0,648,0,6,0.25
409.6,709,1.0,709,0,6,0.22849083215796898
426.6666666666667,710,1.0,710,0,6,0.22816901408450704
443.73333333333335,712,1.0,712,0,6,0.22752808988764045
477.8666666666667,788,1.0,788,0,6,0.25380710659898476
482.1333333333333,793,1.0,793,0,6,0.25346784363177804
486.4,797,1.0,797,0,6,0.2534504391468005
490.6666666666667,807,1.0,807,0,6,0.2527881040892193
494.93333333333334,816,1.0,816,0,6,0.2536764705882353
499.2,826,1.0,826,0,6,0.25302663438256656
503.46666666666664,829,1.0,829,0,6,0.25331724969843183
507.73333333333335,833,1.0,833,0,6,0.2533013205282113
512.0,880,1.0,880,0,6,0.24545454545454545
529.0666666666667,881,1.0,881,0,6,0.24517593643586832
546.1333333333333,972,1.0,972,0,6,0.2222222222222222
819.2,1062,1.0,1062,0,6,0.2033898305084746
887.4666666666667,1083,1.0,1083,0,6,0.21421975992613113
891.7333333333333,1084,1.0,1084,0,6,0.2140221402214022
896.0,1087,1.0,1087,0,6,0.21619135234590617
900.2666666666667,1091,1.0,1091,0,6,0.21631530705774518
904.5333333333333,1094,1.0,1094,0,6,0.21755027422303475
908.8,1096,1.0,1096,0,6,0.21715328467153286
917.3333333333334,1100,1.0,1100,0,6,0.2190909090909091
921.6,1106,1.0,1106,0,6,0.22151898734177214
925.8666666666667,1113,1.0,1113,0,6,0.22282120395327942
934.4,1115,1.0,1115,0,6,0.22242152466367712
938.6666666666666,1121,1.0,1121,0,6,0.22301516503122212
942.9333333333333,1125,1.0,1125,0,6,0.22311111111111112
947.2,1129,1.0,1129,0,6,0.22586359610274578
951.4666666666667,1130,1.0,1130,0,6,0.22566371681415928
955.7333333333333,1226,1.0,1226,0,6,0.22022838499184338
960.0,1228,1.0,1228,0,6,0.21986970684039087
972.8,1230,1.0,1230,0,6,0.21951219512195122
1006.9333333333333,1231,1.0,1231,0,6,0.21933387489845654
1024.0,1232,1.0,1232,0,6,0.21915584415584416
1092.2666666666667,1298,1.0,1298,0,6,0.20801232665639446
1109.3333333333333,1299,1.0,1299,0,6,0.20785219399538107
1621.3333333333333,1301,1.0,1301,0,6,0.207532667179093
1638.4,1476,1.0,1476,0,6,0.20392953929539295
1646.9333333333334,1478,1.0,1478,0,6,0.20365358592692828
1651.2,1479,1.0,1479,0,6,0.2035158891142664
1655.4666666666667,1483,1.0,1483,0,6,0.20498988536749832
1668.2666666666667,1484,1.0,1484,0,6,0.20485175202156333
1676.8,1486,1.0,1486,0,6,0.20524899057873486
1681.0666666666666,1488,1.0,1488,0,6,0.2049731182795699
1685.3333333333333,1492,1.0,1492,0,6,0.20710455764075067
1689.6,1494,1.0,1494,0,6,0.2074966532797858
1693.8666666666666,1498,1.0,1498,0,6,0.2076101468624833
1702.4,1502,1.0,1502,0,6,0.20772303595206393
1710.9333333333334,1508,1.0,1508,0,6,0.20888594164456234
1719.4666666666667,1510,1.0,1510,0,6,0.20927152317880796
1723.7333333333333,1513,1.0,1513,0,6,0.209517514871117
1728.0,1515,1.0,1515,0,6,0.21056105610561057
1732.2666666666667,1516,1.0,1516,0,6,0.2104221635883905
1736.5333333333333,1520,1.0,1520,0,6,0.21052631578947367
1745.0666666666666,1521,1.0,1521,0,6,0.210387902695595
1757.8666666666666,1526,1.0,1526,0,6,0.21035386631716907
1762.1333333333334,1527,1.0,1527,0,6,0.21021611001964635
1766.4,1529,1.0,1529,0,6,0.20994113799869196
1774.9333333333334,1569,1.0,1569,0,6,0.20650095602294455
1796.2666666666667,1574,1.0,1574,0,6,0.20584498094027953
1800.5333333333333,1576,1.0,1576,0,6,0.20558375634517767
1804.8,1578,1.0,1578,0,6,0.20532319391634982
1813.3333333333333,1582,1.0,1582,0,6,0.20480404551201012
1830.4,1583,1.0,1583,0,6,0.20467466835123183
1856.0,1584,1.0,1584,0,6,0.20454545454545456
1860.2666666666667,1585,1.0,1585,0,6,0.20441640378548895
1868.8,1586,1.0,1586,0,6,0.2042875157629256
1873.0666666666666,1590,1.0,1590,0,6,0.2037735849056604
1881.6,1592,1.0,1592,0,6,0.20351758793969849
1885.8666666666666,1593,1.0,1593,0,6,0.2033898305084746
1890.1333333333334,1598,1.0,1598,0,6,0.20275344180225283
1911.4666666666667,1608,1.0,1608,0,6,0.20149253731343283
2065.0666666666666,1610,1.0,1610,0,6,0.20124223602484473
2184.5333333333333,1633,1.0,1633,0,6,0.19840783833435394
2218.6666666666665,1634,1.0,1634,0,6,0.19828641370869032
2252.8,1635,1.0,1635,0,6,0.1981651376146789
2269.866666666667,1636,1.0,1636,0,6,0.1980440097799511
2372.266666666667,1637,1.0,1637,0,6,0.19792302993280392
2440.5333333333333,1639,1.0,1639,0,6,0.19829164124466137
2457.6,1800,1.0,1800,0,6,0.20944444444444443
2466.133333333333,1802,1.0,1802,0,6,0.20921198668146504
2470.4,1803,1.0,1803,0,6,0.20909595119245702
2474.6666666666665,1804,1.0,1804,0,6,0.20953436807095344
2478.9333333333334,1805,1.0,1805,0,6,0.20941828254847644
2483.2,1806,1.0,1806,0,6,0.20930232558139536
2487.4666666666667,1807,1.0,1807,0,6,0.20918649695628114
2491.733333333333,1810,1.0,1810,0,6,0.20883977900552486
2496.0,1814,1.0,1814,0,6,0.20837927232635062
2504.5333333333333,1816,1.0,1816,0,6,0.20814977973568283
2508.8,1818,1.0,1818,0,6,0.2079207920792079
2513.0666666666666,1819,1.0,1819,0,6,0.20780648708081365
2517.3333333333335,1820,1.0,1820,0,6,0.2076923076923077
2521.6,1822,1.0,1822,0,6,0.2074643249176729
2534.4,1823,1.0,1823,0,6,0.20735052111903457
2542.9333333333334,1827,1.0,1827,0,6,0.20689655172413793
2547.2,1829,1.0,1829,0,6,0.20667031164570804
2551.4666666666667,1830,1.0,1830,0,6,0.20655737704918034
2560.0,1833,1.0,1833,0,6,0.20621931260229132
2572.8,1835,1.0,1835,0,6,0.20599455040871933
2577.0666666666666,1837,1.0,1837,0,6,0.20577027762656505
2585.6,1838,1.0,1838,0,6,0.20565832426550598
2602.6666666666665,1840,1.0,1840,0,6,0.20543478260869566
2606.9333333333334,1842,1.0,1842,0,6,0.20521172638436483
2611.2,1844,1.0,1844,0,6,0.20498915401301518
2615.4666666666667,1845,1.0,1845,0,6,0.2048780487804878
2624.0,1848,1.0,1848,0,6,0.20454545454545456
2628.266666666667,1850,1.0,1850,0,6,0.20432432432432432
2632.5333333333333,1851,1.0,1851,0,6,0.20421393841166938
2649.6,1852,1.0,1852,0,6,0.2041036717062635
2653.866666666667,1854,1.0,1854,0,6,0.20388349514563106
2662.4,1858,1.0,1858,0,6,0.20344456404736275
2798.9333333333334,1859,1.0,1859,0,6,0.20333512641204948
2901.3333333333335,1860,1.0,1860,0,6,0.2032258064516129
2918.4,1861,1.0,1861,0,6,0.2031166039763568
2935.4666666666667,1862,0.9994629430719656,1861,1,6,0.20300751879699247
3003.733333333333,1869,0.9994649545211343,1868,1,6,0.20545746388443017
3008.0,1870,0.9994652406417113,1869,1,6,0.20588235294117646
3012.266666666667,1871,0.9994655264564404,1870,1,6,0.20630678781400322
3016.5333333333333,1873,0.999466097170315,1872,1,6,0.20715429791777895
3020.8,1875,0.9994666666666666,1874,1,6,0.20746666666666666
3025.0666666666666,1877,0.9994672349493873,1876,1,6,0.20831113478955782
3029.3333333333335,1878,0.9994675186368477,1877,1,6,0.20873269435569755
3037.866666666667,1879,0.9989356040447046,1877,2,6,0.2086216072378925
3042.133333333333,1882,0.9989373007438895,1880,2,6,0.20988310308182784
3046.4,1883,0.9989378651088688,1881,2,6,0.2103027084439724
3050.6666666666665,1884,0.9989384288747346,1882,2,6,0.21072186836518048
3063.4666666666667,1885,0.9989389920424403,1883,2,6,0.21114058355437665
3072.0,1886,0.9989395546129375,1884,2,6,0.21155885471898198
3080.5333333333333,1887,0.9989401165871754,1885,2,6,0.21197668256491786
3089.0666666666666,1890,0.9989417989417989,1888,2,6,0.2126984126984127
3101.866666666667,1891,0.9989423585404548,1889,2,6,0.21311475409836064
3106.133333333333,1892,0.9989429175475687,1890,2,6,0.2135306553911205
3114.6666666666665,1893,0.9989434759640782,1891,2,6,0.21394611727416799
3123.2,1894,0.9989440337909187,1892,2,6,0.21436114044350582
3140.266666666667,1898,0.9989462592202318,1896,2,6,0.2160168598524763
3157.3333333333335,1899,0.9989468141126909,1897,2,6,0.21642969984202212
3165.866666666667,1901,0.9989479221462388,1899,2,6,0.21725407680168332
3174.4,1902,0.9989484752891693,1900,2,6,0.21766561514195584
3178.6666666666665,1904,0.9989495798319328,1902,2,6,0.21796218487394958
3182.9333333333334,1906,0.9989506820566632,1904,2,6,0.21773347324239245
3187.2,1907,0.9989512323020451,1905,2,6,0.21761929732564236
3191.4666666666667,1910,0.9989528795811519,1908,2,6,0.21832460732984293
3200.0,1912,0.9989539748953975,1910,2,6,0.2186192468619247
3204.266666666667,1915,0.9989556135770234,1913,2,6,0.21827676240208876
3208.5333333333333,1919,0.9984366857738406,1916,3,6,0.21834288692027098
3212.8,1922,0.9984391259105099,1919,3,6,0.21800208116545267
3217.0666666666666,1923,0.9984399375975039,1920,3,6,0.21840873634945399
3221.3333333333335,1924,0.9984407484407485,1921,3,6,0.2182952182952183
3225.6,1926,0.9984423676012462,1923,3,6,0.21806853582554517
3229.866666666667,1928,0.9984439834024896,1925,3,6,0.2183609958506224
3234.133333333333,1930,0.9984455958549223,1927,3,6,0.21865284974093263
3238.4,1932,0.9984472049689441,1929,3,6,0.2194616977225673
3242.6666666666665,1933,0.9984480082772892,1930,3,6,0.21934816347646147
3246.9333333333334,1935,0.9984496124031008,1932,3,6,0.22015503875968992
3251.2,1938,0.9984520123839009,1935,3,6,0.21981424148606812
3255.4666666666667,1943,0.9984559958826557,1940,3,6,0.22027792074112199
3259.733333333333,1945,0.9984575835475579,1942,3,6,0.22005141388174806
3264.0,1946,0.9984583761562179,1943,3,6,0.22045220966084275
3276.8,2161,0.992596020360944,2145,16,6,0.1999074502545118
3310.9333333333334,2163,0.9921405455386038,2146,17,6,0.19972260748959778
3345.0666666666666,2164,0.9916820702402958,2146,18,6,0.19963031423290203
3362.133333333333,2165,0.9912240184757506,2146,19,6,0.1995381062355658
3413.3333333333335,2166,0.9907663896583564,2146,20,6,0.1994459833795014
