model,trim_ramp_windows,window_end_ms,n_requests,violated,ttft_p95,tpot_p95,e2e_p95,errors
dsllama-8b,1,1783809023471,162,False,49.62276667356491,15.521799426848494,2009.5952823758125,0
dsllama-8b,1,1783809028471,166,False,51.52595043182373,15.975246924584306,2072.6924538612366,0
dsllama-8b,1,1783809033471,164,False,51.52595043182373,15.975246924584306,2072.6924538612366,0
dsllama-8b,1,1783809038471,169,False,51.582418382167816,15.975246924584306,2072.6924538612366,0
dsllama-8b,1,1783809043471,175,False,52.79962718486786,15.975246924584306,2072.6924538612366,0
dsllama-8b,1,1783809048471,169,False,52.79962718486786,15.975246924584306,2072.6924538612366,0
dsllama-8b,1,1783809053471,163,False,52.79962718486786,15.975246924584306,2072.6924538612366,0
dsllama-8b,1,1783809058471,153,False,53.695447742938995,15.307444404429338,1993.5195595026016,0
dsllama-8b,1,1783809063471,166,False,52.938804030418396,15.576321426339037,2015.1150524616241,0
dsllama-8b,1,1783809068471,165,False,52.938804030418396,15.576321426339037,2015.1150524616241,0
dsllama-8b,1,1783809073471,166,False,52.322059869766235,15.728274433631597,2034.9825248122215,0
dsllama-8b,1,1783809078471,171,False,52.322059869766235,15.800127363580419,2040.6035482883453,0
dsllama-8b,1,1783809083471,180,False,52.322059869766235,15.800127363580419,2040.6035482883453,0
dsllama-8b,1,1783809088471,174,False,52.08316445350647,15.800127363580419,2040.6035482883453,0
dsllama-8b,1,1783809093471,168,False,52.08316445350647,15.800127363580419,2040.0363579392433,0
dsllama-8b,1,1783809098471,173,False,52.322059869766235,15.821736217953088,2052.258051931858,0
dsllama-8b,1,1783809103471,166,False,53.26297879219055,15.818903941338457,2052.258051931858,0
dsllama-8b,1,1783809108471,170,False,54.34601008892059,16.404706310099503,2127.9560774564743,0
dsllama-8b,1,1783809113471,205,False,56.1869740486145,17.72640469506031,2299.3853837251663,0
dsllama-8b,1,1783809118471,246,False,57.34444409608841,17.728389658796505,2299.3853837251663,0
dsllama-8b,1,1783809123471,258,False,60.76948344707489,17.728389658796505,2299.3853837251663,0
dsllama-8b,1,1783809128471,264,False,93.00095587968826,17.72640469506031,2298.659786581993,0
dsllama-8b,1,1783809133471,281,False,115.89740961790085,17.728389658796505,2300.088129937649,0
dsllama-8b,1,1783809138471,307,False,115.89740961790085,17.816270547588978,2311.999559402466,0
dsllama-8b,1,1783809143471,295,False,120.0690045952797,17.809145797894697,2319.2929103970528,0
dsllama-8b,1,1783809148471,313,False,121.80422991514206,18.84660770104626,2450.2594098448753,0
dsllama-8b,1,1783809153471,318,False,123.43647330999374,18.84660770104626,2450.2594098448753,0
dsllama-8b,1,1783809158471,336,False,131.55709207057953,18.83946769819485,2447.06080108881,0
dsllama-8b,1,1783809163471,346,False,131.55709207057953,18.83856347930713,2444.9688866734505,0
dsllama-8b,1,1783809168471,340,False,133.63460451364517,18.83946769819485,2447.06080108881,0
dsllama-8b,1,1783809173471,346,False,133.49494338035583,18.83856347930713,2444.9688866734505,0
dsllama-8b,1,1783809178471,342,False,133.49494338035583,18.003928438415677,2373.432010412216,0
dsllama-8b,1,1783809183471,338,False,133.63460451364517,18.013178246227774,2378.024697303772,0
dsllama-8b,1,1783809188471,342,False,146.80776745080948,17.973398012439098,2369.7120770812035,0
dsllama-8b,1,1783809193471,343,False,142.29901134967804,17.972180341172407,2368.2050555944443,0
dsllama-8b,1,1783809198471,349,False,141.01022481918335,17.972180341172407,2368.2050555944443,0
dsllama-8b,1,1783809203471,345,False,141.01022481918335,17.931670889141053,2368.2050555944443,0
dsllama-8b,1,1783809208471,329,False,142.29901134967804,17.930412386346053,2366.22104793787,0
dsllama-8b,1,1783809213471,347,False,144.31417733430862,18.029038831004947,2377.26891040802,0
dsllama-8b,1,1783809218471,347,False,124.58612024784088,18.017908426250997,2364.9409413337708,0
dsllama-8b,1,1783809223471,348,False,123.28003346920013,18.017908426250997,2364.9409413337708,0
dsllama-8b,1,1783809228471,348,False,124.96199458837509,18.027280317986104,2367.835409939289,0
dsllama-8b,1,1783809233471,344,False,124.58612024784088,18.027280317986104,2367.835409939289,0
dsllama-8b,1,1783809238471,341,False,124.58612024784088,18.017908426250997,2365.427106618881,0
dsllama-8b,1,1783809243471,323,False,123.28003346920013,17.726961376629475,2326.8406987190247,0
dsllama-8b,1,1783809248471,320,False,125.1060962677002,17.719377917567577,2327.6961147785187,0
dsllama-8b,1,1783809253471,319,False,124.96199458837509,17.78282858724669,2333.8794112205505,0
dsllama-8b,1,1783809258471,319,False,124.76541101932526,17.803169376268162,2345.014698803425,0
dsllama-8b,1,1783809263471,332,False,123.2939064502716,17.80181073063002,2339.3811881542206,0
dsllama-8b,1,1783809268471,330,False,125.1060962677002,17.80181073063002,2341.0210236907005,0
dsllama-8b,1,1783809273471,341,False,123.2939064502716,17.81240844820428,2358.767069876194,0
dsllama-8b,1,1783809278471,338,False,119.19944733381271,17.80938961374478,2352.374203503132,0
dsllama-8b,1,1783809283471,341,False,125.45545399188995,17.80181073063002,2359.7959503531456,0
dsllama-8b,1,1783809288471,347,False,124.67798590660095,17.907996698627322,2366.9768273830414,0
dsllama-8b,1,1783809293471,345,False,124.67798590660095,17.943489035283488,2367.6847964525223,0
dsllama-8b,1,1783809298471,340,False,121.65451049804688,17.946656294695035,2367.9602295160294,0
dsllama-8b,1,1783809303471,337,False,125.45545399188995,17.93632756068012,2356.837548315525,0
dsllama-8b,1,1783809308471,327,False,121.65451049804688,17.93632756068012,2354.012928903103,0
dsllama-8b,1,1783809313471,329,False,117.44960397481918,17.946656294695035,2354.012928903103,0
dsllama-8b,1,1783809318471,322,False,113.2376566529274,17.779400440182272,2327.440157532692,0
dsllama-8b,1,1783809323471,318,False,118.07228624820709,17.68756299976289,2317.0098289847374,0
dsllama-8b,1,1783809328471,327,False,116.86795204877853,17.813538589815455,2330.5319771170616,0
dsllama-8b,1,1783809333471,333,False,119.94623392820358,17.866353761023422,2346.4556708931923,0
dsllama-8b,1,1783809338471,345,False,118.07228624820709,17.864542917942437,2346.4556708931923,0
dsllama-8b,1,1783809343471,329,True,124.84614551067352,30.77122961296727,15800.551697611809,0
dsllama-8b,1,1783809348471,318,True,137.07707077264786,45.19728404960054,23206.877164542675,0
dsllama-8b,1,1783809353471,297,True,153.4908413887024,54.13044405893337,27789.97492790222,0
dsllama-8b,1,1783809358471,279,True,214.2651006579399,60.01629107385699,30824.73710179329,0
dsllama-8b,1,1783809363471,273,True,265.14625549316406,64.22018947958246,33029.10470217466,0
dsllama-8b,1,1783809368471,264,True,330.1638960838318,67.0657869712714,34473.93514215946,0
dsllama-8b,1,1783809373471,271,True,8047.725260257721,69.88725945382669,43149.369068443775,0
dsllama-8b,1,1783809378471,281,True,14894.414111971855,69.44162488975171,47263.51995021105,0
dsllama-8b,1,1783809383471,294,True,20647.97678589821,71.74570572702852,54726.37918591499,0
dsllama-8b,1,1783809388471,297,True,22674.518577754498,75.93874955538901,60746.92776799202,0
dsllama-8b,1,1783809393471,285,True,36503.814712166786,79.44579078376643,70761.62531226873,7
dsllama-8b,1,1783809398471,286,True,39666.494123637676,80.61867166463642,71796.57845199108,25
