ts,window_id,model,signal_source,raw_signal,theta,z,tss,theta_m,z_m,queue_len,decode_tps,prefill_tps,replicas_awake,replicas_target,tier,eta_m,action
1783836340.316,1783836340316,dsllama-8b,zm,0.0,1290.915,nan,0.0,1290.915,nan,0.0,0.0,0.0,1,1,healthy,nan,none
1783836340.316,1783836340316,dsqwen-14b,zm,0.0,1020.235,nan,0.0,1020.235,nan,0.0,0.0,0.0,1,1,healthy,nan,none
1783836340.316,1783836340316,dsqwen-7b,zm,0.0,993.4687597800112,nan,0.0,993.4687597800112,nan,0.0,0.0,0.0,1,1,healthy,nan,none
1783836347.03,1783836347030,dsllama-8b,zm,816.125,1290.915,0.6322066131387427,816.125,1290.915,0.6322066131387427,4.0,106.66666666666667,107.5,1,1,crit,816.125,none
1783836347.03,1783836347030,dsqwen-14b,zm,696.4328571428571,1020.235,0.6826200406208933,696.4328571428571,1020.235,0.6826200406208933,4.666666666666667,102.4,103.2,1,1,crit,696.4328571428571,none
1783836347.03,1783836347030,dsqwen-7b,zm,1231.182857142857,993.4687597800112,1.2392768720935765,1231.182857142857,993.4687597800112,1.2392768720935765,4.666666666666667,187.73333333333332,189.2,1,1,healthy,1231.182857142857,none
1783836353.899,1783836353899,dsllama-8b,zm,816.125,1290.915,0.6322066131387427,816.125,1290.915,0.6322066131387427,4.0,106.66666666666667,107.5,1,1,crit,816.125,none
1783836353.899,1783836353899,dsqwen-14b,zm,909.3437199965199,1020.235,0.8913081005812581,909.3437199965199,1020.235,0.8913081005812581,9.666666666666666,435.2,438.6,1,1,healthy,909.3437199965199,none
1783836353.899,1783836353899,dsqwen-7b,zm,1231.182857142857,993.4687597800112,1.2392768720935765,1231.182857142857,993.4687597800112,1.2392768720935765,4.666666666666667,187.73333333333332,189.2,1,1,healthy,1231.182857142857,none
1783836360.67,1783836360670,dsllama-8b,zm,936.5646491276584,1290.915,0.7255045058177018,936.5646491276584,1290.915,0.7255045058177018,8.666666666666666,349.8666666666667,352.6,1,1,crit,936.5646491276584,none
