model,trim_ramp_windows,window_end_ms,n_requests,violated,ttft_p95,tpot_p95,e2e_p95,errors
dsllama-8b,1,1783798371812,162,False,50.44194310903549,15.434083448150965,2003.003530204296,0
dsllama-8b,1,1783798376812,166,False,50.17136037349701,15.868029021841334,2055.376909673214,0
dsllama-8b,1,1783798381812,164,False,49.532562494277954,15.868029021841334,2055.376909673214,0
dsllama-8b,1,1783798386812,169,False,50.00830441713333,15.868029021841334,2055.376909673214,0
dsllama-8b,1,1783798391812,175,False,50.41979253292084,15.868029021841334,2055.376909673214,0
dsllama-8b,1,1783798396812,169,False,50.17700791358948,15.868029021841334,2055.376909673214,0
dsllama-8b,1,1783798401812,163,False,50.4264160990715,15.868029021841334,2055.376909673214,0
dsllama-8b,1,1783798406812,153,False,53.15551906824112,15.24555020210311,1977.331779897213,0
dsllama-8b,1,1783798411812,166,False,53.28458547592163,15.53472037625125,2012.9525437951088,0
dsllama-8b,1,1783798416812,165,False,53.65633964538574,15.53472037625125,2012.9525437951088,0
dsllama-8b,1,1783798421812,166,False,54.62159961462021,15.693874692353676,2039.8362874984741,0
dsllama-8b,1,1783798426812,171,False,55.20246922969818,15.77957150504345,2045.3823506832123,0
dsllama-8b,1,1783798431812,180,False,54.62159961462021,15.77957150504345,2045.3823506832123,0
dsllama-8b,1,1783798436812,174,False,52.78751999139786,15.77957150504345,2045.3823506832123,0
dsllama-8b,1,1783798441812,168,False,53.87096107006073,15.77957150504345,2045.3823506832123,0
dsllama-8b,1,1783798446812,173,False,52.97272652387619,15.818621347269675,2050.6252720952034,0
dsllama-8b,1,1783798451812,166,False,51.95678025484085,15.794788934583739,2046.4291870594025,0
dsllama-8b,1,1783798456812,170,False,51.30942165851593,16.414604318423535,2125.6648004055023,0
dsllama-8b,1,1783798461812,170,False,52.65249311923981,16.414604318423535,2125.6648004055023,0
dsllama-8b,1,1783798466812,186,False,53.11755836009979,16.413653694738553,2125.158943235874,0
dsllama-8b,1,1783798471812,177,False,52.756935358047485,16.414604318423535,2125.6648004055023,0
dsllama-8b,1,1783798476812,178,False,53.11755836009979,16.414604318423535,2125.6648004055023,0
dsllama-8b,1,1783798481812,177,False,52.756935358047485,16.414604318423535,2125.6648004055023,0
dsllama-8b,1,1783798486812,168,False,52.756935358047485,15.8724478027952,2057.536095380783,0
dsllama-8b,1,1783798491812,159,False,52.756935358047485,15.911460450784428,2062.031239271164,0
dsllama-8b,1,1783798496812,145,False,52.11781710386276,15.911460450784428,2062.031239271164,0
dsllama-8b,1,1783798501812,142,False,52.11781710386276,15.911460450784428,2062.031239271164,0
dsllama-8b,1,1783798506812,128,False,76.09280943870544,15.30885291615809,2006.0688704252243,0
dsllama-8b,1,1783798511812,144,False,84.0759128332138,15.872432432306095,2068.650059401989,0
dsllama-8b,1,1783798516812,140,False,84.65035259723663,15.892313045310223,2070.8439499139786,0
dsllama-8b,1,1783798521812,149,False,84.0759128332138,15.872432432306095,2068.650059401989,0
dsllama-8b,1,1783798526812,151,False,84.0759128332138,15.872432432306095,2068.650059401989,0
dsllama-8b,1,1783798531812,164,False,80.8694139122963,15.85482072642469,2068.2000815868378,0
dsllama-8b,1,1783798536812,187,False,65.30719995498657,16.652733732865553,2162.2851490974426,0
dsllama-8b,1,1783798541812,173,False,55.745355784893036,16.66260545882653,2163.5773852467537,0
dsllama-8b,1,1783798546812,178,False,55.745355784893036,16.66260545882653,2163.5773852467537,0
dsllama-8b,1,1783798551812,177,False,57.18742311000824,16.66260545882653,2163.5773852467537,0
dsllama-8b,1,1783798556812,185,False,55.20544946193695,16.652733732865553,2162.2851490974426,0
dsllama-8b,1,1783798561812,182,False,53.510770201683044,16.652733732865553,2162.2851490974426,0
dsllama-8b,1,1783798566812,158,False,57.18742311000824,15.375508567479653,1990.247406065464,0
dsllama-8b,1,1783798571812,159,False,57.18742311000824,15.375508567479653,1990.247406065464,0
dsllama-8b,1,1783798576812,161,False,53.510770201683044,15.223510680705543,1976.1976450681686,0
dsllama-8b,1,1783798581812,162,False,51.86113715171814,15.223510680705543,1976.1976450681686,0
dsllama-8b,1,1783798586812,160,False,51.55755579471588,15.307574408260857,1983.506239950657,0
dsllama-8b,1,1783798591812,167,False,51.55755579471588,16.4128702104561,2124.6424168348312,0
dsllama-8b,1,1783798596812,183,False,51.81869864463806,16.41052474421779,2121.8233704566956,0
dsllama-8b,1,1783798601812,182,False,51.81869864463806,16.41052474421779,2121.8233704566956,0
dsllama-8b,1,1783798606812,179,False,52.05710232257843,16.4128702104561,2124.6424168348312,0
dsllama-8b,1,1783798611812,190,False,55.34600466489792,16.41052474421779,2121.9450682401657,0
dsllama-8b,1,1783798616812,182,False,55.704303085803986,16.41052474421779,2121.9450682401657,0
dsllama-8b,1,1783798621812,172,False,54.72254753112793,16.074863064476823,2084.6227928996086,0
dsllama-8b,1,1783798626812,161,False,52.09852755069733,16.074863064476823,2084.6227928996086,0
dsllama-8b,1,1783798631812,164,False,52.09852755069733,16.074863064476823,2084.6227928996086,0
dsllama-8b,1,1783798636812,170,False,52.037984132766724,16.074863064476823,2084.6227928996086,0
dsllama-8b,1,1783798641812,158,False,49.54195022583008,15.26261355698578,1981.1651408672333,0
dsllama-8b,1,1783798646812,164,False,49.06086623668671,15.26401326881619,1977.6380136609077,0
dsllama-8b,1,1783798651812,174,False,50.816722214221954,16.20722227678524,2099.398784339428,0
dsllama-8b,1,1783798656812,171,False,50.816722214221954,16.20722227678524,2099.398784339428,0
dsllama-8b,1,1783798661812,180,False,52.61281877756119,16.390608990286278,2120.4792708158493,0
dsllama-8b,1,1783798666812,174,False,54.89520728588104,16.405120022653595,2129.632532596588,0
dsllama-8b,1,1783798671812,177,False,55.0457164645195,16.405120022653595,2129.632532596588,0
dsllama-8b,1,1783798676812,184,False,52.3509606719017,16.40361025342791,2125.0688061118126,0
dsllama-8b,1,1783798681812,172,False,53.82697284221649,16.40361025342791,2124.8458847403526,0
dsllama-8b,1,1783798686812,174,False,53.82697284221649,16.40361025342791,2124.8458847403526,0
dsllama-8b,1,1783798691812,166,False,53.82697284221649,16.2469606817238,2106.180913746357,0
dsllama-8b,1,1783798696812,172,False,54.068803787231445,15.615809268838778,2029.8915952444077,0
dsllama-8b,1,1783798701812,167,False,54.107196629047394,15.615809268838778,2029.8915952444077,0
dsllama-8b,1,1783798706812,156,False,59.46175754070282,15.676630235563113,2043.5834527015686,0
dsllama-8b,1,1783798711812,160,False,80.01708984375,15.676630235563113,2048.490382730961,0
dsllama-8b,1,1783798716812,164,False,88.8298973441124,15.66697985637845,2043.5834527015686,0
dsllama-8b,1,1783798721812,156,False,89.4620344042778,15.676630235563113,2048.490382730961,0
dsllama-8b,1,1783798726812,152,False,89.4620344042778,15.452515597887865,2021.4774683117867,0
dsllama-8b,1,1783798731812,154,False,100.71253031492233,15.453634592961139,2025.4478603601456,0
dsllama-8b,1,1783798736812,162,False,103.27184200286865,15.466232996756636,2033.5955247282982,0
dsllama-8b,1,1783798741812,160,False,110.77530682086945,15.441995495416986,2033.2035645842552,0
dsllama-8b,1,1783798746812,158,False,111.84894293546677,15.477664064703964,2033.2035645842552,0
dsllama-8b,1,1783798751812,172,False,114.01527374982834,15.509482033140078,2037.4306961894035,0
dsllama-8b,1,1783798756812,171,False,114.01527374982834,15.509482033140078,2037.4306961894035,0
dsllama-8b,1,1783798761812,175,False,102.80460119247437,15.509482033140078,2036.2747684121132,0
dsllama-8b,1,1783798766812,170,False,99.36687350273132,15.404551986634262,2026.5665799379349,0
dsllama-8b,1,1783798771812,170,False,100.65947473049164,15.431253694173858,2029.6990349888802,0
dsllama-8b,1,1783798776812,173,False,100.65947473049164,15.36763459444046,2030.002973973751,0
dsllama-8b,1,1783798781812,169,False,100.65947473049164,15.36763459444046,2029.6990349888802,0
dsllama-8b,1,1783798786812,168,False,102.37829387187958,15.36763459444046,2028.6583378911018,0
dsllama-8b,1,1783798791812,168,False,104.20268028974533,15.476107480019097,2042.7443236112595,0
dsllama-8b,1,1783798796812,168,False,104.33024913072586,15.476107480019097,2042.7443236112595,0
dsllama-8b,1,1783798801812,167,False,105.25932163000107,15.497955104966803,2053.959399461746,0
dsllama-8b,1,1783798806812,166,False,108.05955529212952,15.509083573743114,2053.959399461746,0
dsllama-8b,1,1783798811812,168,False,106.68282955884933,15.674278081402065,2065.26580452919,0
dsllama-8b,1,1783798816812,176,False,105.44902831315994,15.674278081402065,2065.26580452919,0
dsllama-8b,1,1783798821812,178,False,105.25932163000107,15.645923928951653,2058.0672919750214,0
dsllama-8b,1,1783798826812,181,False,104.26060855388641,15.742259466741967,2065.26580452919,0
dsllama-8b,1,1783798831812,178,False,102.2939383983612,15.742259466741967,2065.26580452919,0
dsllama-8b,1,1783798836812,173,False,91.92488342523575,15.742259466741967,2065.26580452919,0
dsllama-8b,1,1783798841812,167,False,61.263374984264374,15.685839915838768,2032.9246073961258,0
dsllama-8b,1,1783798846812,161,False,51.56835913658142,15.685839915838768,2029.3375179171562,0
dsllama-8b,1,1783798851812,152,False,51.56835913658142,15.70107383052195,2032.9246073961258,0
dsllama-8b,1,1783798856812,145,False,49.28044229745865,15.24650493240732,1970.4874828457832,0
dsllama-8b,1,1783798861812,153,False,47.44735360145569,15.893960503611977,2053.3652380108833,0
dsllama-8b,1,1783798866812,155,False,48.434704542160034,15.893960503611977,2053.3652380108833,0
dsllama-8b,1,1783798871812,162,False,50.0602051615715,15.887867160669462,2052.56300419569,0
dsllama-8b,1,1783798876812,160,False,50.09046196937561,15.893960503611977,2053.3652380108833,0
dsllama-8b,1,1783798881812,170,False,50.11344701051712,15.887867160669462,2052.56300419569,0
dsllama-8b,1,1783798886812,169,False,50.09046196937561,15.887867160669462,2052.56300419569,0
dsllama-8b,1,1783798891812,165,False,50.22130906581879,15.567070327875182,2021.1749076843262,0
dsllama-8b,1,1783798896812,176,False,50.22130906581879,15.598201434912644,2021.1749076843262,0
dsllama-8b,1,1783798901812,175,False,50.02284795045853,15.48660429209236,2005.3683668375015,0
dsllama-8b,1,1783798906812,173,False,50.02284795045853,15.48660429209236,2005.3683668375015,0
dsllama-8b,1,1783798911812,172,False,50.02881586551666,15.48660429209236,2005.3683668375015,0
dsllama-8b,1,1783798916812,176,False,50.254203379154205,15.48660429209236,2005.3683668375015,0
dsllama-8b,1,1783798921812,165,False,51.10408365726471,15.48660429209236,2005.3683668375015,0
dsllama-8b,1,1783798926812,159,False,52.06117779016495,15.263819436388692,1984.2871651053429,0
dsllama-8b,1,1783798931812,154,False,51.10408365726471,15.272421747680724,1983.9799627661705,0
dsllama-8b,1,1783798936812,156,False,51.10408365726471,15.296671392880087,1983.9799627661705,0
dsllama-8b,1,1783798941812,145,False,51.10408365726471,15.296671392880087,1983.9799627661705,0
dsllama-8b,1,1783798946812,145,False,51.10408365726471,15.296671392880087,1983.9799627661705,0
dsllama-8b,1,1783798951812,152,False,49.58435893058777,15.296671392880087,1983.9799627661705,0
dsllama-8b,1,1783798956812,156,False,49.58435893058777,19.891666673769162,2568.3489739894867,0
dsllama-8b,1,1783798961812,176,True,130.68915903568268,43.21446968151399,22169.44106668234,0
dsllama-8b,1,1783798966812,204,True,171.20501399040222,44.303681475425655,22772.23687618971,0
dsllama-8b,1,1783798971812,232,True,202.50122249126434,44.29890444309044,22759.248219430447,0
dsllama-8b,1,1783798976812,253,True,221.9156250357628,44.62077163570509,22755.92038780451,0
dsllama-8b,1,1783798981812,257,True,221.9156250357628,44.62077163570509,22755.92038780451,0
dsllama-8b,1,1783798986812,246,True,221.9156250357628,44.62077163570509,22755.92038780451,0
dsllama-8b,1,1783798991812,225,True,221.9156250357628,44.830788836235136,22759.248219430447,0
dsllama-8b,1,1783798996812,198,True,226.08348727226257,45.08235769009027,21956.402860581875,0
dsllama-8b,1,1783799001812,184,True,221.0775837302208,45.08235769009027,19533.272594213486,0
dsllama-8b,1,1783799006812,158,False,165.06078839302063,41.42083802561122,5404.771365225315,0
dsllama-8b,1,1783799011812,160,False,134.51850414276123,34.498792171008944,4504.754789173603,0
dsllama-8b,1,1783799016812,173,False,86.58428490161896,26.43037757535619,3427.483171224594,0
dsllama-8b,1,1783799021812,184,False,54.91165816783905,16.72055636803935,2162.1013879776,0
dsllama-8b,1,1783799026812,192,False,54.98290807008743,16.72055636803935,2162.1013879776,0
dsllama-8b,1,1783799031812,181,False,53.128086030483246,16.72055636803935,2162.1013879776,0
dsllama-8b,1,1783799036812,195,False,53.128086030483246,16.72055636803935,2162.1013879776,0
dsllama-8b,1,1783799041812,194,False,51.65418237447739,16.72055636803935,2162.1013879776,0
dsllama-8b,1,1783799046812,190,False,51.872044801712036,16.35007173057616,2111.4211082458496,0
dsllama-8b,1,1783799051812,173,False,50.696857273578644,15.355659223447635,1992.3636466264725,0
dsllama-8b,1,1783799056812,162,False,49.86812174320221,15.298363320001467,1985.0804060697556,0
dsllama-8b,1,1783799061812,163,False,50.39909482002258,15.294582942339378,1984.7648441791534,0
dsllama-8b,1,1783799066812,157,False,51.65418237447739,15.526207471926382,2011.6230174899101,0
dsllama-8b,1,1783799071812,156,False,52.52796411514282,15.526207471926382,2011.6230174899101,0
dsllama-8b,1,1783799076812,153,False,52.68906056880951,15.526207471926382,2011.6230174899101,0
dsqwen-14b,1,1783798371812,192,False,47.10698127746582,16.80127930218779,2173.296019434929,0
dsqwen-14b,1,1783798376812,188,False,44.47333514690399,16.70160854425956,2157.2510227560997,0
dsqwen-14b,1,1783798381812,185,False,46.778470277786255,16.70160854425956,2157.2510227560997,0
dsqwen-14b,1,1783798386812,186,False,46.808160841464996,16.70160854425956,2157.2510227560997,0
dsqwen-14b,1,1783798391812,184,False,46.90472036600113,16.70160854425956,2157.2510227560997,0
dsqwen-14b,1,1783798396812,181,False,46.90472036600113,16.70160854425956,2157.2510227560997,0
dsqwen-14b,1,1783798401812,177,False,47.044456005096436,16.537689024538505,2139.697887003422,0
dsqwen-14b,1,1783798406812,179,False,48.806533217430115,16.62447315266752,2146.693505346775,0
dsqwen-14b,1,1783798411812,179,False,48.20121079683304,16.62447315266752,2147.9679197072983,0
dsqwen-14b,1,1783798416812,183,False,47.505855560302734,16.62447315266752,2147.9679197072983,0
dsqwen-14b,1,1783798421812,179,False,50.01155287027359,16.625324924161117,2148.4209820628166,0
dsqwen-14b,1,1783798426812,176,False,50.01155287027359,16.625324924161117,2148.4209820628166,0
dsqwen-14b,1,1783798431812,181,False,46.940624713897705,16.874329722303106,2180.6501671671867,0
dsqwen-14b,1,1783798436812,185,False,46.77443951368332,16.929247247891162,2189.7077709436417,0
dsqwen-14b,1,1783798441812,184,False,46.77443951368332,16.929247247891162,2189.7077709436417,0
dsqwen-14b,1,1783798446812,184,False,49.2134615778923,16.929247247891162,2189.7077709436417,0
dsqwen-14b,1,1783798451812,195,False,49.2134615778923,16.929247247891162,2189.7077709436417,0
dsqwen-14b,1,1783798456812,211,False,49.2134615778923,16.9140419035446,2189.454607665539,0
dsqwen-14b,1,1783798461812,199,False,49.24894869327545,16.895924848834362,2183.575913310051,0
dsqwen-14b,1,1783798466812,194,False,48.77396672964096,16.8188320487503,2170.884758234024,0
dsqwen-14b,1,1783798471812,188,False,46.92838340997696,16.8188320487503,2170.884758234024,0
dsqwen-14b,1,1783798476812,176,False,47.05096781253815,16.8188320487503,2167.0042276382446,0
dsqwen-14b,1,1783798481812,164,False,46.77794873714447,16.8188320487503,2165.390819311142,0
dsqwen-14b,1,1783798486812,164,False,47.577641904354095,16.8188320487503,2165.390819311142,0
dsqwen-14b,1,1783798491812,164,False,47.71257936954498,16.8188320487503,2165.390819311142,0
dsqwen-14b,1,1783798496812,167,False,48.30724745988846,16.632463225698846,2152.005262672901,0
dsqwen-14b,1,1783798501812,179,False,53.46672236919403,16.85597172637624,2185.844272375107,0
dsqwen-14b,1,1783798506812,197,False,82.85374939441681,17.02136176777637,2228.355288505554,0
dsqwen-14b,1,1783798511812,204,False,82.93812721967697,17.010464736326472,2225.5867049098015,0
dsqwen-14b,1,1783798516812,193,False,87.41433918476105,17.02136176777637,2228.355288505554,0
dsqwen-14b,1,1783798521812,195,False,87.41433918476105,17.02136176777637,2228.355288505554,0
dsqwen-14b,1,1783798526812,186,False,87.41433918476105,17.02136176777637,2228.355288505554,0
dsqwen-14b,1,1783798531812,173,False,82.93812721967697,16.986830790681164,2224.6265187859535,0
