ts,window_id,model,signal_source,raw_signal,theta,z,tss,theta_m,z_m,queue_len,decode_tps,prefill_tps,replicas_awake,replicas_target,tier,eta_m,action
1783685540.876,1783685540876,dsllama-8b,zm,0.0,1290.915,nan,0.0,1290.915,nan,0.0,0.0,0.0,1,1,healthy,nan,none
1783685540.876,1783685540876,dsqwen-14b,zm,0.0,1020.235,nan,0.0,1020.235,nan,0.0,0.0,0.0,1,1,healthy,nan,none
1783685540.876,1783685540876,dsqwen-7b,zm,0.0,993.4687597800112,nan,0.0,993.4687597800112,nan,0.0,0.0,0.0,1,1,healthy,nan,none
1783685547.87,1783685547870,dsllama-8b,zm,848.77,1290.915,0.6574948776642924,848.77,1290.915,0.6574948776642924,4.0,110.93333333333334,111.8,1,1,crit,848.77,none
1783685547.87,1783685547870,dsqwen-14b,zm,1777.3546875000002,1020.235,1.742103228667905,1777.3546875000002,1020.235,1.742103228667905,2.6666666666666665,149.33333333333334,150.5,1,1,high,1777.3546875000002,none
1783685547.87,1783685547870,dsqwen-7b,zm,1495.7345454545455,993.4687597800112,1.5055677702293866,1495.7345454545455,993.4687597800112,1.5055677702293866,3.6666666666666665,179.2,180.6,1,1,high,1495.7345454545455,none
1783685554.245,1783685554245,dsllama-8b,zm,737.9734167333216,1290.915,0.5716669313884506,737.9734167333216,1290.915,0.5716669313884506,7.666666666666667,110.93333333333334,111.8,1,1,crit,737.9734167333216,none
1783685554.245,1783685554245,dsqwen-14b,zm,1740.8134820476362,1020.235,1.7062867692714287,1740.8134820476362,1020.235,1.7062867692714287,7.333333333333333,379.73333333333335,382.7,1,1,high,1740.8134820476362,none
1783685554.245,1783685554245,dsqwen-7b,zm,1495.7345454545455,993.4687597800112,1.5055677702293866,1495.7345454545455,993.4687597800112,1.5055677702293866,3.6666666666666665,179.2,180.6,1,1,high,1495.7345454545455,none
1783685561.126,1783685561126,dsllama-8b,zm,944.5895762169716,1290.915,0.7317209701777202,944.5895762169716,1290.915,0.7317209701777202,7.666666666666667,362.6666666666667,365.5,1,1,crit,944.5895762169716,none
1783685561.126,1783685561126,dsqwen-14b,zm,1712.4779132415413,1020.235,1.678513198666524,1712.4779132415413,1020.235,1.678513198666524,7.333333333333333,379.73333333333335,382.7,1,1,high,1712.4779132415413,none
1783685561.126,1783685561126,dsqwen-7b,zm,1635.6903551627638,993.4687597800112,1.6464436743083528,1635.6903551627638,993.4687597800112,1.6464436743083528,7.333333333333333,473.6,477.3,1,1,high,1635.6903551627638,none
1783685567.928,1783685567928,dsllama-8b,zm,1148.7248996885214,1290.915,0.8898532433882335,1148.7248996885214,1290.915,0.8898532433882335,10.666666666666666,576.0,580.5,1,1,healthy,1148.7248996885214,none
1783685567.928,1783685567928,dsqwen-14b,zm,1830.8308965870256,1020.235,1.794518808497087,1830.8308965870256,1020.235,1.794518808497087,10.333333333333334,691.2,696.6,1,1,high,1830.8308965870256,none
1783685567.928,1783685567928,dsqwen-7b,zm,1646.933553495487,993.4687597800112,1.6577607874254405,1646.933553495487,993.4687597800112,1.6577607874254405,13.333333333333334,729.6,735.3,1,1,high,1646.933553495487,none
1783685574.608,1783685574608,dsllama-8b,zm,1443.9198711864246,1290.915,1.1185243576737622,1443.9198711864246,1290.915,1.1185243576737622,9.666666666666666,691.2,696.6,1,1,healthy,1443.9198711864246,none
1783685574.608,1783685574608,dsqwen-14b,zm,1831.5446575321457,1020.235,1.7952184129461797,1831.5446575321457,1020.235,1.7952184129461797,13.0,750.9333333333333,756.8,1,1,high,1831.5446575321457,none
1783685574.608,1783685574608,dsqwen-7b,zm,1674.0884753742512,993.4687597800112,1.6850942305875356,1674.0884753742512,993.4687597800112,1.6850942305875356,9.666666666666666,550.4,554.7,1,1,high,1674.0884753742512,none
1783685581.349,1783685581349,dsllama-8b,zm,1672.1642537514651,1290.915,1.29533257708793,1672.1642537514651,1290.915,1.29533257708793,6.0,439.46666666666664,442.9,1,1,high,1672.1642537514651,none
