ts,window_id,model,signal_source,raw_signal,theta,z,tss,theta_m,z_m,queue_len,decode_tps,prefill_tps,replicas_awake,replicas_target,tier,eta_m,action
1783690702.958,1783690702958,dsllama-8b,zm,0.0,1290.915,nan,0.0,1290.915,nan,0.0,0.0,0.0,1,1,healthy,nan,none
1783690702.958,1783690702958,dsqwen-14b,zm,0.0,1020.235,nan,0.0,1020.235,nan,0.0,0.0,0.0,1,1,healthy,nan,none
1783690702.958,1783690702958,dsqwen-7b,zm,0.0,993.4687597800112,nan,0.0,993.4687597800112,nan,0.0,0.0,0.0,1,1,healthy,nan,none
1783690709.736,1783690709736,dsllama-8b,zm,1240.51,1290.915,0.9609540519708889,1240.51,1290.915,0.9609540519708889,2.0,81.06666666666666,81.7,1,1,healthy,1240.51,none
1783690709.736,1783690709736,dsqwen-14b,zm,1354.175,1020.235,1.327316745651737,1354.175,1020.235,1.327316745651737,2.0,85.33333333333333,86.0,1,1,high,1354.175,none
1783690709.736,1783690709736,dsqwen-7b,zm,652.9,993.4687597800112,0.6571922806556846,652.9,993.4687597800112,0.6571922806556846,3.0,64.0,64.5,1,1,crit,652.9,none
1783690716.328,1783690716328,dsllama-8b,zm,1364.5252577522804,1290.915,1.0570217696380322,1364.5252577522804,1290.915,1.0570217696380322,5.666666666666667,311.46666666666664,313.9,1,1,healthy,1364.5252577522804,none
1783690716.328,1783690716328,dsqwen-14b,zm,1373.186847798343,1020.235,1.345951518815119,1373.186847798343,1020.235,1.345951518815119,7.333333333333333,328.53333333333336,331.1,1,1,high,1373.186847798343,none
1783690716.328,1783690716328,dsqwen-7b,zm,928.9687476920329,993.4687597800112,0.9350759533674106,928.9687476920329,993.4687597800112,0.9350759533674106,5.666666666666667,302.93333333333334,305.3,1,1,healthy,928.9687476920329,none
1783690723.666,1783690723666,dsllama-8b,zm,1462.0829996115463,1290.915,1.1325943223307082,1462.0829996115463,1290.915,1.1325943223307082,5.666666666666667,311.46666666666664,313.9,1,1,healthy,1462.0829996115463,none
1783690723.666,1783690723666,dsqwen-14b,zm,1388.1426925338617,1020.235,1.3606107343247993,1388.1426925338617,1020.235,1.3606107343247993,7.333333333333333,328.53333333333336,331.1,1,1,high,1388.1426925338617,none
1783690723.666,1783690723666,dsqwen-7b,zm,1146.1407643526595,993.4687597800112,1.1536756974687914,1146.1407643526595,993.4687597800112,1.1536756974687914,5.666666666666667,302.93333333333334,305.3,1,1,healthy,1146.1407643526595,none
1783690730.295,1783690730295,dsllama-8b,zm,1700.4248019473753,1290.915,1.3172244508332271,1700.4248019473753,1290.915,1.3172244508332271,6.0,452.26666666666665,455.8,1,1,high,1700.4248019473753,none
1783690730.295,1783690730295,dsqwen-14b,zm,1495.899755702755,1020.235,1.4662305799181121,1495.899755702755,1020.235,1.4662305799181121,9.333333333333334,520.5333333333333,524.6,1,1,high,1495.899755702755,none
1783690730.295,1783690730295,dsqwen-7b,zm,1596.412082555774,993.4687597800112,1.6069071793553686,1596.412082555774,993.4687597800112,1.6069071793553686,5.666666666666667,507.73333333333335,511.7,1,1,high,1596.412082555774,none
1783690736.965,1783690736965,dsllama-8b,zm,1872.4177330597554,1290.915,1.4504578016831127,1872.4177330597554,1290.915,1.4504578016831127,9.0,678.4,683.7,1,1,high,1872.4177330597554,none
1783690736.965,1783690736965,dsqwen-14b,zm,1535.0740708635358,1020.235,1.5046279248051044,1535.0740708635358,1020.235,1.5046279248051044,15.0,772.2666666666667,778.3,1,1,high,1535.0740708635358,none
1783690736.965,1783690736965,dsqwen-7b,zm,1944.48256478527,993.4687597800112,1.9572659388060138,1944.48256478527,993.4687597800112,1.9572659388060138,8.0,738.1333333333333,743.9,1,1,high,1944.48256478527,none
1783690743.353,1783690743353,dsllama-8b,zm,2063.3643114393794,1290.915,1.5983734881377778,2063.3643114393794,1290.915,1.5983734881377778,5.333333333333333,448.0,451.5,1,1,high,2063.3643114393794,none
1783690743.353,1783690743353,dsqwen-14b,zm,1590.3054565379057,1020.235,1.5587638696358248,1590.3054565379057,1020.235,1.5587638696358248,9.666666666666666,529.0666666666667,533.2,1,1,high,1590.3054565379057,none
1783690743.353,1783690743353,dsqwen-7b,zm,2196.0562629317487,993.4687597800112,2.2104935271623765,2196.0562629317487,993.4687597800112,2.2104935271623765,5.333333333333333,499.2,503.1,1,1,high,2196.0562629317487,none
1783690749.975,1783690749975,dsllama-8b,zm,2254.699814106,1290.915,1.7465904525906042,2254.699814106,1290.915,1.7465904525906042,8.0,716.8,722.4,1,1,high,2254.699814106,none
1783690749.975,1783690749975,dsqwen-14b,zm,1654.615619569996,1020.235,1.6217985263885242,1654.615619569996,1020.235,1.6217985263885242,14.0,802.1333333333333,808.4,1,1,high,1654.615619569996,none
1783690749.975,1783690749975,dsqwen-7b,zm,2354.0799019054925,993.4687597800112,2.3695560416280914,2354.0799019054925,993.4687597800112,2.3695560416280914,9.0,810.6666666666666,817.0,1,1,high,2354.0799019054925,none
