ts,model,action,serve_id
2026-07-11T20:24:13.723645Z,dsqwen-14b,wake,dsqwen-14b-nscc-ds-4a100-node10-gpu-0-1-784d8db45f-wzc9f
2026-07-11T20:24:23.725422Z,dsqwen-14b,wake,dsqwen-14b-nscc-ds-4a100-node10-gpu-2-3-67d756bff7-82d52
